AGNname,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,virialRadius,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),corrected_az (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,galaxyRedshift
MRK290,NGC5987,x,"('233.96792', '57.9025')","(234.98904, 58.07953)",0.1659211598900954,373.78667348017126,486.0114480567563,x,3170.0,-65.0,48.9,x,68.8,29.6,64.5,60.0,48.1,48.1,NGC5987,.S..3..,71.6,165.0,Sb,0.01004
MRK290,2MASXJ15351422+5730529,x,"('233.96792', '57.9025')","(233.80909, 57.51479)",1.9533416219238207e-110,20.00720840553147,317.63423927675643,x,3255.7,-150.69999999999982,45.85473395,x,8.5,4.2,60.1,50.0,62.3,62.3,0,x,x,x,HII,0.010315
