AGNname,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),radialVelocity (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift
SDSSJ135726.27+043541.4,1296,NGC5364,18,"('209.359166667', '4.59472222222')","(209.05, 5.01447)",0.8713413693263299,0.9667479601313193,210.7048966796093,226.88950614781638,183.11257268898615,x,1516.4,1241.0,-55.0,20.15,x,37.2,21.2,55.2,48.0,84.3,NGC5364,.SAT4P.,49.8,30.0,SA(rs)bc pec   HII,SA(rs)bc pec   HII,0.00414
SDSSJ135726.27+043541.4,1296,NGC5363,18,"('209.359166667', '4.59472222222')","(209.03004, 5.25477)",0.045638117951017104,0.028117056804093092,183.30857135813798,167.6140328254171,288.1379259711229,x,1414.6,1139.0,-157.0,22.4,x,30.4,22.5,42.3,130.0,23.6,NGC5363,.I.0.$.,49.8,135.0,I0?            LINER,I0?            LINER,0.003799
SDSSJ135726.27+043541.4,1296,UGC08857,18,"('209.359166667', '4.59472222222')","(209.1109, 4.39667)",0.040144097899252794,3.684056509442287e-11,72.33736635290393,22.20448152963721,106.42827483737676,x,1365.8,1091.0,-205.0,19.23689434,x,7.9,2.7,70.1,130.0,78.7,0,x,x,x,Sb(f),Sb(f),0.003638
SDSSJ135726.27+043541.4,1296,SDSSJ135714.03+041826.3,18,"('209.359166667', '4.59472222222')","(209.3085, 4.30731)",0.019474486144283834,1.858816826706602e-33,54.92250663883951,12.201516299214617,105.76326685467984,x,1474.4,1200.0,-96.0,20.76568283,x,5.3,1.4,74.9,60.0,50.0,0,x,x,x,Sc(f),Sc(f),0.004002
SDSSJ135726.27+043541.4,1296,NGC5360,18,"('209.359166667', '4.59472222222')","(208.91146, 4.98506)",0.007125731467683985,1.4306778015463712e-08,111.03220407372962,56.36065116728159,236.9287242801242,x,1446.7,1171.0,-125.0,22.9,x,14.7,5.3,68.7,x,61.2,NGC5360,.I.0...,67.7,70.0,I0,I0,0.003906
SDSSJ135726.27+043541.4,1296,NGC5356,18,"('209.359166667', '4.59472222222')","(208.74358, 5.33372)",0.0003009333372458983,2.563558359549381e-08,142.01405013820053,96.23408959407264,400.583393743788,x,1650.2,1374.0,78.0,23.9,x,21.0,6.7,71.3,15.0,54.7,NGC5356,.SX.4*/,74.0,15.0,SABbc: sp      HII,SABbc: sp      HII,0.004583
SDSSJ135726.27+043541.4,1296,NGC5348,18,"('209.359166667', '4.59472222222')","(208.54694, 5.22744)",4.770492456986782e-06,2.8440314929812504e-28,96.52394416861009,41.569219381653056,329.4908989819292,x,1727.5,1451.0,155.0,18.378,x,12.0,4.3,68.9,5.0,57.0,NGC5348,.SB.4*/,82.1,177.0,SBbc: sp,SBbc: sp,0.00484
SDSSJ135726.27+043541.4,1296,CGCG046-013,18,"('209.359166667', '4.59472222222')","(209.23158, 5.15188)",1.0269477295777938e-07,1.054663222831265e-88,65.22756252504672,17.732230542151203,251.6254540047717,x,1791.2,1516.0,220.0,25.22776229,x,6.8,3.9,54.5,122.0,45.1,0,x,x,x,x,x,0.005058
SDSSJ135726.27+043541.4,1296,SDSSJ135609.35+053233.2,18,"('209.359166667', '4.59472222222')","(209.039, 5.54258)",2.426370348891428e-13,1.089896978137734e-177,63.22811231576235,16.57181341917655,334.0514454137568,x,1358.8,1083.0,-213.0,19.13841211,x,6.5,6.3,14.1,174.0,12.6,0,x,x,x,x,x,0.003611
SDSSJ135726.27+043541.4,1296,UGC08799,18,"('209.359166667', '4.59472222222')","(208.33258, 5.77164)",3.2248515518673984e-20,0.0,49.80843587295778,9.865900871182518,327.86964247984827,x,1324.3,1047.0,-249.0,12.05,x,4.6,3.2,46.4,x,x,0,x,x,x,Im?,Im?,0.003491
