Name,Target,z,z_target,b,RAdeg,DEdeg,RAdeg_target,DEdeg_target,Vhel,vcorr,bestDist,MajDiam,MinDiam,e_MajDiam,e_MinDiam,R_vir,inc,e_inc,PA,azimuth,RC3_type,RC3_d25,RC3_r25,RC3_pa,group_num,group_mem,group_dist,MType,flag,distIndicator,Bmag,Bmag_sdss,Lstar_med,e_Lstar_med,Lstar_sdss,e_Lstar_sdss
NGC3666,SDSSJ111916.20+110107.0,0.003536,0.393,406.331,171.10862,11.34222,169.8170833,11.01861111,1060,1349,17.8,14.11,4.233,2.7,0.81,107.94,73,1,100,24.3,.SAT5*.,261.91,0.28,100,111649,2,14,SA(rs)c:,0,TF,12.3,13.3,0.61,0.54,0.24,0.21
NGC3666,4C12.40,0.003536,0.685,451.379,171.10862,11.34222,170.3741667,12.60472222,1060,1349,17.8,14.11,4.233,2.7,0.81,107.94,73,1,100,50.4,.SAT5*.,261.91,0.28,100,111649,2,14,SA(rs)c:,0,TF,12.3,13.3,0.61,0.54,0.24,0.21
NGC3666,SDSSJ112439.50+113117.0,0.003536,0.143,58.176,171.10862,11.34222,171.1641667,11.52138889,1060,1349,17.8,14.11,4.233,2.7,0.81,107.94,73,1,100,83.1,.SAT5*.,261.91,0.28,100,111649,2,14,SA(rs)c:,0,TF,12.3,13.3,0.61,0.54,0.24,0.21
NGC3666,SDSSJ112632.90+120437.0,0.003536,0.977,279.208,171.10862,11.34222,171.6370833,12.07694444,1060,1349,17.8,14.11,4.233,2.7,0.81,107.94,73,1,100,64.9,.SAT5*.,261.91,0.28,100,111649,2,14,SA(rs)c:,0,TF,12.3,13.3,0.61,0.54,0.24,0.21
NGC3666,SDSSJ112756.70+115427.0,0.003536,0.509,319.766,171.10862,11.34222,171.9866667,11.9075,1060,1349,17.8,14.11,4.233,2.7,0.81,107.94,73,1,100,43.3,.SAT5*.,261.91,0.28,100,111649,2,14,SA(rs)c:,0,TF,12.3,13.3,0.61,0.54,0.24,0.21
