AGNname,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),corrected_az (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,galaxyRedshift
3C273.0,CGCG014-054,x,"('187.27792', '2.05222')","(187.7659, 1.6757)",211.923696736,x,1399.2,-386.2,19.70682874,x,7.7,4.4,55.2,80.0,47.7,47.7,MCG0-32-16,.IXS9P*,54.9,80.0,IAB(s)m pec:,0.003686
3C273.0,VCC1457,x,"('187.27792', '2.05222')","(188.21062, 2.7973)",391.903092297,x,1336.2,-323.2,18.82010179,x,3.7,2.2,53.1,2.0,49.4,49.4,0,x,x,x,"dE4pec?,N",0.003472
3C273.0,VCC1465,x,"('187.27792', '2.05222')","(188.23154, 3.36042)",409.624438413,x,1029.7,-16.7,14.50322845,x,3.9,3.6,24.5,x,x,x,VCC1465,.I?....,24.2,-99,I?,0.002448
3C273.0,VCC1492,x,"('187.27792', '2.05222')","(188.32596, 2.04644)",248.842813999,x,966.5,46.5,13.61260154,x,1.7,1.2,46.4,153.0,62.7,62.7,0,x,x,x,dE2?,0.002241
3C273.0,FGC1475,x,"('187.27792', '2.05222')","(189.22896, 1.61507)",434.713268156,x,884.9,128.1,12.46337267,x,3.8,0.9,76.1,3.0,80.4,80.4,0,x,x,x,Irr(f),0.001971
3C273.0,NGC4600,x,"('187.27792', '2.05222')","(190.09566, 3.11775)",386.096578904,x,1147.1,-134.1,7.3499999,x,3.9,2.2,55.9,65.0,4.3,4.3,NGC4600,.L.....,48.6,60.0,"S0(6),N",0.002842
3C273.0,SDSSJ122815.96+014944.1,x,"('187.27792', '2.05222')","(187.0665, 1.82892)",90.5633276893,x,1198.4,-185.4,16.87858892,x,3.5,1.8,59.3,40.0,3.4,3.4,0,x,x,x,x,0.003015
3C273.0,NGC4457,x,"('187.27792', '2.05222')","(187.24588, 3.57058)",461.209030356,x,1178.0,-165.0,17.4,x,14.7,10.0,47.2,75.0,76.2,76.2,NGC4457,RSXS0..,31.7,-99,(R)SAB(s)0/a   LINER,0.002942
