AGNname,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),corrected_az (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,galaxyRedshift
3C351.0,NGC6292,x,"('256.1725', '60.74194')","(255.76446, 61.04388)",396.049300553,x,3520.5,87.5,62.8,x,22.4,15.7,45.6,85.0,61.6,61.6,NGC6292,.S..4..,59.1,105.0,Sbc,0.011378
3C351.0,SDSSJ170327.95+610631.5,x,"('256.1725', '60.74194')","(255.86729, 61.10881)",332.896828792,x,3422.2,185.8,48.20028618,x,9.2,5.5,53.1,15.0,37.1,37.1,0,x,x,x,x,0.01105
3C351.0,MRK0892,x,"('256.1725', '60.74194')","(256.56603, 60.7052)",179.401390498,x,3725.0,-117.0,52.46477936,x,12.9,6.7,58.7,170.0,69.2,69.2,0,x,x,x,Pair,0.012064
3C351.0,NGC6310,x,"('256.1725', '60.74194')","(256.98946, 60.99017)",406.34311893,x,3525.7,82.3,49.65828781,x,34.5,8.3,76.1,70.0,11.9,11.9,NGC6310,.S..3*/,77.7,69.0,Sb: sp,0.011405
