AGNname,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),corrected_az (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,galaxyRedshift
TON1009,KUG0906+333ANED01,x,"('137.27542', '32.60861')","(137.33077, 33.12324)",495.497536845,x,3900.9,-109.9,54.94195498,x,12.8,5.6,64.1,x,x,x,0,x,x,x,x,0.012359
TON1009,KUG0906+331,x,"('137.27542', '32.60861')","(137.48297, 32.9738)",401.097370248,x,4031.5,-240.5,56.78164689,x,8.9,3.9,63.9,168.0,37.6,37.6,0,x,x,x,Spiral,0.012792
