AGNname,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),corrected_az (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,galaxyRedshift
PG1211+143,IC3019,x,"('183.57375', '14.05361')","(182.34275, 13.99243)",343.866586915,x,2015.1,100.9,16.475,x,7.1,6.6,21.6,x,x,x,IC3019,.E.....,21.1,-99,E,0.005723
PG1211+143,SDSSJ121141.87+131146.7,x,"('183.57375', '14.05361')","(182.92446, 13.19633)",469.789521412,x,1795.4,320.6,25.28664031,x,3.6,2.1,53.8,72.0,35.7,35.7,0,x,x,x,x,0.004991
PG1211+143,SDSSJ121153.85+134830.2,x,"('183.57375', '14.05361')","(182.97438, 13.8084)",357.917379978,x,2306.3,-190.3,32.48363137,x,5.5,2.6,62.6,133.0,65.9,65.9,0,x,x,x,x,0.006695
PG1211+143,NGC4168,x,"('183.57375', '14.05361')","(183.07195, 13.20519)",477.800897028,x,2514.4,-398.4,27.975,x,16.5,12.9,38.9,x,x,x,NGC4168,.E.2...,33.7,-99,E2             Sy1.9,0.007388
PG1211+143,SDSSJ121309.41+133503.9,x,"('183.57375', '14.05361')","(183.28924, 13.58442)",322.228955109,x,2407.5,-291.5,33.90777912,x,4.2,2.8,47.9,57.0,26.5,26.5,0,x,x,x,x,0.007032
PG1211+143,2MASXJ12131365+1331213,x,"('183.57375', '14.05361')","(183.30704, 13.52278)",356.8121731,x,2457.5,-341.5,34.61212737,x,3.5,2.4,47.2,40.0,14.0,14.0,0,x,x,x,x,0.007199
PG1211+143,NGC4192A,x,"('183.57375', '14.05361')","(183.35954, 14.77203)",451.570208394,x,2374.3,-258.3,34.6,x,8.2,7.1,28.8,x,x,x,UGC7223,.SA.8..,24.2,-99,SAdm,0.006921
PG1211+143,NGC4189,x,"('183.57375', '14.05361')","(183.44696, 13.42481)",314.023262429,x,2414.5,-298.5,28.08,x,29.8,17.3,54.5,95.0,83.9,83.9,NGC4189,.SXT6$.,43.6,85.0,SAB(rs)cd?     HII,0.007055
