AGNname,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift
PG1307+085,7279,CGCG072-007,2,"('197.44583', '8.32972')","(197.31227, 8.53172)",0.00357144138426,0.00265065681431,193.175903503,187.84981235,439.853727782,x,7413.2,134.2,104.411924,x,32.8,21.0,50.2,10.0,43.2,0,x,x,x,x,x,0.023746
PG1307+085,7279,SDSSJ130918.61+083008.6,2,"('197.44583', '8.32972')","(197.32755, 8.50239)",4.74429282406e-06,3.60505901164e-17,117.717976445,64.0,385.842233974,x,7525.2,246.2,105.9890184,x,16.0,4.5,73.7,179.0,33.1,0,x,x,x,x,x,0.02412
