AGNname,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),radialVelocity (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift
SBS1122+594,1580,NGC3642,12,"('171.47375', '59.17278')","(170.57455, 59.07451)",0.10175211863755554,0.012456597927523282,149.85037753949183,108.15305358611008,226.44844624328968,x,1789.9,1588.0,8.0,27.5,x,22.7,22.5,8.1,75.0,3.0,NGC3642,.SAR4*.,33.7,105.0,SA(r)bc:;LINER Sy3,SA(r)bc:;LINER Sy3,0.005297
SBS1122+594,1580,SDSSJ112625.96+591737.4,12,"('171.47375', '59.17278')","(171.6082, 59.29375)",0.044062429390340115,3.7047136753876927e-32,40.43155575527607,6.269290230959163,52.80998576210131,x,1543.8,1342.0,-238.0,21.74407849,x,3.4,2.4,44.8,128.0,81.7,0,x,x,x,x,x,0.004476
SBS1122+594,1580,IC0691,12,"('171.47375', '59.17278')","(171.68465, 59.15543)",0.03185582584688238,4.964028352738787e-05,65.88793137593471,18.124817240457904,45.288412639304354,x,1399.4,1197.0,-383.0,23.700001,x,6.9,5.1,42.3,155.0,55.9,IC691,.I?....,48.6,150.0,I?;WR?         HII,I?;WR?         HII,0.003992
SBS1122+594,1580,NGC3610,12,"('171.47375', '59.17278')","(169.6053, 58.78628)",2.8199927188407956e-06,2.235936072180735e-13,138.25869232048996,90.7877084191467,486.74868045056655,x,1906.2,1704.0,124.0,26.88,x,20.2,14.6,43.9,135.0,67.0,NGC3610,.E.5.*.,31.7,-99,SB(r)0^0^ pec,SB(r)0^0^ pec,0.005684
SBS1122+594,1580,SDSSJ112235.67+585840.5,12,"('171.47375', '59.17278')","(170.64866, 58.97794)",1.781456817748229e-08,7.976638399720203e-241,42.860693087198044,7.117092102818398,166.9368934938275,x,1455.3,1253.0,-327.0,20.49709727,x,3.7,1.9,59.3,161.0,84.3,0,x,x,x,x,x,0.004181
SBS1122+594,1580,SDSSJ112725.46+583820.0,12,"('171.47375', '59.17278')","(171.85612, 58.63889)",1.3370697121548653e-10,1.1124600975969362e-274,45.22945909746485,8.0,200.43219567537062,x,1432.4,1228.0,-352.0,20.17420515,x,4.0,1.2,72.5,143.0,16.8,0,x,x,x,x,x,0.004096
SBS1122+594,1580,SDSSJ112150.23+585638.7,12,"('171.47375', '59.17278')","(170.45933, 58.9441)",2.231832452213719e-20,0.0,39.60724351420745,5.994747701113033,265.46894612515916,x,1896.3,1694.0,114.0,26.7081168,x,3.3,3.1,19.9,54.0,12.3,0,x,x,x,x,x,0.005651
SBS1122+594,1580,CGCG291-076,12,"('171.47375', '59.17278')","(172.57199, 58.13391)",8.633469869098386e-21,1.5239698331687146e-216,71.70431245139727,21.784214468279547,485.4366884333684,x,1665.7,1459.0,-121.0,23.46005658,x,7.8,6.9,27.1,x,x,0,x,x,x,SA(s)m:,SA(s)m:,0.004867
SBS1122+594,1580,SDSSJ113005.21+582818.0,12,"('171.47375', '59.17278')","(172.52175, 58.47169)",5.99522822779116e-22,0.0,53.483943519540084,11.517421586448938,373.37886868967286,x,1713.4,1508.0,-72.0,24.13263796,x,5.1,1.1,77.9,88.0,54.5,0,x,x,x,x,x,0.005031
SBS1122+594,1580,SDSSJ112005.92+593544.9,12,"('171.47375', '59.17278')","(170.02467, 59.59583)",1.5594837456740555e-38,0.0,45.22945909746485,8.0,418.95147000693294,x,2003.6,1804.0,224.0,28.21976545,x,4.0,2.6,50.2,149.0,29.3,0,x,x,x,x,x,0.006016
SBS1122+594,1580,SBS1119+586,12,"('171.47375', '59.17278')","(170.65738, 58.32853)",5.077724485151462e-43,0.0,42.058010542046325,6.8305197459636995,415.0468741546902,x,1787.6,1583.0,3.0,25.17779297,x,3.6,2.0,57.3,18.0,8.4,0,x,x,x,x,x,0.00528
SBS1122+594,1580,SDSSJ112149.19+585434.0,12,"('171.47375', '59.17278')","(170.45496, 58.90944)",4.408490084901049e-50,0.0,22.988094234022373,1.8371173070873836,244.87373160910388,x,1698.4,1496.0,-84.0,23.92109126,x,1.5,1.2,35.9,147.0,83.8,0,x,x,x,x,x,0.004991
