AGNname,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift
TON1009,1961,NGC2770,5,"('137.27542', '32.60861')","(137.39045, 33.12353)",0.0723668846055,0.0826465588605,204.409228277,212.410018596,274.014838528,x,2143.1,182.1,29.967,x,35.6,7.3,78.1,x,42.7,NGC2770,.SAS5*.,72.4,148.0,SA(s)c:,SA(s)c:,0.006494
TON1009,1961,SDSSJ091001.72+325659.8,5,"('137.27542', '32.60861')","(137.50717, 32.94994)",3.0001892781e-08,1.63173698541e-254,41.2483851269,6.54790042685,157.925740372,x,1634.6,-326.4,23.0224679,x,3.5,2.4,47.2,126.0,83.8,0,x,x,x,x,x,0.004797
TON1009,1961,SDSSJ090706.27+322219.6,5,"('137.27542', '32.60861')","(136.77613, 32.37211)",6.68013378005e-11,7.54223529552e-290,47.5437281875,8.91666978193,230.063141563,x,1937.7,-23.3,27.29101979,x,4.3,2.1,61.3,82.0,21.3,0,x,x,x,x,x,0.005814
TON1009,1961,KUG0906+333ANED02,5,"('137.27542', '32.60861')","(137.33293, 33.12131)",2.03765464033e-11,1.29052734268e-236,52.7581189835,11.1803398875,260.509186683,x,2057.9,96.9,28.9843299,x,5.0,3.2,50.2,110.0,75.4,0,x,x,x,x,x,0.00621
TON1009,1961,[GSK2002]090643.2+332052,5,"('137.27542', '32.60861')","(137.4449, 33.144)",-99,-99,-99,-99,295.001158867,x,2166.2,205.2,30.51030669,x,x,x,x,x,x,0,x,x,x,x,x,0.006571
