AGNname,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,virialRadius,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),corrected_az (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,galaxyRedshift
SDSSJ080838.80+051440.0,UGC04239,x,"('122.16167', '5.24444')","(121.99208, 5.20667)",16642.58756944477,278.7260738002193,378.3226481236468,x,8893.1,-167.10000000000036,125.2551175,x,55.8,40.2,43.9,115.0,12.4,12.4,0,x,x,x,S,0.02923
SDSSJ080838.80+051440.0,SDSSJ080901.35+051832.7,x,"('122.16167', '5.24444')","(122.25562, 5.30908)",21118.699843381008,114.65402285339253,239.17465872238407,x,8556.4,169.60000000000036,120.5129961,x,15.4,7.7,60.0,17.0,72.4,72.4,0,x,x,x,x,0.028104
