Name,Target,identified,v_limits,e_v_center,Lya_v,Lya_W,e_Lya_W,Na,e_Na,b,e_b,W,e_W,comment,z,z_target,impact,RAdeg,DEdeg,RAdeg_target,DEdeg_target,Vhel,vcorr,bestDist,MajDiam,MinDiam,e_MajDiam,e_MinDiam,R_vir,adjustedInc,e_inc,PA,azimuth,RC3_type,RC3_d25,RC3_r25,RC3_pa,group_num,group_mem,group_dist,MType,flag,distIndicator,Bmag,Bmag_sdss,Lstar_med,e_Lstar_med,Lstar_sdss,e_Lstar_sdss
NGC4939,PG1302-102,Lya,"1238, 1404",1,1313,332,8,1.25E+14,4.69E+12,37.5,2.9,62.5,4.8,in pilot paper,0.010374,0.2784,253.8129974,196.05996,-10.33961,196.3875,-10.55555556,3110,3382,37.5,41.85,28.88,11,7.3,228.54,48,4,5,61.2,.SAS4..,329.72,0.51,10,102770,2,35.7,SA(s)bc_Sy2,0,TF,11.6,-99.99,5.5,6.5,-99.99,-99.99
NGC4939,PG1302-102,Lya,"3402, 3492",1,3448,72,6,1.50E+13,1.28E+12,29.4,2,49,3.3,in pilot paper,0.010374,0.2784,253.7118826,196.05996,-10.33961,196.3875,-10.55527778,3110,3382,37.5,41.85,28.88,11,7.3,228.54,48,4,5,61.2,.SAS4..,329.72,0.51,10,102770,2,35.7,SA(s)bc_Sy2,0,TF,11.6,-99.99,5.5,6.5,-99.99,-99.99
NGC4939,PG1302-102,Lya,"5824, 5894",1,5857,52,4,1.06E+13,9.85E+11,23.1,1.8,39.2,3.1,in pilot paper,0.010374,0.2784,253.7118826,196.05996,-10.33961,196.3875,-10.55527778,3110,3382,37.5,41.85,28.88,11,7.3,228.54,48,4,5,61.2,.SAS4..,329.72,0.51,10,102770,2,35.7,SA(s)bc_Sy2,0,TF,11.6,-99.99,5.5,6.5,-99.99,-99.99
NGC4939,PG1302-102,Lya,"6544, 6640",7,6596,60,6,1.22E+13,1.21E+12,30.7,2,51.1,3.4,in pilot paper,0.010374,0.2784,253.7118826,196.05996,-10.33961,196.3875,-10.55527778,3110,3382,37.5,41.85,28.88,11,7.3,228.54,48,4,5,61.2,.SAS4..,329.72,0.51,10,102770,2,35.7,SA(s)bc_Sy2,0,TF,11.6,-99.99,5.5,6.5,-99.99,-99.99
NGC4939,PG1302-102,Lya,"7540, 7608",1,7573,44,4,8.91E+12,9.53E+11,23.1,2.5,38.5,4.2,in pilot paper,0.010374,0.2784,253.7118826,196.05996,-10.33961,196.3875,-10.55527778,3110,3382,37.5,41.85,28.88,11,7.3,228.54,48,4,5,61.2,.SAS4..,329.72,0.51,10,102770,2,35.7,SA(s)bc_Sy2,0,TF,11.6,-99.99,5.5,6.5,-99.99,-99.99
NGC4939,PG1302-102,Lya,"7696, 7782",1,7744,27,5,5.16E+12,1.01E+12,29.8,3.5,49.7,5.8,"not in pilot paper, weak",0.010374,0.2784,253.7118826,196.05996,-10.33961,196.3875,-10.55527778,3110,3382,37.5,41.85,28.88,11,7.3,228.54,48,4,5,61.2,.SAS4..,329.72,0.51,10,102770,2,35.7,SA(s)bc_Sy2,0,TF,11.6,-99.99,5.5,6.5,-99.99,-99.99
NGC4939,PG1302-102,Lya,"8496, 8526",1,8516,8,3,1.46E+12,5.69E+11,12.2,2.5,20.2,4.2,"not in pilot paper, weak",0.010374,0.2784,253.7118826,196.05996,-10.33961,196.3875,-10.55527778,3110,3382,37.5,41.85,28.88,11,7.3,228.54,48,4,5,61.2,.SAS4..,329.72,0.51,10,102770,2,35.7,SA(s)bc_Sy2,0,TF,11.6,-99.99,5.5,6.5,-99.99,-99.99
NGC4939,PG1302-102,Lya,"9774, 9816",1,9805,21,3,4.14E+12,6.84E+11,16.1,1.6,26.8,2.7,in pilot paper,0.010374,0.2784,253.7118826,196.05996,-10.33961,196.3875,-10.55527778,3110,3382,37.5,41.85,28.88,11,7.3,228.54,48,4,5,61.2,.SAS4..,329.72,0.51,10,102770,2,35.7,SA(s)bc_Sy2,0,TF,11.6,-99.99,5.5,6.5,-99.99,-99.99
NGC4939,PG1302-102,Lya,"9825, 9885",1,9856,35,4,6.98E+12,8.36E+11,21.5,1.8,36,2.6,in pilot paper,0.010374,0.2784,253.7118826,196.05996,-10.33961,196.3875,-10.55527778,3110,3382,37.5,41.85,28.88,11,7.3,228.54,48,4,5,61.2,.SAS4..,329.72,0.51,10,102770,2,35.7,SA(s)bc_Sy2,0,TF,11.6,-99.99,5.5,6.5,-99.99,-99.99
