AGNname,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),radialVelocity (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift
3C273.0,1582,NGC4527,12,"('187.277916667', '2.05222222222')","(188.53509, 2.65366)",0.02027429497893935,0.02173283528967769,199.62977872021068,201.76120538894486,362.94766065338086,x,2031.0,1736.0,154.0,14.932,x,34.4,11.7,70.1,70.0,5.6,NGC4527,.SXS4..,70.2,67.0,SAB(s)bc;HII   LINER,SAB(s)bc;HII   LINER,0.005791
3C273.0,1582,NGC4536,12,"('187.277916667', '2.05222222222')","(188.61271, 2.18814)",0.010376234608107621,0.01029182279384292,197.62313832387832,197.37836507581068,358.5287462065813,x,2102.6,1808.0,226.0,15.321,x,33.9,14.3,65.1,x,45.8,NGC4536,.SXT4..,64.7,130.0,SAB(rs)bc;HII  Sbrst,SAB(rs)bc;HII  Sbrst,0.006031
3C273.0,1582,NGC4409,12,"('187.277916667', '2.05222222222')","(186.74375, 2.49436)",0.0023022526242218273,7.805308465640819e-16,92.6028016003856,37.98548406957585,223.18316911222007,x,1980.0,1685.0,103.0,18.45,x,11.3,5.0,63.9,10.0,60.4,NGC4420,.SBR4*.,61.4,8.0,SB(r)bc:;HII   LINER,SB(r)bc:;HII   LINER,0.005621
3C273.0,1582,UGC07612,12,"('187.277916667', '2.05222222222')","(187.25892, 2.72319)",0.0015229776979344544,1.5378673503526203e-11,111.55282773524318,56.93673682254718,284.09557152382877,x,1870.2,1575.0,-7.0,24.25,x,14.8,7.8,58.4,x,33.4,UGC7612,.S..9*.,57.5,145.0,Sm:            HII,Sm:            HII,0.005254
3C273.0,1582,SDSSJ122950.58+020153.7,12,"('187.277916667', '2.05222222222')","(187.46075, 2.03158)",0.0009390093692203222,9.470805991278127e-119,38.77514986628247,5.7243340223994625,94.18020234287475,x,2083.6,1789.0,207.0,29.34599276,x,3.2,1.8,56.5,x,x,0,x,x,x,x,x,0.005966
3C273.0,1582,IC3474,12,"('187.277916667', '2.05222222222')","(188.15215, 2.66152)",1.2515584454762339e-05,2.738674640738592e-21,105.76383533587814,50.708510133901584,346.978099972212,x,2022.1,1727.0,145.0,18.667,x,13.7,1.4,84.3,x,19.1,IC3474,.S..7./,82.8,36.0,Sd(f)          HII,Sd(f)          HII,0.005761
3C273.0,1582,UGC07512,12,"('187.277916667', '2.05222222222')","(186.42223, 2.15898)",4.765206015699048e-07,1.7013869266829197e-104,59.83073840715335,14.696938456699069,227.10892337678237,x,1799.7,1505.0,-77.0,15.1,x,6.0,2.7,63.3,130.0,32.9,UGC7512,.IBS9..,63.5,130.0,ImIV,ImIV,0.00502
3C273.0,1582,UGC07642,12,"('187.277916667', '2.05222222222')","(187.55731, 2.62471)",2.5055461759110583e-08,4.0801124276386674e-81,72.33736635290393,22.20448152963721,302.04271338582976,x,1929.1,1634.0,52.0,27.17085655,x,7.9,6.3,36.9,x,76.0,UGC7642,.IBS9..,37.4,130.0,SdmIII-IV      HII,SdmIII-IV      HII,0.005451
3C273.0,1582,VCC1060,12,"('187.277916667', '2.05222222222')","(187.01527, 2.90991)",1.4383463741138795e-12,1.2863773707951186e-113,75.46623912564232,24.345512933598258,392.3331986141714,x,1779.4,1484.0,-98.0,25.06223439,x,8.4,1.3,81.4,x,x,VCC1060,.S?....,81.1,-99,S?             HII,S?             HII,0.004951
3C273.0,1582,2dFGRSN389Z231,12,"('187.277916667', '2.05222222222')","(188.19354, 1.56867)",1.1222245381952487e-55,0.0,41.24838512685209,6.547900426854397,463.8502270531768,x,1823.0,1529.0,-53.0,25.67647003,x,3.5,1.6,63.5,x,x,0,x,x,x,x,x,0.0051
3C273.0,1582,SDSSJ122658.42+022923.3,12,"('187.277916667', '2.05222222222')","(186.74342, 2.48981)",2.474602941511715e-74,0.0,25.061655495164096,2.2165288177689004,326.22015990068553,x,1922.0,1627.0,45.0,27.07084759,x,1.7,1.6,16.3,148.0,18.7,NGC4420,.SBR4*.,61.4,8.0,x,x,0.005426
3C273.0,1582,SDSSJ122745.86+013601.8,12,"('187.277916667', '2.05222222222')","(186.9429, 1.60015)",-99,-99,-99,-99,219.35304523704244,x,1586.1,1292.0,-290.0,22.34012963,x,x,x,x,x,x,0,x,x,x,dIn,dIn,0.00431
