AGNname,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),corrected_az (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,galaxyRedshift
TON1009,SDSSJ090706.27+322219.6,x,"('137.27542', '32.60861')","(136.77613, 32.37211)",230.063141563,x,1937.7,27.29101979,x,4.3,2.1,61.3,82.0,37.3,37.3,0,x,x,x,x,0.005814
TON1009,KUG0906+333ANED02,x,"('137.27542', '32.60861')","(137.33293, 33.12131)",260.509186683,x,2057.9,28.9843299,x,5.0,3.2,50.2,110.0,64.6,64.6,0,x,x,x,x,0.00621
TON1009,NGC2770,x,"('137.27542', '32.60861')","(137.39045, 33.12353)",274.014838528,x,2143.1,29.967,x,35.6,7.3,78.1,x,21.3,21.3,NGC2770,.SAS5*.,72.4,148.0,SA(s)c:,0.006494
TON1009,[GSK2002]090643.2+332052,x,"('137.27542', '32.60861')","(137.4449, 33.144)",295.001158867,x,2166.2,30.51030669,x,x,x,x,x,x,x,0,x,x,x,x,0.006571
TON1009,SDSSJ091001.72+325659.8,x,"('137.27542', '32.60861')","(137.50717, 32.94994)",157.925740372,x,1634.6,23.0224679,x,3.5,2.4,47.2,126.0,24.2,24.2,0,x,x,x,x,0.004797
