AGNname,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),corrected_az (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,galaxyRedshift
H1101-232,MCG-04-26-019,x,"('165.90708', '-23.49194')","(165.70883, -23.59161)",179.153512046,x,3846.2,49.52,x,27.9,11.7,65.2,35.0,83.7,83.7,ESO502-G12,PSXT2..,59.1,30.0,(R:)SA:(s)ab   HII,0.012086
H1101-232,AM1102-225,x,"('165.90708', '-23.49194')","(166.22412, -23.1355)",444.667668293,x,3930.4,55.35730323,x,x,x,x,x,x,x,0,x,x,x,Sp,0.012359
