AGNname,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),corrected_az (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,galaxyRedshift
MRC2251-178,ESO603-IG023NED02,x,"('343.52458', '-17.58194')","(343.12154, -17.1805)",410.866683619,x,3006.3,42.34236638,x,x,x,x,x,x,x,0,x,x,x,x,0.010948
MRC2251-178,2dFGRSS924Z198,x,"('343.52458', '-17.58194')","(343.36075, -17.82269)",202.562119504,x,2872.0,40.45110964,x,1.9,1.4,41.4,x,x,x,0,x,x,x,x,0.0105
MRC2251-178,HIPASSJ2254-18,x,"('343.52458', '-17.58194')","(343.6474, -18.00054)",319.511724761,x,2990.5,42.12023615,x,16.8,10.1,53.1,40.0,24.4,24.4,ESO603-G27,.IBS9..,52.9,40.0,IB(s)m,0.010898
