AGNname,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift
HE1228+0131,2311,NGC4536,10,"('187.70833', '1.25583')","(188.61271, 2.18814)",0.0154025923984,0.0152850227222,197.623138324,197.378365076,347.246711327,x,2102.6,-208.4,15.321,x,33.9,14.3,65.1,x,5.9,NGC4536,.SXT4..,64.7,130.0,SAB(rs)bc;HII  Sbrst,SAB(rs)bc;HII  Sbrst,0.006031
HE1228+0131,2311,NGC4527,10,"('187.70833', '1.25583')","(188.53509, 2.65366)",0.00157492275932,0.00173090674403,199.62977872,201.761205389,423.175064123,x,2031.0,-280.0,14.932,x,34.4,11.7,70.1,70.0,79.4,NGC4527,.SXS4..,70.2,67.0,SAB(s)bc;HII   LINER,SAB(s)bc;HII   LINER,0.005791
HE1228+0131,2311,UGC07625,10,"('187.70833', '1.25583')","(187.38654, 0.83964)",3.20449308734e-07,2.63676294372e-41,88.0279557279,34.0238886666,326.818524639,x,2527.3,216.3,35.59613696,x,10.5,1.3,82.6,x,x,0,x,x,x,Sd(f),Sd(f),0.007452
HE1228+0131,2311,SDSSJ123054.30+005751.5,10,"('187.70833', '1.25583')","(187.72626, 0.96431)",1.8840857754e-08,5.66556957044e-165,49.808435873,9.86590087118,191.083584349,x,2661.4,350.4,37.48504794,x,4.6,2.2,61.3,2.0,1.5,0,x,x,x,x,x,0.0079
HE1228+0131,2311,IC3474,10,"('187.70833', '1.25583')","(188.15215, 2.66152)",1.38000852266e-10,1.3871464202e-40,105.763835336,50.7085101339,480.232815568,x,2022.1,-288.9,18.667,x,13.7,1.4,84.3,x,53.5,IC3474,.S..7./,82.8,36.0,Sd(f)          HII,Sd(f)          HII,0.005761
HE1228+0131,2311,CGCG014-064,10,"('187.70833', '1.25583')","(188.33653, 1.52174)",5.22019622859e-13,6.86679010605e-148,65.227562525,17.7322305422,324.726962454,x,1937.0,-374.0,27.28115478,x,6.8,2.7,66.4,179.0,66.1,CGCG14-64,.S..7?/,-99,-99,Sd? sp,Sd? sp,0.00548
HE1228+0131,2311,2dFGRSN388Z089,10,"('187.70833', '1.25583')","(187.69929, 0.97572)",9.77805428336e-14,0.0,35.3621809093,4.68529614859,183.354850149,x,2661.5,350.5,37.48525381,x,2.8,2.0,46.2,x,x,0,x,x,x,x,x,0.0079
HE1228+0131,2311,SDSSJ122950.58+020153.7,10,"('187.70833', '1.25583')","(187.46075, 2.03158)",1.57337835243e-51,0.0,38.7751498663,5.7243340224,417.055254984,x,2083.6,-227.4,29.34599276,x,3.2,1.8,56.5,x,x,0,x,x,x,x,x,0.005966
HE1228+0131,2311,2dFGRSN388Z025,10,"('187.70833', '1.25583')","(187.99558, 1.84364)",7.22444551833e-91,0.0,29.9413687376,3.26312733432,428.143231609,x,2662.3,351.3,37.49764516,x,2.2,1.7,36.9,x,x,0,x,x,x,x,x,0.0079
HE1228+0131,2311,LEDA135807,10,"('187.70833', '1.25583')","(187.81953, 0.99426)",-99,-99,-99,-99,180.427900263,x,2582.5,271.5,36.37271361,x,x,x,x,x,x,0,x,x,x,dI,dI,0.007635
