Time Zone: UT
Track limitation: between sunset and sunrise

Target,RA,Dec,Equinox
NGC5364,13:56:12.0,+05:00:52.1,2000.0

Beginning of Night,East Track Start (NGC5364),East Track End (NGC5364),East Track Length (NGC5364),West Track Start (NGC5364),West Track End (NGC5364),West Track Length (NGC5364),Moonrise,Moonset,Illuminated fraction of the Moon,Sunset,End of Evening Twilight,Beginning of Morning Twilight,Sunrise
2016-04-08,21:46:45,00:58:35,11509,n/a,n/a,0,06:55,17:23,3.7,16:23,17:44,03:32,04:54
2016-04-09,21:42:49,00:54:39,11509,n/a,n/a,0,08:03,18:11,9.6,16:21,17:43,03:33,04:54
2016-04-10,21:38:53,00:50:43,11509,n/a,n/a,0,09:07,19:02,17.7,16:20,17:42,03:33,04:55
2016-04-11,21:34:57,00:46:47,11509,n/a,n/a,0,10:06,19:56,27.3,16:19,17:41,03:34,04:56
2016-04-12,21:31:02,00:42:51,11509,n/a,n/a,0,11:00,20:52,37.7,16:18,17:39,03:35,04:56
2016-04-13,21:27:06,00:38:55,11509,n/a,n/a,0,11:48,21:49,48.4,16:17,17:38,03:35,04:57
2016-04-14,21:23:10,00:34:59,11509,n/a,n/a,0,n/a,22:46,58.7,16:15,17:37,03:36,04:58
2016-04-15,21:19:14,00:31:03,11509,n/a,n/a,0,12:31,23:42,68.5,16:14,17:36,03:36,04:58
2016-04-16,21:15:18,00:27:07,11509,n/a,n/a,0,13:10,00:37,77.2,16:13,17:35,03:37,04:59
2016-04-17,21:11:22,00:23:12,11509,n/a,n/a,0,13:46,01:31,84.8,16:12,17:34,03:38,05:00
2016-04-18,21:07:26,00:19:16,11509,n/a,n/a,0,14:20,02:24,91.0,16:11,17:33,03:38,05:00
2016-04-19,21:03:30,00:15:20,11509,n/a,n/a,0,14:52,03:17,95.6,16:10,17:32,03:39,05:01
2016-04-20,20:59:34,00:11:24,11509,n/a,n/a,0,15:25,04:09,98.6,16:09,17:31,03:40,05:02
