Time Zone: UT
Track limitation: between sunset and sunrise

Target,RA,Dec,Equinox
NGC4939,13:04:14.4,-10:20:22.6,2000.0

Beginning of Night,East Track Start (NGC4939),East Track End (NGC4939),East Track Length (NGC4939),West Track Start (NGC4939),West Track End (NGC4939),West Track Length (NGC4939),Moonrise,Moonset,Illuminated fraction of the Moon,Sunset,End of Evening Twilight,Beginning of Morning Twilight,Sunrise
2016-04-08,19:47:01,20:58:49,4308,00:03:03,01:15:01,4318,06:55,17:23,3.7,16:23,17:44,03:32,04:54
2016-04-09,19:43:05,20:54:53,4308,23:59:07,01:11:05,4318,08:03,18:11,9.6,16:21,17:43,03:33,04:54
2016-04-10,19:39:09,20:50:57,4308,23:55:11,01:07:09,4318,09:07,19:02,17.7,16:20,17:42,03:33,04:55
2016-04-11,19:35:13,20:47:02,4308,23:51:15,01:03:13,4318,10:06,19:56,27.3,16:19,17:41,03:34,04:56
2016-04-12,19:31:17,20:43:06,4308,23:47:19,00:59:17,4318,11:00,20:52,37.7,16:18,17:39,03:35,04:56
2016-04-13,19:27:21,20:39:10,4308,23:43:23,00:55:21,4318,11:48,21:49,48.4,16:17,17:38,03:35,04:57
2016-04-14,19:23:25,20:35:14,4308,23:39:27,00:51:26,4318,n/a,22:46,58.7,16:15,17:37,03:36,04:58
2016-04-15,19:19:30,20:31:18,4308,23:35:31,00:47:30,4318,12:31,23:42,68.5,16:14,17:36,03:36,04:58
2016-04-16,19:15:34,20:27:22,4308,23:31:35,00:43:34,4318,13:10,00:37,77.2,16:13,17:35,03:37,04:59
2016-04-17,19:11:38,20:23:26,4308,23:27:39,00:39:38,4318,13:46,01:31,84.8,16:12,17:34,03:38,05:00
2016-04-18,19:07:42,20:19:30,4308,23:23:44,00:35:42,4318,14:20,02:24,91.0,16:11,17:33,03:38,05:00
2016-04-19,19:03:46,20:15:34,4308,23:19:48,00:31:46,4318,14:52,03:17,95.6,16:10,17:32,03:39,05:01
2016-04-20,18:59:50,20:11:38,4308,23:15:52,00:27:50,4318,15:25,04:09,98.6,16:09,17:31,03:40,05:02
2016-04-21,18:55:54,20:07:42,4308,23:11:56,00:23:54,4318,15:58,05:02,99.9,16:08,17:30,03:40,05:03
2016-04-22,18:51:58,20:03:47,4308,23:08:00,00:19:58,4318,16:32,05:54,99.3,16:06,17:29,03:41,05:03
2016-04-23,18:48:02,19:59:51,4308,23:04:04,00:16:02,4318,17:09,06:47,97.0,16:05,17:28,03:41,05:04
2016-04-24,18:44:06,19:55:55,4308,23:00:08,00:12:06,4318,17:48,07:40,93.0,16:04,17:27,03:42,05:05
2016-04-25,18:40:11,19:51:59,4308,22:56:12,00:08:11,4318,18:31,08:31,87.3,16:03,17:26,03:43,05:05
2016-04-26,18:36:15,19:48:03,4308,22:52:16,00:04:15,4318,19:17,09:22,80.1,16:02,17:25,03:43,05:06
2016-04-27,18:32:19,19:44:07,4308,22:48:20,00:00:19,4318,20:08,10:10,71.6,16:01,17:24,03:44,05:07
2016-04-28,18:28:23,19:40:11,4308,22:44:24,23:56:23,4318,21:02,10:57,62.1,16:00,17:23,03:44,05:07
2016-04-29,18:24:27,19:36:15,4308,22:40:29,23:52:27,4318,21:59,11:41,51.7,15:59,17:22,03:45,05:08
2016-04-30,18:20:31,19:32:19,4308,22:36:33,23:48:31,4318,22:59,n/a,40.9,15:58,17:21,03:46,05:09
2016-05-01,18:16:35,19:28:23,4308,22:32:37,23:44:35,4318,00:02,12:23,30.2,15:57,17:21,03:46,05:10
2016-05-02,18:12:39,19:24:27,4308,22:28:41,23:40:39,4318,01:06,13:04,20.2,15:56,17:20,03:47,05:10
2016-05-03,18:08:43,19:20:32,4308,22:24:45,23:36:43,4318,02:13,13:45,11.6,15:56,17:19,03:47,05:11
2016-05-04,18:04:47,19:16:36,4308,22:20:49,23:32:47,4318,03:21,14:27,5.0,15:55,17:18,03:48,05:12
2016-05-05,18:00:51,19:12:40,4308,22:16:53,23:28:51,4318,04:30,15:11,1.1,15:54,17:18,03:49,05:12
2016-05-06,17:56:56,19:08:44,4308,22:12:57,23:24:56,4318,05:40,15:57,0.2,15:53,17:17,03:49,05:13
2016-05-07,17:53:00,19:04:48,4308,22:09:01,23:21:00,4318,06:47,16:47,2.3,15:52,17:16,03:50,05:14
2016-05-08,17:49:04,19:00:52,4308,22:05:05,23:17:04,4318,07:51,17:41,7.2,15:51,17:15,03:50,05:15
2016-05-09,17:45:08,18:56:56,4308,22:01:10,23:13:08,4318,08:49,18:38,14.3,15:51,17:15,03:51,05:15
