Time Zone: UT
Track limitation: between sunset and sunrise

Target,RA,Dec,Equinox
NGC4526,12:34:03.0,+07:41:56.9,2000.0

Beginning of Night,East Track Start (NGC4526),East Track End (NGC4526),East Track Length (NGC4526),West Track Start (NGC4526),West Track End (NGC4526),West Track Length (NGC4526),Moonrise,Moonset,Illuminated fraction of the Moon,Sunset,End of Evening Twilight,Beginning of Morning Twilight,Sunrise
2016-04-08,20:47:50,23:14:54,8823,n/a,n/a,0,06:55,17:23,3.7,16:23,17:44,03:32,04:54
2016-04-09,20:43:54,23:10:58,8823,n/a,n/a,0,08:03,18:11,9.6,16:21,17:43,03:33,04:54
2016-04-10,20:39:59,23:07:02,8823,n/a,n/a,0,09:07,19:02,17.7,16:20,17:42,03:33,04:55
2016-04-11,20:36:03,23:03:06,8823,n/a,n/a,0,10:06,19:56,27.3,16:19,17:41,03:34,04:56
2016-04-12,20:32:07,22:59:11,8823,n/a,n/a,0,11:00,20:52,37.7,16:18,17:39,03:35,04:56
2016-04-13,20:28:11,22:55:15,8823,n/a,n/a,0,11:48,21:49,48.4,16:17,17:38,03:35,04:57
2016-04-14,20:24:15,22:51:19,8823,n/a,n/a,0,n/a,22:46,58.7,16:15,17:37,03:36,04:58
2016-04-15,20:20:19,22:47:23,8823,n/a,n/a,0,12:31,23:42,68.5,16:14,17:36,03:36,04:58
2016-04-16,20:16:23,22:43:27,8823,n/a,n/a,0,13:10,00:37,77.2,16:13,17:35,03:37,04:59
2016-04-17,20:12:27,22:39:31,8823,n/a,n/a,0,13:46,01:31,84.8,16:12,17:34,03:38,05:00
2016-04-18,20:08:31,22:35:35,8823,n/a,n/a,0,14:20,02:24,91.0,16:11,17:33,03:38,05:00
2016-04-19,20:04:35,22:31:39,8823,n/a,n/a,0,14:52,03:17,95.6,16:10,17:32,03:39,05:01
2016-04-20,20:00:39,22:27:43,8823,n/a,n/a,0,15:25,04:09,98.6,16:09,17:31,03:40,05:02
2016-04-21,19:56:44,22:23:47,8823,n/a,n/a,0,15:58,05:02,99.9,16:08,17:30,03:40,05:03
