Time Zone: UT
Track limitation: between sunset and sunrise

Target,RA,Dec,Equinox
NGC3749,11:35:53.2,-37:59:50.5,2000.0

Beginning of Night,East Track Start (NGC3749),East Track End (NGC3749),East Track Length (NGC3749),West Track Start (NGC3749),West Track End (NGC3749),West Track Length (NGC3749),Moonrise,Moonset,Illuminated fraction of the Moon,Sunset,End of Evening Twilight,Beginning of Morning Twilight,Sunrise
2016-04-08,17:29:02,18:34:40,3937,23:32:03,00:37:59,3955,06:55,17:23,3.7,16:23,17:44,03:32,04:54
2016-04-09,17:25:06,18:30:44,3937,23:28:07,00:34:03,3955,08:03,18:11,9.6,16:21,17:43,03:33,04:54
2016-04-10,17:21:10,18:26:48,3937,23:24:11,00:30:07,3955,09:07,19:02,17.7,16:20,17:42,03:33,04:55
2016-04-11,17:17:14,18:22:52,3937,23:20:15,00:26:11,3955,10:06,19:56,27.3,16:19,17:41,03:34,04:56
2016-04-12,17:13:18,18:18:56,3937,23:16:19,00:22:15,3955,11:00,20:52,37.7,16:18,17:39,03:35,04:56
2016-04-13,17:09:23,18:15:00,3937,23:12:24,00:18:19,3955,11:48,21:49,48.4,16:17,17:38,03:35,04:57
2016-04-14,17:05:27,18:11:05,3937,23:08:28,00:14:23,3955,n/a,22:46,58.7,16:15,17:37,03:36,04:58
2016-04-15,17:01:31,18:07:09,3937,23:04:32,00:10:27,3955,12:31,23:42,68.5,16:14,17:36,03:36,04:58
2016-04-16,16:57:35,18:03:13,3937,23:00:36,00:06:32,3955,13:10,00:37,77.2,16:13,17:35,03:37,04:59
2016-04-17,16:53:39,17:59:17,3937,22:56:40,00:02:36,3955,13:46,01:31,84.8,16:12,17:34,03:38,05:00
2016-04-18,16:49:43,17:55:21,3937,22:52:44,23:58:40,3955,14:20,02:24,91.0,16:11,17:33,03:38,05:00
2016-04-19,16:45:47,17:51:25,3937,22:48:48,23:54:44,3955,14:52,03:17,95.6,16:10,17:32,03:39,05:01
2016-04-20,16:41:51,17:47:29,3937,22:44:52,23:50:48,3955,15:25,04:09,98.6,16:09,17:31,03:40,05:02
2016-04-21,16:37:55,17:43:33,3937,22:40:56,23:46:52,3955,15:58,05:02,99.9,16:08,17:30,03:40,05:03
