Time Zone: UT
Track limitation: between sunset and sunrise

Target,RA,Dec,Equinox
NGC4602,12:40:36.8,-05:07:58.8,2000.0

Beginning of Night,East Track Start (NGC4602),East Track End (NGC4602),East Track Length (NGC4602),West Track Start (NGC4602),West Track End (NGC4602),West Track Length (NGC4602),Moonrise,Moonset,Illuminated fraction of the Moon,Sunset,End of Evening Twilight,Beginning of Morning Twilight,Sunrise
2016-06-01,16:09:06,17:35:17,5171,19:35:35,21:01:44,5169,02:09,13:03,13.9,15:39,17:06,04:03,05:30
2016-06-02,16:05:10,17:31:21,5171,19:31:39,20:57:48,5169,03:17,13:46,6.7,15:38,17:06,04:03,05:31
2016-06-03,16:01:14,17:27:26,5171,19:27:43,20:53:52,5169,04:25,14:33,2.0,15:38,17:05,04:04,05:31
2016-06-04,15:57:18,17:23:30,5171,19:23:47,20:49:56,5169,05:31,15:25,0.2,15:38,17:05,04:04,05:32
2016-06-05,15:53:23,17:19:34,5171,19:19:51,20:46:00,5169,06:33,16:20,1.3,15:38,17:05,04:05,05:32
2016-06-06,15:49:27,17:15:38,5171,19:15:55,20:42:04,5169,07:30,17:19,5.0,15:38,17:05,04:05,05:33
2016-06-07,15:45:31,17:11:42,5171,19:11:59,20:38:09,5169,08:21,18:19,11.0,15:38,17:05,04:06,05:33
2016-06-08,15:41:35,17:07:46,5171,19:08:03,20:34:13,5169,09:05,19:19,18.7,15:38,17:05,04:06,05:33
2016-06-09,15:38:08,17:03:50,5142,19:04:07,20:30:17,5169,09:46,20:18,27.5,15:38,17:05,04:06,05:34
2016-06-10,15:38:06,16:59:54,4908,19:00:11,20:26:21,5169,10:22,21:16,37.0,15:38,17:05,04:07,05:34
2016-06-11,15:38:06,16:55:58,4672,18:56:16,20:22:25,5169,10:56,22:11,46.8,15:38,17:05,04:07,05:35
2016-06-12,15:38:07,16:52:02,4435,18:52:20,20:18:29,5169,11:29,23:05,56.5,15:38,17:05,04:07,05:35
2016-06-13,15:38:10,16:48:06,4196,18:48:24,20:14:33,5169,n/a,23:58,65.8,15:38,17:05,04:08,05:35
2016-06-14,15:38:14,16:44:11,3956,18:44:28,20:10:37,5169,12:01,00:50,74.4,15:38,17:05,04:08,05:36
2016-06-15,15:38:20,16:40:15,3714,18:40:32,20:06:41,5169,12:34,01:43,82.1,15:38,17:06,04:08,05:36
2016-06-16,15:38:27,16:36:19,3472,18:36:36,20:02:45,5169,13:09,02:36,88.8,15:38,17:06,04:09,05:36
2016-06-17,15:38:35,16:32:23,3228,18:32:40,19:58:49,5169,13:46,03:29,94.0,15:38,17:06,04:09,05:37
2016-06-18,15:38:44,16:28:27,2982,18:28:44,19:54:54,5169,14:27,04:22,97.7,15:38,17:06,04:09,05:37
2016-06-19,15:38:55,16:24:31,2735,18:24:48,19:50:58,5169,15:11,05:15,99.6,15:38,17:06,04:09,05:37
2016-06-20,15:39:07,16:20:35,2487,18:20:52,19:47:02,5169,15:59,06:06,99.5,15:39,17:06,04:10,05:37
2016-06-21,15:39:20,16:16:39,2238,18:16:56,19:43:06,5169,16:52,06:54,97.4,15:39,17:07,04:10,05:38
2016-06-22,15:39:35,16:12:43,1988,18:13:01,19:39:10,5169,17:48,07:40,93.2,15:39,17:07,04:10,05:38
2016-06-23,15:39:51,16:08:47,1736,18:09:05,19:35:14,5169,18:46,08:23,87.0,15:39,17:07,04:10,05:38
2016-06-24,15:40:08,16:04:51,1483,18:05:09,19:31:18,5169,19:46,09:04,79.0,15:40,17:07,04:10,05:38
2016-06-25,15:40:26,16:00:56,1229,18:01:13,19:27:22,5169,20:47,09:44,69.4,15:40,17:08,04:10,05:38
2016-06-26,15:40:45,15:57:00,974,17:57:17,19:23:26,5169,21:49,10:22,58.7,15:40,17:08,04:11,05:38
2016-06-27,15:41:05,15:53:04,718,17:53:21,19:19:30,5169,22:52,11:02,47.4,15:41,17:08,04:11,05:38
2016-06-28,15:41:27,15:49:08,461,17:49:25,19:15:34,5169,23:57,11:43,36.1,15:41,17:09,04:11,05:38
2016-06-29,15:41:49,15:45:12,202,17:45:29,19:11:39,5169,01:02,n/a,25.4,15:41,17:09,04:11,05:38
2016-06-30,n/a,n/a,0,17:41:33,19:07:43,5169,02:08,12:26,15.9,15:42,17:09,04:11,05:38
2016-07-01,n/a,n/a,0,17:37:37,19:03:47,5169,03:13,13:14,8.3,15:42,17:10,04:11,05:38
2016-07-02,n/a,n/a,0,17:33:41,18:59:51,5169,04:16,14:06,3.1,15:43,17:10,04:11,05:38
2016-07-03,n/a,n/a,0,17:29:46,18:55:55,5169,05:15,15:02,0.5,15:43,17:10,04:11,05:38
2016-07-04,n/a,n/a,0,17:25:50,18:51:59,5169,06:09,16:02,0.5,15:43,17:11,04:11,05:38
2016-07-05,n/a,n/a,0,17:21:54,18:48:03,5169,06:57,17:02,3.1,15:44,17:11,04:11,05:38
2016-07-06,n/a,n/a,0,17:17:58,18:44:07,5169,07:40,18:03,7.8,15:44,17:12,04:11,05:38
2016-07-07,n/a,n/a,0,17:14:02,18:40:11,5169,08:19,19:02,14.4,15:45,17:12,04:11,05:38
2016-07-08,n/a,n/a,0,17:10:06,18:36:15,5169,08:55,19:59,22.2,15:45,17:12,04:10,05:37
2016-07-09,n/a,n/a,0,17:06:10,18:32:19,5169,09:29,20:55,31.0,15:46,17:13,04:10,05:37
2016-07-10,n/a,n/a,0,17:02:14,18:28:23,5169,10:01,21:49,40.3,15:46,17:13,04:10,05:37
2016-07-11,n/a,n/a,0,16:58:18,18:24:28,5169,10:34,22:42,49.8,15:47,17:14,04:10,05:37
2016-07-12,n/a,n/a,0,16:54:22,18:20:32,5169,11:08,23:34,59.2,15:47,17:14,04:10,05:36
2016-07-13,n/a,n/a,0,16:50:26,18:16:36,5169,11:44,00:27,68.3,15:48,17:15,04:09,05:36
2016-07-14,n/a,n/a,0,16:46:31,18:12:40,5169,n/a,01:20,76.8,15:49,17:15,04:09,05:36
2016-07-15,n/a,n/a,0,16:42:35,18:08:44,5169,12:23,02:13,84.4,15:49,17:16,04:09,05:35
2016-07-16,n/a,n/a,0,16:38:39,18:04:48,5169,13:05,03:06,90.8,15:50,17:16,04:09,05:35
2016-07-17,n/a,n/a,0,16:34:43,18:00:52,5169,13:52,03:58,95.7,15:50,17:17,04:08,05:34
2016-07-18,n/a,n/a,0,16:30:47,17:56:56,5169,14:43,04:48,98.8,15:51,17:17,04:08,05:34
2016-07-19,n/a,n/a,0,16:26:51,17:53:00,5169,15:39,05:36,99.9,15:52,17:18,04:07,05:33
2016-07-20,n/a,n/a,0,16:22:55,17:49:04,5169,16:37,06:22,98.7,15:52,17:18,04:07,05:33
2016-07-21,n/a,n/a,0,16:18:59,17:45:08,5169,17:38,07:04,95.1,15:53,17:19,04:07,05:32
2016-07-22,n/a,n/a,0,16:15:03,17:41:13,5169,18:40,07:45,89.3,15:53,17:19,04:06,05:32
2016-07-23,n/a,n/a,0,16:11:07,17:37:17,5169,19:43,08:24,81.4,15:54,17:20,04:06,05:31
2016-07-24,n/a,n/a,0,16:07:11,17:33:21,5169,20:46,09:03,71.8,15:55,17:20,04:05,05:31
2016-07-25,n/a,n/a,0,16:03:16,17:29:25,5169,21:50,09:43,61.1,15:55,17:21,04:05,05:30
2016-07-26,n/a,n/a,0,15:59:20,17:25:29,5169,22:54,10:25,49.6,15:56,17:21,04:04,05:29
2016-07-27,n/a,n/a,0,15:57:06,17:21:33,5067,23:58,11:11,38.2,15:57,17:22,04:04,05:29
2016-07-28,n/a,n/a,0,15:57:44,17:17:37,4792,01:02,11:59,27.4,15:57,17:22,04:03,05:28
2016-07-29,n/a,n/a,0,15:58:23,17:13:41,4518,02:05,n/a,17.9,15:58,17:23,04:02,05:27
2016-07-30,n/a,n/a,0,15:59:02,17:09:45,4243,03:04,12:52,10.0,15:59,17:23,04:02,05:26
2016-07-31,n/a,n/a,0,15:59:41,17:05:49,3968,03:59,13:49,4.3,15:59,17:24,04:01,05:26
2016-08-01,n/a,n/a,0,16:00:20,17:01:53,3693,04:49,14:48,1.0,16:00,17:24,04:01,05:25
2016-08-02,n/a,n/a,0,16:01:00,16:57:58,3418,05:34,15:48,0.1,16:01,17:25,04:00,05:24
2016-08-03,n/a,n/a,0,16:01:39,16:54:02,3142,06:15,16:48,1.5,16:01,17:25,03:59,05:23
2016-08-04,n/a,n/a,0,16:02:18,16:50:06,2867,06:52,17:46,5.0,16:02,17:26,03:58,05:22
2016-08-05,n/a,n/a,0,16:02:57,16:46:10,2592,07:27,18:43,10.3,16:02,17:26,03:58,05:21
2016-08-06,n/a,n/a,0,16:03:37,16:42:14,2317,08:01,19:38,17.1,16:03,17:27,03:57,05:21
2016-08-07,n/a,n/a,0,16:04:16,16:38:18,2042,08:34,20:32,25.0,16:04,17:27,03:56,05:20
2016-08-08,n/a,n/a,0,16:04:55,16:34:22,1766,09:07,21:25,33.7,16:04,17:28,03:55,05:19
2016-08-09,n/a,n/a,0,16:05:35,16:30:26,1491,09:42,22:17,42.9,16:05,17:29,03:54,05:18
2016-08-10,n/a,n/a,0,16:06:14,16:26:30,1216,10:19,23:10,52.4,16:06,17:29,03:54,05:17
2016-08-11,n/a,n/a,0,16:06:53,16:22:34,941,11:00,00:03,61.8,16:06,17:30,03:53,05:16
2016-08-12,n/a,n/a,0,16:07:32,16:18:38,666,11:44,00:55,71.0,16:07,17:30,03:52,05:15
2016-08-13,n/a,n/a,0,16:08:11,16:14:43,391,n/a,01:47,79.5,16:08,17:31,03:51,05:14
2016-08-14,n/a,n/a,0,16:08:50,16:10:47,116,12:33,02:38,87.0,16:08,17:31,03:50,05:13
2016-12-12,03:22:24,03:23:32,67,n/a,n/a,0,15:55,02:55,98.3,17:38,19:18,01:42,03:23
2016-12-13,03:18:28,03:23:49,320,n/a,n/a,0,17:03,03:51,99.8,17:38,19:19,01:43,03:23
2016-12-14,03:14:32,03:24:08,575,n/a,n/a,0,18:08,04:52,98.4,17:39,19:20,01:43,03:24
2016-12-15,03:10:36,03:24:28,831,n/a,n/a,0,19:07,05:55,94.2,17:40,19:21,01:43,03:24
2016-12-16,03:06:40,03:24:50,1089,n/a,n/a,0,20:00,06:58,87.8,17:40,19:21,01:43,03:24
2016-12-17,03:02:44,03:25:14,1349,n/a,n/a,0,20:46,08:00,79.8,17:41,19:22,01:44,03:25
2016-12-18,02:58:49,03:25:39,1610,n/a,n/a,0,21:27,09:00,70.6,17:41,19:22,01:44,03:25
2016-12-19,02:54:53,03:26:06,1873,n/a,n/a,0,22:05,09:57,60.8,17:42,19:23,01:45,03:26
2016-12-20,02:50:57,03:26:35,2138,n/a,n/a,0,22:39,10:52,50.9,17:42,19:24,01:45,03:26
2016-12-21,02:47:01,03:27:05,2404,n/a,n/a,0,23:12,11:46,41.2,17:43,19:24,01:45,03:27
2016-12-22,02:43:05,03:27:37,2671,n/a,n/a,0,23:45,n/a,32.1,17:43,19:25,01:46,03:27
2016-12-23,02:39:09,03:28:10,2940,n/a,n/a,0,00:18,12:38,23.6,17:44,19:25,01:47,03:28
2016-12-24,02:35:13,03:28:44,3211,n/a,n/a,0,00:52,13:31,16.2,17:44,19:25,01:47,03:28
2016-12-25,02:31:17,03:29:20,3483,n/a,n/a,0,01:30,14:24,9.9,17:45,19:26,01:48,03:29
2016-12-26,02:27:21,03:29:58,3756,n/a,n/a,0,02:10,15:16,5.0,17:45,19:26,01:49,03:29
2016-12-27,02:23:25,03:30:36,4030,n/a,n/a,0,02:54,16:08,1.7,17:45,19:26,01:49,03:30
2016-12-28,02:19:29,03:31:16,4306,n/a,n/a,0,03:41,16:59,0.2,17:46,19:26,01:50,03:31
2016-12-29,02:15:34,03:31:57,4583,n/a,n/a,0,04:32,17:49,0.6,17:46,19:27,01:51,03:31
2016-12-30,02:11:38,03:32:40,4862,n/a,n/a,0,05:27,18:35,2.9,17:46,19:27,01:52,03:32
