Time Zone: UT
Track limitation: between sunset and sunrise

Target,RA,Dec,Equinox
NGC1376,03:37:05.9,-05:02:33.9,2000.0

Beginning of Night,East Track Start (NGC1376),East Track End (NGC1376),East Track Length (NGC1376),West Track Start (NGC1376),West Track End (NGC1376),West Track Length (NGC1376),Moonrise,Moonset,Illuminated fraction of the Moon,Sunset,End of Evening Twilight,Beginning of Morning Twilight,Sunrise
2016-06-23,05:36:38,05:38:28,109,n/a,n/a,0,18:46,08:23,87.0,15:39,17:07,04:10,05:38
2016-06-24,05:32:42,05:38:36,353,n/a,n/a,0,19:46,09:04,79.0,15:40,17:07,04:10,05:38
2016-06-25,05:28:47,05:38:42,595,n/a,n/a,0,20:47,09:44,69.4,15:40,17:08,04:10,05:38
2016-06-26,05:24:51,05:38:47,836,n/a,n/a,0,21:49,10:22,58.7,15:40,17:08,04:11,05:38
2016-06-27,05:20:55,05:38:51,1076,n/a,n/a,0,22:52,11:02,47.4,15:41,17:08,04:11,05:38
2016-06-28,05:16:59,05:38:53,1314,n/a,n/a,0,23:57,11:43,36.1,15:41,17:09,04:11,05:38
2016-06-29,05:13:03,05:38:54,1551,n/a,n/a,0,01:02,n/a,25.4,15:41,17:09,04:11,05:38
2016-06-30,05:09:07,05:38:53,1786,n/a,n/a,0,02:08,12:26,15.9,15:42,17:09,04:11,05:38
2016-07-01,05:05:11,05:38:51,2020,n/a,n/a,0,03:13,13:14,8.3,15:42,17:10,04:11,05:38
2016-07-02,05:01:15,05:38:48,2252,n/a,n/a,0,04:16,14:06,3.1,15:43,17:10,04:11,05:38
2016-07-03,04:57:19,05:38:42,2483,n/a,n/a,0,05:15,15:02,0.5,15:43,17:10,04:11,05:38
2016-07-04,04:53:23,05:38:36,2712,n/a,n/a,0,06:09,16:02,0.5,15:43,17:11,04:11,05:38
2016-07-05,04:49:27,05:38:27,2940,n/a,n/a,0,06:57,17:02,3.1,15:44,17:11,04:11,05:38
2016-07-06,04:45:32,05:38:18,3166,n/a,n/a,0,07:40,18:03,7.8,15:44,17:12,04:11,05:38
2016-07-07,04:41:36,05:38:06,3390,n/a,n/a,0,08:19,19:02,14.4,15:45,17:12,04:11,05:38
2016-07-08,04:37:40,05:37:54,3613,n/a,n/a,0,08:55,19:59,22.2,15:45,17:12,04:10,05:37
2016-07-09,04:33:44,05:37:39,3835,n/a,n/a,0,09:29,20:55,31.0,15:46,17:13,04:10,05:37
2016-07-10,04:29:48,05:37:23,4055,n/a,n/a,0,10:01,21:49,40.3,15:46,17:13,04:10,05:37
2016-07-11,04:25:52,05:37:06,4274,n/a,n/a,0,10:34,22:42,49.8,15:47,17:14,04:10,05:37
2016-07-12,04:21:56,05:36:47,4491,n/a,n/a,0,11:08,23:34,59.2,15:47,17:14,04:10,05:36
2016-07-13,04:18:00,05:36:27,4706,n/a,n/a,0,11:44,00:27,68.3,15:48,17:15,04:09,05:36
2016-07-14,04:14:04,05:36:05,4920,n/a,n/a,0,n/a,01:20,76.8,15:49,17:15,04:09,05:36
2016-07-15,04:10:08,05:35:41,5132,n/a,n/a,0,12:23,02:13,84.4,15:49,17:16,04:09,05:35
2016-07-16,04:06:12,05:33:09,5216,n/a,n/a,0,13:05,03:06,90.8,15:50,17:16,04:09,05:35
2016-07-17,04:02:17,05:29:13,5216,n/a,n/a,0,13:52,03:58,95.7,15:50,17:17,04:08,05:34
2016-07-18,03:58:21,05:25:18,5216,n/a,n/a,0,14:43,04:48,98.8,15:51,17:17,04:08,05:34
2016-07-19,03:54:25,05:21:22,5216,n/a,n/a,0,15:39,05:36,99.9,15:52,17:18,04:07,05:33
2016-07-20,03:50:29,05:17:26,5216,n/a,n/a,0,16:37,06:22,98.7,15:52,17:18,04:07,05:33
2016-07-21,03:46:33,05:13:30,5216,n/a,n/a,0,17:38,07:04,95.1,15:53,17:19,04:07,05:32
2016-07-22,03:42:37,05:09:34,5216,n/a,n/a,0,18:40,07:45,89.3,15:53,17:19,04:06,05:32
2016-07-23,03:38:41,05:05:38,5216,n/a,n/a,0,19:43,08:24,81.4,15:54,17:20,04:06,05:31
2016-07-24,03:34:45,05:01:42,5216,n/a,n/a,0,20:46,09:03,71.8,15:55,17:20,04:05,05:31
2016-07-25,03:30:49,04:57:46,5216,n/a,n/a,0,21:50,09:43,61.1,15:55,17:21,04:05,05:30
2016-07-26,03:26:53,04:53:50,5216,n/a,n/a,0,22:54,10:25,49.6,15:56,17:21,04:04,05:29
2016-07-27,03:22:57,04:49:54,5216,n/a,n/a,0,23:58,11:11,38.2,15:57,17:22,04:04,05:29
2016-07-28,03:19:02,04:45:58,5216,n/a,n/a,0,01:02,11:59,27.4,15:57,17:22,04:03,05:28
2016-07-29,03:15:06,04:42:03,5216,n/a,n/a,0,02:05,n/a,17.9,15:58,17:23,04:02,05:27
2016-07-30,03:11:10,04:38:07,5216,n/a,n/a,0,03:04,12:52,10.0,15:59,17:23,04:02,05:26
2016-07-31,03:07:14,04:34:11,5216,n/a,n/a,0,03:59,13:49,4.3,15:59,17:24,04:01,05:26
2016-08-01,03:03:18,04:30:15,5216,n/a,n/a,0,04:49,14:48,1.0,16:00,17:24,04:01,05:25
2016-08-02,02:59:22,04:26:19,5216,n/a,n/a,0,05:34,15:48,0.1,16:01,17:25,04:00,05:24
2016-08-03,02:55:26,04:22:23,5216,n/a,n/a,0,06:15,16:48,1.5,16:01,17:25,03:59,05:23
2016-08-04,02:51:30,04:18:27,5216,n/a,n/a,0,06:52,17:46,5.0,16:02,17:26,03:58,05:22
2016-08-05,02:47:34,04:14:31,5216,n/a,n/a,0,07:27,18:43,10.3,16:02,17:26,03:58,05:21
2016-08-06,02:43:38,04:10:35,5216,n/a,n/a,0,08:01,19:38,17.1,16:03,17:27,03:57,05:21
2016-08-07,02:39:42,04:06:39,5216,n/a,n/a,0,08:34,20:32,25.0,16:04,17:27,03:56,05:20
2016-08-08,02:35:47,04:02:43,5216,n/a,n/a,0,09:07,21:25,33.7,16:04,17:28,03:55,05:19
2016-08-09,02:31:51,03:58:48,5216,n/a,n/a,0,09:42,22:17,42.9,16:05,17:29,03:54,05:18
2016-08-10,02:27:55,03:54:52,5216,n/a,n/a,0,10:19,23:10,52.4,16:06,17:29,03:54,05:17
2016-08-11,02:23:59,03:50:56,5216,n/a,n/a,0,11:00,00:03,61.8,16:06,17:30,03:53,05:16
2016-08-12,02:20:03,03:47:00,5216,n/a,n/a,0,11:44,00:55,71.0,16:07,17:30,03:52,05:15
2016-08-13,02:16:07,03:43:04,5216,n/a,n/a,0,n/a,01:47,79.5,16:08,17:31,03:51,05:14
2016-08-14,02:12:11,03:39:08,5216,n/a,n/a,0,12:33,02:38,87.0,16:08,17:31,03:50,05:13
2016-08-15,02:08:15,03:35:12,5216,n/a,n/a,0,13:26,03:28,93.2,16:09,17:32,03:49,05:12
2016-08-16,02:04:19,03:31:16,5216,n/a,n/a,0,14:23,04:14,97.6,16:10,17:32,03:48,05:11
2016-08-17,02:00:23,03:27:20,5216,n/a,n/a,0,15:24,04:59,99.8,16:10,17:33,03:47,05:10
2016-08-18,01:56:27,03:23:24,5216,n/a,n/a,0,16:27,05:41,99.5,16:11,17:33,03:46,05:08
2016-08-19,01:52:32,03:19:28,5216,n/a,n/a,0,17:31,06:22,96.7,16:12,17:34,03:45,05:07
2016-08-20,01:48:36,03:15:33,5216,n/a,n/a,0,18:36,07:03,91.3,16:12,17:35,03:44,05:06
2016-08-21,01:44:40,03:11:37,5216,n/a,n/a,0,19:41,07:43,83.6,16:13,17:35,03:43,05:05
2016-08-22,01:40:44,03:07:41,5216,n/a,n/a,0,20:46,08:25,74.0,16:13,17:36,03:42,05:04
2016-08-23,01:36:48,03:03:45,5216,05:02:33,05:03:13,39,21:51,09:10,63.3,16:14,17:36,03:41,05:03
2016-08-24,01:32:52,02:59:49,5216,04:58:37,05:02:02,204,22:56,09:57,51.9,16:15,17:37,03:40,05:02
2016-08-25,01:28:56,02:55:53,5216,04:54:41,05:00:50,369,23:58,10:48,40.5,16:15,17:37,03:38,05:00
2016-08-26,01:25:00,02:51:57,5216,04:50:45,04:59:38,532,00:58,11:43,29.8,16:16,17:38,03:37,04:59
2016-08-27,01:21:04,02:48:01,5216,04:46:49,04:58:25,695,01:53,n/a,20.2,16:17,17:38,03:36,04:58
2016-08-28,01:17:08,02:44:05,5216,04:42:54,04:57:12,858,02:44,12:40,12.2,16:17,17:39,03:35,04:57
2016-08-29,01:13:12,02:40:09,5216,04:38:58,04:55:58,1020,03:30,13:38,6.1,16:18,17:40,03:34,04:55
2016-08-30,01:09:17,02:36:13,5216,04:35:02,04:54:43,1181,04:12,14:37,2.0,16:18,17:40,03:33,04:54
2016-08-31,01:05:21,02:32:18,5216,04:31:06,04:53:28,1342,04:50,15:35,0.2,16:19,17:41,03:31,04:53
2016-09-01,01:01:25,02:28:22,5216,04:27:10,04:52:12,1502,05:25,16:32,0.4,16:20,17:41,03:30,04:52
2016-09-02,00:57:29,02:24:26,5216,04:23:14,04:50:56,1662,05:59,17:28,2.6,16:20,17:42,03:29,04:50
2016-09-03,00:53:33,02:20:30,5216,04:19:18,04:49:40,1821,06:33,18:22,6.7,16:21,17:43,03:28,04:49
2016-09-04,00:49:37,02:16:34,5216,04:15:22,04:48:23,1980,07:06,19:16,12.3,16:22,17:43,03:26,04:48
2016-09-05,00:45:41,02:12:38,5216,04:11:26,04:47:05,2138,07:40,20:09,19.2,16:22,17:44,03:25,04:47
2016-09-06,00:41:45,02:08:42,5216,04:07:30,04:45:47,2296,08:16,21:01,27.2,16:23,17:44,03:24,04:45
2016-09-07,00:37:49,02:04:46,5216,04:03:34,04:44:29,2454,08:55,21:54,36.0,16:23,17:45,03:23,04:44
2016-09-08,00:33:53,02:00:50,5216,03:59:39,04:43:11,2612,09:37,22:46,45.4,16:24,17:46,03:21,04:43
2016-09-09,00:29:58,01:56:54,5216,03:55:43,04:41:52,2769,10:23,23:37,55.1,16:25,17:46,03:20,04:41
2016-09-10,00:26:02,01:52:59,5216,03:51:47,04:40:33,2925,11:14,00:28,64.7,16:25,17:47,03:19,04:40
2016-09-11,00:22:06,01:49:03,5216,03:47:51,04:39:13,3082,n/a,01:17,74.1,16:26,17:47,03:17,04:39
2016-09-12,00:18:10,01:45:07,5216,03:43:55,04:37:54,3238,12:08,02:04,82.6,16:27,17:48,03:16,04:37
2016-09-13,00:14:14,01:41:11,5216,03:39:59,04:36:34,3394,13:06,02:50,90.0,16:27,17:49,03:15,04:36
2016-09-14,00:10:18,01:37:15,5216,03:36:03,04:35:14,3550,14:08,03:33,95.7,16:28,17:49,03:13,04:35
2016-09-15,00:06:22,01:33:19,5216,03:32:07,04:33:54,3706,15:12,04:15,99.1,16:28,17:50,03:12,04:33
2016-09-16,00:02:26,01:29:23,5216,03:28:11,04:32:34,3862,16:18,04:56,99.9,16:29,17:51,03:11,04:32
2016-09-17,23:58:30,01:25:27,5216,03:24:15,04:31:14,4018,17:25,05:38,97.9,16:30,17:51,03:09,04:31
2016-09-18,23:54:34,01:21:31,5216,03:20:19,04:29:53,4173,18:32,06:21,93.1,16:30,17:52,03:08,04:29
2016-09-19,23:50:38,01:17:35,5216,03:16:24,04:28:33,4329,19:40,07:06,85.7,16:31,17:53,03:06,04:28
2016-09-20,23:46:43,01:13:39,5216,03:12:28,04:27:13,4485,20:46,07:54,76.5,16:32,17:53,03:05,04:27
2016-09-21,23:42:47,01:09:44,5216,03:08:32,04:25:52,4640,21:51,08:45,65.9,16:32,17:54,03:04,04:25
