Time Zone: UT
Track limitation: between sunset and sunrise

Target,RA,Dec,Equinox
NGC4261,12:19:23.2,+05:49:30.8,2000.0

Beginning of Night,East Track Start (NGC4261),East Track End (NGC4261),East Track Length (NGC4261),West Track Start (NGC4261),West Track End (NGC4261),West Track Length (NGC4261),Moonrise,Moonset,Illuminated fraction of the Moon,Sunset,End of Evening Twilight,Beginning of Morning Twilight,Sunrise
2016-04-28,18:58:03,21:57:24,10761,n/a,n/a,0,21:02,10:57,62.1,16:00,17:23,03:44,05:07
2016-04-29,18:54:07,21:53:28,10761,n/a,n/a,0,21:59,11:41,51.7,15:59,17:22,03:45,05:08
2016-04-30,18:50:11,21:49:33,10761,n/a,n/a,0,22:59,n/a,40.9,15:58,17:21,03:46,05:09
2016-05-01,18:46:16,21:45:37,10761,n/a,n/a,0,00:02,12:23,30.2,15:57,17:21,03:46,05:10
2016-05-02,18:42:20,21:41:41,10761,n/a,n/a,0,01:06,13:04,20.2,15:56,17:20,03:47,05:10
2016-05-03,18:38:24,21:37:45,10761,n/a,n/a,0,02:13,13:45,11.6,15:56,17:19,03:47,05:11
2016-05-04,18:34:28,21:33:49,10761,n/a,n/a,0,03:21,14:27,5.0,15:55,17:18,03:48,05:12
2016-05-05,18:30:32,21:29:53,10761,n/a,n/a,0,04:30,15:11,1.1,15:54,17:18,03:49,05:12
2016-05-06,18:26:36,21:25:57,10761,n/a,n/a,0,05:40,15:57,0.2,15:53,17:17,03:49,05:13
2016-05-07,18:22:40,21:22:01,10761,n/a,n/a,0,06:47,16:47,2.3,15:52,17:16,03:50,05:14
2016-05-08,18:18:44,21:18:05,10761,n/a,n/a,0,07:51,17:41,7.2,15:51,17:15,03:50,05:15
2016-05-09,18:14:48,21:14:09,10761,n/a,n/a,0,08:49,18:38,14.3,15:51,17:15,03:51,05:15
2016-05-10,18:10:52,21:10:13,10761,n/a,n/a,0,09:42,19:36,23.1,15:50,17:14,03:51,05:16
2016-05-11,18:06:56,21:06:18,10761,n/a,n/a,0,10:28,20:35,32.8,15:49,17:14,03:52,05:17
2016-05-12,18:03:01,21:02:22,10761,n/a,n/a,0,11:10,21:34,42.9,15:48,17:13,03:53,05:17
2016-05-13,17:59:05,20:58:26,10761,n/a,n/a,0,11:47,22:30,53.0,15:48,17:12,03:53,05:18
2016-05-14,17:55:09,20:54:30,10761,n/a,n/a,0,n/a,23:25,62.8,15:47,17:12,03:54,05:19
2016-05-15,17:51:13,20:50:34,10761,n/a,n/a,0,12:22,00:19,71.8,15:46,17:11,03:54,05:19
2016-05-16,17:47:17,20:46:38,10761,n/a,n/a,0,12:55,01:12,79.9,15:46,17:11,03:55,05:20
2016-05-17,17:43:21,20:42:42,10761,n/a,n/a,0,13:27,02:04,86.9,15:45,17:10,03:55,05:21
2016-05-18,17:39:25,20:38:46,10761,n/a,n/a,0,14:00,02:57,92.5,15:44,17:10,03:56,05:21
2016-05-19,17:35:29,20:34:50,10761,n/a,n/a,0,14:33,03:49,96.7,15:44,17:09,03:56,05:22
2016-05-20,17:31:33,20:30:54,10761,n/a,n/a,0,15:09,04:42,99.1,15:43,17:09,03:57,05:23
2016-05-21,17:27:37,20:26:58,10761,n/a,n/a,0,15:47,05:35,99.8,15:43,17:09,03:58,05:23
2016-05-22,17:23:41,20:23:03,10761,n/a,n/a,0,16:29,06:28,98.6,15:42,17:08,03:58,05:24
2016-05-23,17:19:46,20:19:07,10761,n/a,n/a,0,17:15,07:19,95.6,15:42,17:08,03:59,05:25
2016-05-24,17:15:50,20:15:11,10761,n/a,n/a,0,18:04,08:09,90.7,15:41,17:07,03:59,05:25
2016-05-25,17:11:54,20:11:15,10761,n/a,n/a,0,18:57,08:56,84.0,15:41,17:07,04:00,05:26
2016-05-26,17:07:58,20:07:19,10761,n/a,n/a,0,19:53,09:40,75.8,15:41,17:07,04:00,05:27
2016-05-27,17:04:02,20:03:23,10761,n/a,n/a,0,20:52,10:22,66.3,15:40,17:07,04:01,05:27
2016-05-28,17:00:06,19:59:27,10761,n/a,n/a,0,21:52,11:03,55.7,15:40,17:06,04:01,05:28
2016-05-29,16:56:10,19:55:31,10761,n/a,n/a,0,22:54,11:42,44.6,15:40,17:06,04:02,05:28
2016-05-30,16:52:14,19:51:35,10761,n/a,n/a,0,23:57,n/a,33.6,15:39,17:06,04:02,05:29
2016-05-31,16:48:18,19:47:39,10761,n/a,n/a,0,01:02,12:22,23.1,15:39,17:06,04:03,05:29
2016-06-01,16:44:22,19:43:43,10761,n/a,n/a,0,02:09,13:03,13.9,15:39,17:06,04:03,05:30
2016-06-02,16:40:26,19:39:48,10761,n/a,n/a,0,03:17,13:46,6.7,15:38,17:06,04:03,05:31
2016-06-03,16:36:31,19:35:52,10761,n/a,n/a,0,04:25,14:33,2.0,15:38,17:05,04:04,05:31
2016-06-04,16:32:35,19:31:56,10761,n/a,n/a,0,05:31,15:25,0.2,15:38,17:05,04:04,05:32
2016-06-05,16:28:39,19:28:00,10761,n/a,n/a,0,06:33,16:20,1.3,15:38,17:05,04:05,05:32
2016-06-06,16:24:43,19:24:04,10761,n/a,n/a,0,07:30,17:19,5.0,15:38,17:05,04:05,05:33
2016-06-07,16:20:47,19:20:08,10761,n/a,n/a,0,08:21,18:19,11.0,15:38,17:05,04:06,05:33
2016-06-08,16:16:51,19:16:12,10761,n/a,n/a,0,09:05,19:19,18.7,15:38,17:05,04:06,05:33
2016-06-09,16:12:55,19:12:16,10761,n/a,n/a,0,09:46,20:18,27.5,15:38,17:05,04:06,05:34
2016-06-10,16:08:59,19:08:20,10761,n/a,n/a,0,10:22,21:16,37.0,15:38,17:05,04:07,05:34
2016-06-11,16:05:03,19:04:24,10761,n/a,n/a,0,10:56,22:11,46.8,15:38,17:05,04:07,05:35
2016-06-12,16:01:07,19:00:28,10761,n/a,n/a,0,11:29,23:05,56.5,15:38,17:05,04:07,05:35
2016-06-13,15:57:11,18:56:33,10761,n/a,n/a,0,n/a,23:58,65.8,15:38,17:05,04:08,05:35
2016-06-14,15:53:16,18:52:37,10761,n/a,n/a,0,12:01,00:50,74.4,15:38,17:05,04:08,05:36
2016-06-15,15:49:20,18:48:41,10761,n/a,n/a,0,12:34,01:43,82.1,15:38,17:06,04:08,05:36
2016-06-16,15:45:24,18:44:45,10761,n/a,n/a,0,13:09,02:36,88.8,15:38,17:06,04:09,05:36
2016-06-17,15:41:28,18:40:49,10761,n/a,n/a,0,13:46,03:29,94.0,15:38,17:06,04:09,05:37
2016-06-18,15:38:44,18:36:53,10688,n/a,n/a,0,14:27,04:22,97.7,15:38,17:06,04:09,05:37
2016-06-19,15:38:55,18:32:57,10441,n/a,n/a,0,15:11,05:15,99.6,15:38,17:06,04:09,05:37
2016-06-20,15:39:07,18:29:01,10193,n/a,n/a,0,15:59,06:06,99.5,15:39,17:06,04:10,05:37
2016-06-21,15:39:20,18:25:05,9944,n/a,n/a,0,16:52,06:54,97.4,15:39,17:07,04:10,05:38
2016-06-22,15:39:35,18:21:09,9694,n/a,n/a,0,17:48,07:40,93.2,15:39,17:07,04:10,05:38
2016-06-23,15:39:51,18:17:13,9442,n/a,n/a,0,18:46,08:23,87.0,15:39,17:07,04:10,05:38
2016-06-24,15:40:08,18:13:17,9189,n/a,n/a,0,19:46,09:04,79.0,15:40,17:07,04:10,05:38
2016-06-25,15:40:26,18:09:22,8935,n/a,n/a,0,20:47,09:44,69.4,15:40,17:08,04:10,05:38
2016-06-26,15:40:45,18:05:26,8680,n/a,n/a,0,21:49,10:22,58.7,15:40,17:08,04:11,05:38
2016-06-27,15:41:05,18:01:30,8424,n/a,n/a,0,22:52,11:02,47.4,15:41,17:08,04:11,05:38
2016-06-28,15:41:27,17:57:34,8167,n/a,n/a,0,23:57,11:43,36.1,15:41,17:09,04:11,05:38
2016-06-29,15:41:49,17:53:38,7909,n/a,n/a,0,01:02,n/a,25.4,15:41,17:09,04:11,05:38
2016-06-30,15:42:12,17:49:42,7649,n/a,n/a,0,02:08,12:26,15.9,15:42,17:09,04:11,05:38
2016-07-01,15:42:37,17:45:46,7389,n/a,n/a,0,03:13,13:14,8.3,15:42,17:10,04:11,05:38
2016-07-02,15:43:02,17:41:50,7128,n/a,n/a,0,04:16,14:06,3.1,15:43,17:10,04:11,05:38
2016-07-03,15:43:28,17:37:54,6866,n/a,n/a,0,05:15,15:02,0.5,15:43,17:10,04:11,05:38
2016-07-04,15:43:55,17:33:58,6603,n/a,n/a,0,06:09,16:02,0.5,15:43,17:11,04:11,05:38
2016-07-05,15:44:23,17:30:02,6339,n/a,n/a,0,06:57,17:02,3.1,15:44,17:11,04:11,05:38
2016-07-06,15:44:52,17:26:07,6074,n/a,n/a,0,07:40,18:03,7.8,15:44,17:12,04:11,05:38
2016-07-07,15:45:21,17:22:11,5809,n/a,n/a,0,08:19,19:02,14.4,15:45,17:12,04:11,05:38
2016-07-08,15:45:51,17:18:15,5543,n/a,n/a,0,08:55,19:59,22.2,15:45,17:12,04:10,05:37
2016-07-09,15:46:22,17:14:19,5276,n/a,n/a,0,09:29,20:55,31.0,15:46,17:13,04:10,05:37
2016-07-10,15:46:54,17:10:23,5008,n/a,n/a,0,10:01,21:49,40.3,15:46,17:13,04:10,05:37
2016-07-11,15:47:26,17:06:27,4740,n/a,n/a,0,10:34,22:42,49.8,15:47,17:14,04:10,05:37
2016-07-12,15:47:59,17:02:31,4471,n/a,n/a,0,11:08,23:34,59.2,15:47,17:14,04:10,05:36
2016-07-13,15:48:33,16:58:35,4202,n/a,n/a,0,11:44,00:27,68.3,15:48,17:15,04:09,05:36
2016-07-14,15:49:07,16:54:39,3932,n/a,n/a,0,n/a,01:20,76.8,15:49,17:15,04:09,05:36
2016-07-15,15:49:41,16:50:43,3662,n/a,n/a,0,12:23,02:13,84.4,15:49,17:16,04:09,05:35
2016-07-16,15:50:16,16:46:47,3391,n/a,n/a,0,13:05,03:06,90.8,15:50,17:16,04:09,05:35
2016-07-17,15:50:52,16:42:52,3119,n/a,n/a,0,13:52,03:58,95.7,15:50,17:17,04:08,05:34
2016-07-18,15:51:28,16:38:56,2847,n/a,n/a,0,14:43,04:48,98.8,15:51,17:17,04:08,05:34
2016-07-19,15:52:04,16:35:00,2575,n/a,n/a,0,15:39,05:36,99.9,15:52,17:18,04:07,05:33
2016-07-20,15:52:41,16:31:04,2303,n/a,n/a,0,16:37,06:22,98.7,15:52,17:18,04:07,05:33
2016-07-21,15:53:18,16:27:08,2030,n/a,n/a,0,17:38,07:04,95.1,15:53,17:19,04:07,05:32
2016-07-22,15:53:55,16:23:12,1756,n/a,n/a,0,18:40,07:45,89.3,15:53,17:19,04:06,05:32
2016-07-23,15:54:33,16:19:16,1483,n/a,n/a,0,19:43,08:24,81.4,15:54,17:20,04:06,05:31
2016-07-24,15:55:11,16:15:20,1209,n/a,n/a,0,20:46,09:03,71.8,15:55,17:20,04:05,05:31
2016-07-25,15:55:49,16:11:24,935,n/a,n/a,0,21:50,09:43,61.1,15:55,17:21,04:05,05:30
2016-07-26,15:56:27,16:07:28,661,n/a,n/a,0,22:54,10:25,49.6,15:56,17:21,04:04,05:29
2016-07-27,15:57:06,16:03:32,386,n/a,n/a,0,23:58,11:11,38.2,15:57,17:22,04:04,05:29
2016-07-28,15:57:44,15:59:37,112,n/a,n/a,0,01:02,11:59,27.4,15:57,17:22,04:03,05:28
2016-12-20,03:26:13,03:26:35,22,n/a,n/a,0,22:39,10:52,50.9,17:42,19:24,01:45,03:26
2016-12-21,03:22:17,03:27:05,288,n/a,n/a,0,23:12,11:46,41.2,17:43,19:24,01:45,03:27
2016-12-22,03:18:21,03:27:37,555,n/a,n/a,0,23:45,n/a,32.1,17:43,19:25,01:46,03:27
2016-12-23,03:14:25,03:28:10,824,n/a,n/a,0,00:18,12:38,23.6,17:44,19:25,01:47,03:28
2016-12-24,03:10:29,03:28:44,1095,n/a,n/a,0,00:52,13:31,16.2,17:44,19:25,01:47,03:28
2016-12-25,03:06:33,03:29:20,1367,n/a,n/a,0,01:30,14:24,9.9,17:45,19:26,01:48,03:29
2016-12-26,03:02:37,03:29:58,1640,n/a,n/a,0,02:10,15:16,5.0,17:45,19:26,01:49,03:29
2016-12-27,02:58:41,03:30:36,1914,n/a,n/a,0,02:54,16:08,1.7,17:45,19:26,01:49,03:30
2016-12-28,02:54:46,03:31:16,2190,n/a,n/a,0,03:41,16:59,0.2,17:46,19:26,01:50,03:31
2016-12-29,02:50:50,03:31:57,2467,n/a,n/a,0,04:32,17:49,0.6,17:46,19:27,01:51,03:31
2016-12-30,02:46:54,03:32:40,2746,n/a,n/a,0,05:27,18:35,2.9,17:46,19:27,01:52,03:32
