Time Zone: UT
Track limitation: between sunset and sunrise

Target,RA,Dec,Equinox
NGC4535,12:34:20.3,+08:11:51.9,2000.0

Beginning of Night,East Track Start (NGC4535),East Track End (NGC4535),East Track Length (NGC4535),West Track Start (NGC4535),West Track End (NGC4535),West Track Length (NGC4535),Moonrise,Moonset,Illuminated fraction of the Moon,Sunset,End of Evening Twilight,Beginning of Morning Twilight,Sunrise
2016-06-26,15:41:54,17:59:39,8264,n/a,n/a,0,21:49,10:22,58.7,15:40,17:08,04:11,05:38
2016-06-27,15:41:05,17:55:43,8077,n/a,n/a,0,22:52,11:02,47.4,15:41,17:08,04:11,05:38
2016-06-28,15:41:27,17:51:47,7820,n/a,n/a,0,23:57,11:43,36.1,15:41,17:09,04:11,05:38
2016-06-29,15:41:49,17:47:51,7562,n/a,n/a,0,01:02,n/a,25.4,15:41,17:09,04:11,05:38
2016-06-30,15:42:12,17:43:55,7302,n/a,n/a,0,02:08,12:26,15.9,15:42,17:09,04:11,05:38
2016-07-01,15:42:37,17:39:59,7042,n/a,n/a,0,03:13,13:14,8.3,15:42,17:10,04:11,05:38
2016-07-02,15:43:02,17:36:03,6781,n/a,n/a,0,04:16,14:06,3.1,15:43,17:10,04:11,05:38
2016-07-03,15:43:28,17:32:08,6519,n/a,n/a,0,05:15,15:02,0.5,15:43,17:10,04:11,05:38
2016-07-04,15:43:55,17:28:12,6256,n/a,n/a,0,06:09,16:02,0.5,15:43,17:11,04:11,05:38
2016-07-05,15:44:23,17:24:16,5992,n/a,n/a,0,06:57,17:02,3.1,15:44,17:11,04:11,05:38
2016-07-06,15:44:52,17:20:20,5728,n/a,n/a,0,07:40,18:03,7.8,15:44,17:12,04:11,05:38
2016-07-07,15:45:21,17:16:24,5462,n/a,n/a,0,08:19,19:02,14.4,15:45,17:12,04:11,05:38
2016-07-08,15:45:51,17:12:28,5196,n/a,n/a,0,08:55,19:59,22.2,15:45,17:12,04:10,05:37
2016-07-09,15:46:22,17:08:32,4929,n/a,n/a,0,09:29,20:55,31.0,15:46,17:13,04:10,05:37
2016-07-10,15:46:54,17:04:36,4662,n/a,n/a,0,10:01,21:49,40.3,15:46,17:13,04:10,05:37
2016-07-11,15:47:26,17:00:40,4393,n/a,n/a,0,10:34,22:42,49.8,15:47,17:14,04:10,05:37
2016-07-12,15:47:59,16:56:44,4125,n/a,n/a,0,11:08,23:34,59.2,15:47,17:14,04:10,05:36
2016-07-13,15:48:33,16:52:48,3855,n/a,n/a,0,11:44,00:27,68.3,15:48,17:15,04:09,05:36
2016-07-14,15:49:07,16:48:53,3585,n/a,n/a,0,n/a,01:20,76.8,15:49,17:15,04:09,05:36
2016-07-15,15:49:41,16:44:57,3315,n/a,n/a,0,12:23,02:13,84.4,15:49,17:16,04:09,05:35
2016-07-16,15:50:16,16:41:01,3044,n/a,n/a,0,13:05,03:06,90.8,15:50,17:16,04:09,05:35
2016-07-17,15:50:52,16:37:05,2773,n/a,n/a,0,13:52,03:58,95.7,15:50,17:17,04:08,05:34
2016-07-18,15:51:28,16:33:09,2501,n/a,n/a,0,14:43,04:48,98.8,15:51,17:17,04:08,05:34
2016-07-19,15:52:04,16:29:13,2228,n/a,n/a,0,15:39,05:36,99.9,15:52,17:18,04:07,05:33
2016-07-20,15:52:41,16:25:17,1956,n/a,n/a,0,16:37,06:22,98.7,15:52,17:18,04:07,05:33
2016-07-21,15:53:18,16:21:21,1683,n/a,n/a,0,17:38,07:04,95.1,15:53,17:19,04:07,05:32
2016-07-22,15:53:55,16:17:25,1410,n/a,n/a,0,18:40,07:45,89.3,15:53,17:19,04:06,05:32
2016-07-23,15:54:33,16:13:29,1136,n/a,n/a,0,19:43,08:24,81.4,15:54,17:20,04:06,05:31
2016-07-24,15:55:11,16:09:33,862,n/a,n/a,0,20:46,09:03,71.8,15:55,17:20,04:05,05:31
2016-07-25,15:55:49,16:05:38,588,n/a,n/a,0,21:50,09:43,61.1,15:55,17:21,04:05,05:30
2016-07-26,15:56:27,16:01:42,314,n/a,n/a,0,22:54,10:25,49.6,15:56,17:21,04:04,05:29
2016-07-27,15:57:06,15:57:46,40,n/a,n/a,0,23:58,11:11,38.2,15:57,17:22,04:04,05:29
2016-12-28,03:30:35,03:31:16,41,n/a,n/a,0,03:41,16:59,0.2,17:46,19:26,01:50,03:31
2016-12-29,03:26:39,03:31:57,318,n/a,n/a,0,04:32,17:49,0.6,17:46,19:27,01:51,03:31
2016-12-30,03:22:43,03:32:40,596,n/a,n/a,0,05:27,18:35,2.9,17:46,19:27,01:52,03:32
