AGNname,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,virialRadius,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),corrected_az (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,galaxyRedshift
MRK290,UGC05470,x,"('233.96792', '57.9025')","(152.11708, 12.30639)",0.0,0.37892914162759955,317.9462592700874,x,534.3,223.70000000000005,0.242,x,0.5,0.4,40.5,80.0,58.2,58.2,LeoI,dE.3...,40.7,80.0,E;dSph,0.000951
MRK290,SBS1511+583,x,"('233.96792', '57.9025')","(228.1827, 58.17656)",0.0,0.48911586576355365,486.35264510555646,x,643.7,114.29999999999995,9.066242091,x,0.6,0.5,34.9,69.0,15.9,15.9,0,x,x,x,x,0.001572
MRK290,KKR19,x,"('233.96792', '57.9025')","(230.49193, 57.31043)",0.0,5.776905483821459,449.3825658615836,x,935.7,-177.70000000000005,13.17832798,x,3.5,2.3,48.2,x,x,x,0,x,x,x,Ir,0.002552
