AGNname,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,virialRadius,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),corrected_az (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,galaxyRedshift
PG1211+143,SDSSJ121430.17+141512.6,x,"('183.57375', '14.05361')","(183.62574, 14.25351)",8.533798639331469e-06,116.70068090480368,351.173460570899,x,6929.5,-323.5,97.59845259,x,15.8,3.8,76.1,40.0,54.2,54.2,0,x,x,x,x,0.022114
PG1211+143,VCC0071,x,"('183.57375', '14.05361')","(183.24517, 14.1088)",8.687121586321623e-09,129.1490607039194,493.63467759485536,x,6208.4,397.60000000000036,87.44220235,x,18.3,6.9,68.0,x,x,x,0,x,x,x,x,0.01971
