Name,Target,identified,v_limits,e_v_center,Lya_v,Lya_W,e_Lya_W,Na,e_Na,b,e_b,W,e_W,comment,z,z_target,impact,RAdeg,DEdeg,RAdeg_target,DEdeg_target,Vhel,vcorr,bestDist,MajDiam,MinDiam,e_MajDiam,e_MinDiam,R_vir,adjustedInc,e_inc,PA,azimuth,RC3_type,RC3_d25,RC3_r25,RC3_pa,group_num,group_mem,group_dist,MType,flag,distIndicator,Bmag,Bmag_sdss,Lstar_med,e_Lstar_med,Lstar_sdss,e_Lstar_sdss
MCG-03-58-009,MRC2251-178,Lya,"856, 918",2,888,30,5,5.83E+12,1.13E+12,20.5,2.7,34.1,4.4,weak,0.030121,0.06609,355.0699641,343.42021,-17.47889,343.5245833,-17.58194444,9030,8754,142,75.31,50.46,7.4,5,342.79,49,4,27,71,.S?....,62.83,0.66,27,207780,1,89,Sc,0,TF,15.1,-99.99,2.9,1.4,-99.99,-99.99
MCG-03-58-009,MRC2251-178,Lya,"2210, 2322",1,2265,76,5,1.55E+13,1.10E+12,39.4,1.1,65.6,1.8,,0.030121,0.06609,355.0699641,343.42021,-17.47889,343.5245833,-17.58194444,9030,8754,142,75.31,50.46,7.4,5,342.79,49,4,27,71,.S?....,62.83,0.66,27,207780,1,89,Sc,0,TF,15.1,-99.99,2.9,1.4,-99.99,-99.99
MCG-03-58-009,MRC2251-178,Lya,"3006, 3116",1,3061,61,5,1.20E+13,9.60E+11,42,2.5,70,4.2,blended with 3205,0.030121,0.06609,355.0699641,343.42021,-17.47889,343.5245833,-17.58194444,9030,8754,142,75.31,50.46,7.4,5,342.79,49,4,27,71,.S?....,62.83,0.66,27,207780,1,89,Sc,0,TF,15.1,-99.99,2.9,1.4,-99.99,-99.99
MCG-03-58-009,MRC2251-178,Lya,"3116, 3318",2,3205,326,5,9.10E+13,1.76E+12,51.9,2.1,86.5,3.4,blended with 3061,0.030121,0.06609,355.0699641,343.42021,-17.47889,343.5245833,-17.58194444,9030,8754,142,75.31,50.46,7.4,5,342.79,49,4,27,71,.S?....,62.83,0.66,27,207780,1,89,Sc,0,TF,15.1,-99.99,2.9,1.4,-99.99,-99.99
MCG-03-58-009,MRC2251-178,Lya,"4674, 4720",4,4698,20,3,3.88E+12,6.44E+11,15.6,1.7,26,2.9,weak,0.030121,0.06609,355.0699641,343.42021,-17.47889,343.5245833,-17.58194444,9030,8754,142,75.31,50.46,7.4,5,342.79,49,4,27,71,.S?....,62.83,0.66,27,207780,1,89,Sc,0,TF,15.1,-99.99,2.9,1.4,-99.99,-99.99
MCG-03-58-009,MRC2251-178,Lya,"8382, 8480",1,8429,40,3,7.74E+12,6.65E+11,35.8,1.7,59.6,2.8,weak,0.030121,0.06609,355.0699641,343.42021,-17.47889,343.5245833,-17.58194444,9030,8754,142,75.31,50.46,7.4,5,342.79,49,4,27,71,.S?....,62.83,0.66,27,207780,1,89,Sc,0,TF,15.1,-99.99,2.9,1.4,-99.99,-99.99
MCG-03-58-009,MRC2251-178,Lya,"8961, 9095",1,9029,62,4,1.22E+13,7.72E+11,45.7,2,76.1,3.4,,0.030121,0.06609,355.0699641,343.42021,-17.47889,343.5245833,-17.58194444,9030,8754,142,75.31,50.46,7.4,5,342.79,49,4,27,71,.S?....,62.83,0.66,27,207780,1,89,Sc,0,TF,15.1,-99.99,2.9,1.4,-99.99,-99.99
MCG-03-58-009,MRC2251-178,Lya,"9668, 9798",1,9735,188,3,4.52E+13,8.89E+11,40.8,1.9,67.9,3.2,,0.030121,0.06609,355.0699641,343.42021,-17.47889,343.5245833,-17.58194444,9030,8754,142,75.31,50.46,7.4,5,342.79,49,4,27,71,.S?....,62.83,0.66,27,207780,1,89,Sc,0,TF,15.1,-99.99,2.9,1.4,-99.99,-99.99
