AGNname,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),radialVelocity (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift
3C66A,6076,UGC01832,3,"('35.665', '43.0355555556')","(35.62966, 43.0653)",0.9456820721557543,0.9398186122330519,191.95503981081367,185.27850657860992,55.88860002711344,x,5771.7,5913.0,-163.0,81.29213857,x,32.5,13.6,65.2,155.0,16.0,UGC1832,.S..1..,64.1,163.0,Sa,Sa,0.019724
3C66A,6076,UGC01841,3,"('35.665', '43.0355555556')","(35.79755, 42.99205)",0.17688568038905744,0.20783621926632417,346.83095444708863,670.4141227629382,162.74238603058376,x,6231.8,6373.0,297.0,87.77125098,x,76.6,76.6,0.0,x,x,UGC1841,.E.....,0.0,-99,E              LERG,E              LERG,0.021258
3C66A,6076,CGCG538-050,3,"('35.665', '43.0355555556')","(35.57667, 42.80528)",0.0013177968536647155,0.00015301958284540674,168.47252044358248,139.51741468361573,365.2278304254109,x,6211.6,6354.0,278.0,87.48776622,x,26.9,14.0,58.7,155.0,40.7,0,x,x,x,E,E,0.021195
