AGNname,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),corrected_az (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,galaxyRedshift
SBS1108+560,UGC05470,x,"('167.88375', '55.79028')","(152.11708, 12.30639)",190.820100263,x,534.3,170.7,0.242,x,0.5,0.4,40.5,80.0,68.5,68.5,LeoI,dE.3...,40.7,80.0,E;dSph,0.000951
SBS1108+560,UGC06225,x,"('167.88375', '55.79028')","(167.87904, 55.67411)",29.0420662816,x,910.4,-205.4,14.32,x,41.8,9.2,77.3,83.0,81.7,81.7,NGC3556,.SBS6./,75.1,80.0,SB(s)cd        HII,0.002332
SBS1108+560,MCG+09-19-043,x,"('167.88375', '55.79028')","(169.95237, 55.72256)",252.826701117,x,882.1,-177.1,12.42398706,x,2.9,1.7,54.5,0.0,86.7,86.7,0,x,x,x,x,0.002232
