AGNname,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,virialRadius,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),corrected_az (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,galaxyRedshift
3C66A,UGC01832,x,"('35.665', '43.03556')","(35.62966, 43.0653)",0.7219989125134734,191.95503981081367,55.88383776114292,x,5771.7,193.30000000000018,81.29213857,x,32.5,13.6,65.2,155.0,66.0,66.0,UGC1832,.S..1..,64.1,163.0,Sa,0.019724
3C66A,UGC01841,x,"('35.665', '43.03556')","(35.79755, 42.99205)",0.2407511494669449,280.1031918437632,162.74516939531065,x,6231.8,-266.8000000000002,87.77125098,x,56.2,76.6,42.8,x,x,x,UGC1841,.E.....,0.0,-99,E              LERG,0.021258
3C66A,CGCG538-050,x,"('35.665', '43.03556')","(35.57667, 42.80528)",0.001988944648699185,168.47252044358248,365.2343629756756,x,6211.6,-246.60000000000036,87.48776622,x,26.9,14.0,58.7,155.0,9.3,9.3,0,x,x,x,E,0.021195
