AGNname,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),radialVelocity (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift
HE1228+0131,1488,NGC4517,16,"('187.70833', '1.25583')","(188.18996, 0.11503)",0.011872452364491795,0.011084868047774534,193.17590350324986,187.84981235018572,211.0427507491546,x,1420.4,1128.0,-360.0,9.765,x,32.8,4.1,82.7,x,74.1,NGC4517,.SAS6*/,81.5,83.0,SA(s)cd: sp    HII,SA(s)cd: sp    HII,0.003764
HE1228+0131,1488,NGC4517A,16,"('187.70833', '1.25583')","(188.11732, 0.38967)",0.005468165982761559,0.00039999190250800684,166.30553723674035,135.64565603070375,379.15426800920557,x,1801.8,1509.0,21.0,22.68,x,26.4,17.2,49.5,x,55.3,NGC4517A,.SBT8*.,48.6,30.0,SB(rs)dm:      HII,SB(rs)dm:      HII,0.005032
HE1228+0131,1488,NGC4536,16,"('187.70833', '1.25583')","(188.61271, 2.18814)",0.0035264786828736695,0.003499560684514163,197.62313832387832,197.37836507581068,347.2467113272344,x,2102.6,1808.0,320.0,15.321,x,33.9,14.3,65.1,x,85.9,NGC4536,.SXT4..,64.7,130.0,SAB(rs)bc;HII  Sbrst,SAB(rs)bc;HII  Sbrst,0.006031
HE1228+0131,1488,NGC4527,16,"('187.70833', '1.25583')","(188.53509, 2.65366)",0.002402731534094263,0.0026407036102976175,199.62977872021068,201.76120538894486,423.1750641228535,x,2031.0,1736.0,248.0,14.932,x,34.4,11.7,70.1,70.0,39.4,NGC4527,.SXS4..,70.2,67.0,SAB(s)bc;HII   LINER,SAB(s)bc;HII   LINER,0.005791
HE1228+0131,1488,CGCG014-054,16,"('187.70833', '1.25583')","(187.7659, 1.6757)",0.000380527070488708,1.5672374938549242e-22,71.06873748016558,21.366632865287876,145.764185014457,x,1399.2,1105.0,-383.0,19.70682874,x,7.7,4.4,55.2,80.0,72.2,MCG0-32-16,.IXS9P*,54.9,80.0,IAB(s)m pec:,IAB(s)m pec:,0.003686
HE1228+0131,1488,IC3474,16,"('187.70833', '1.25583')","(188.15215, 2.66152)",2.666175170573932e-10,2.679965581917808e-40,105.76383533587814,50.708510133901584,480.23281556775873,x,2022.1,1727.0,239.0,18.667,x,13.7,1.4,84.3,x,18.5,IC3474,.S..7./,82.8,36.0,Sd(f)          HII,Sd(f)          HII,0.005761
HE1228+0131,1488,CGCG014-064,16,"('187.70833', '1.25583')","(188.33653, 1.52174)",9.451986205317228e-12,1.2433403365514394e-146,65.22756252504672,17.732230542151203,324.7269624539369,x,1937.0,1643.0,155.0,27.28115478,x,6.8,2.7,66.4,179.0,68.1,CGCG14-64,.S..7?/,-99,-99,Sd? sp,Sd? sp,0.00548
HE1228+0131,1488,2dFGRSN389Z231,16,"('187.70833', '1.25583')","(188.19354, 1.56867)",8.009368617037458e-18,0.0,41.24838512685209,6.547900426854397,258.6635377099614,x,1823.0,1529.0,41.0,25.67647003,x,3.5,1.6,63.5,x,x,0,x,x,x,x,x,0.0051
HE1228+0131,1488,UGC07512,16,"('187.70833', '1.25583')","(186.42223, 2.15898)",1.5792952862593199e-21,0.0,59.83073840715335,14.696938456699069,414.0446321716584,x,1799.7,1505.0,17.0,15.1,x,6.0,2.7,63.3,130.0,4.9,UGC7512,.IBS9..,63.5,130.0,ImIV,ImIV,0.00502
HE1228+0131,1488,2dFGRSN320Z113,16,"('187.70833', '1.25583')","(187.26608, 0.10381)",9.758929548374684e-41,0.0,46.00667649591621,8.3018672598398,434.2279202969169,x,1431.5,1139.0,-349.0,20.16197435,x,4.1,3.5,31.0,x,x,0,x,x,x,dE,dE,0.0038
HE1228+0131,1488,2dFGRSN321Z040,16,"('187.70833', '1.25583')","(188.11533, 0.36881)",3.46861217591245e-48,0.0,40.43155575527607,6.269290230959163,422.64284142523985,x,1761.7,1469.0,-19.0,24.81319044,x,3.4,1.9,56.4,x,x,0,x,x,x,x,x,0.0049
HE1228+0131,1488,SDSSJ122950.58+020153.7,16,"('187.70833', '1.25583')","(187.46075, 2.03158)",5.950969915908358e-52,0.0,38.77514986628247,5.7243340223994625,417.05525498354257,x,2083.6,1789.0,301.0,29.34599276,x,3.2,1.8,56.5,x,x,0,x,x,x,x,x,0.005966
HE1228+0131,1488,SDSSJ123233.64+002417.1,16,"('187.70833', '1.25583')","(188.14018, 0.40475)",6.785347935137256e-80,0.0,27.060759693886542,2.618969262897142,364.04619541383,x,1551.8,1259.0,-229.0,21.85597782,x,1.9,1.1,55.9,53.0,79.9,0,x,x,x,x,x,0.0042
HE1228+0131,1488,SDSSJ123225.83+002409.3,16,"('187.70833', '1.25583')","(188.10766, 0.40259)",4.906346587104419e-100,0.0,26.06981975654495,2.414953415699773,394.08734702395634,x,1701.8,1409.0,-79.0,23.968674,x,1.8,1.1,52.4,172.0,17.1,0,x,x,x,x,x,0.0047
HE1228+0131,1488,UMaDwarf,16,"('187.70833', '1.25583')","(158.72, 51.92)",-99,-99,-99,-99,99.02962459181924,x,1313.0,1101.0,-387.0,0.101,x,x,x,x,x,x,0,x,x,x,dSph,dSph,0.003673
HE1228+0131,1488,SDSSJ122745.86+013601.8,16,"('187.70833', '1.25583')","(186.9429, 1.60015)",-99,-99,-99,-99,327.1689834369463,x,1586.1,1292.0,-196.0,22.34012963,x,x,x,x,x,x,0,x,x,x,dIn,dIn,0.00431
