AGNname,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift
H1101-232,1188,NGC3511,x,"('165.90708', '-23.49194')","(165.84904, -23.08678)",0.7747678300662912,0.5461348758416663,152.5722621694062,112.46927135889163,98.42611520031068,x,1333.9,-145.9000000000001,13.8,x,23.3,8.0,69.8,x,68.5,NGC3511,.SAS5..,69.2,76.0,SAB(s)c;HII    Sy1,SAB(s)c;HII    Sy1,0.003699
H1101-232,1188,NGC3513,x,"('165.90708', '-23.49194')","(165.942, -23.2455)",0.4499095525653907,0.3705473507926305,141.54708741853955,95.54752220753817,57.05013018422998,x,1418.6,-230.5999999999999,13.153,x,20.9,7.9,67.7,120.0,52.6,NGC3513,.SBT5..,37.4,75.0,SB(s)c         HII,SB(s)c         HII,0.003983
