Name,Target,z,z_target,b,RAdeg,DEdeg,RAdeg_target,DEdeg_target,Vhel,vcorr,bestDist,MajDiam,MinDiam,e_MajDiam,e_MinDiam,R_vir,adjustedInc,e_inc,PA,azimuth,RC3_type,RC3_d25,RC3_r25,RC3_pa,group_num,group_mem,group_dist,MType,flag,distIndicator,Bmag,Bmag_sdss,Lstar_med,e_Lstar_med,Lstar_sdss,e_Lstar_sdss
IC5325,RBS2000,0.005013,0.17359,314.3358270289934,352.18096,-41.33347,351.18625,-40.680277777777775,1503,1246,18.1,20.45,18.61,3.4,3.1,139.44,25,9,15,64.1,.SXT4..,165.25,0.91,-99,200209,8,13.4,SAB(rs)bc,0,TF,11.9,-99.99,0.9,0.7,-99.99,-99.99
IC5325,RBS2000,0.005013,0.17359,314.3358270289934,352.18096,-41.33347,351.18625,-40.680277777777775,1503,1246,18.1,20.45,18.61,3.4,3.1,139.44,25,9,15,64.1,.SXT4..,165.25,0.91,-99,200209,8,13.4,SAB(rs)bc,0,TF,11.9,-99.99,0.9,0.7,-99.99,-99.99
