Name,Target,z,z_target,b,RAdeg,DEdeg,RAdeg_target,DEdeg_target,Vhel,vcorr,bestDist,MajDiam,MinDiam,e_MajDiam,e_MinDiam,R_vir,adjustedInc,e_inc,PA,azimuth,RC3_type,RC3_d25,RC3_r25,RC3_pa,group_num,group_mem,group_dist,MType,flag,distIndicator,Bmag,Bmag_sdss,Lstar_med,e_Lstar_med,Lstar_sdss,e_Lstar_sdss
UGC09760,SDSSJ150450.16+012215.5,0.006748,0.9672,854.3508365999974,228.01018,1.69874,226.20916666666665,1.3711111111111112,2023,2245,26.75,21.21,1.909,4.2,2.9,142.99,90,6,57,22.7,.S..7./,147.28,0.09,57,-99,-99,-99.99,Sd,0,TF,14.6,21.8,0.17,0.15,0.00023,0.0002
UGC09760,SDSSJ151025.00+005843.0,0.006748,0.0720,385.92247252216134,228.01018,1.69874,227.60375,0.9788888888888889,2023,2245,26.75,21.21,1.909,4.2,2.9,142.99,90,6,57,27.6,.S..7./,147.28,0.09,57,-99,-99,-99.99,Sd,0,TF,14.6,21.8,0.17,0.15,0.00023,0.0002
UGC09760,SDSSJ151237.15+012846.0,0.006748,0.26625,122.6801360228523,228.01018,1.69874,228.155,1.4794444444444443,2023,2245,26.75,21.21,1.909,4.2,2.9,142.99,90,6,57,89.6,.S..7./,147.28,0.09,57,-99,-99,-99.99,Sd,0,TF,14.6,21.8,0.17,0.15,0.00023,0.0002
