Name,Target,identified,v_limits,e_v_center,Lya_v,Lya_W,e_Lya_W,Na,e_Na,b,e_b,W,e_W,comment,z,z_target,b,RAdeg,DEdeg,RAdeg_target,DEdeg_target,Vhel,vcorr,bestDist,MajDiam,MinDiam,e_MajDiam,e_MinDiam,R_vir,adjustedInc,e_inc,PA,azimuth,RC3_type,RC3_d25,RC3_r25,RC3_pa,group_num,group_mem,group_dist,MType,flag,distIndicator,Bmag,Bmag_sdss,Lstar_med,e_Lstar_med,Lstar_sdss,e_Lstar_sdss
CGCG039-137,RX_J1121.2+0326,Lya,"1438, 1504",3,1471,227,69,5.71E+13,4.13E+13,25.2,1,41.9,1.7,noisy,0.023022,0.152,98.88440936,170.36231,3.44491,170.3083333,3.429722222,6902,7186,101.21,26.35,12.91,2.6,1.3,166.09,63,2,145,70.7,x,-99.99,-99.99,-99,-99,-99,-99.99,Scd,0,x,-99.99,16.1,-99.99,-99.99,0.62,0.31
CGCG039-137,RX_J1121.2+0326,Lya,"2533, 2667",3,2605,190,81,4.60E+13,2.47E+13,43.3,4.5,72,7.5,noisy,0.023022,0.152,98.88440936,170.36231,3.44491,170.3083333,3.429722222,6902,7186,101.21,26.35,12.91,2.6,1.3,166.09,63,2,145,70.7,x,-99.99,-99.99,-99,-99,-99,-99.99,Scd,0,x,-99.99,16.1,-99.99,-99.99,0.62,0.31
CGCG039-137,RX_J1121.2+0326,Lya,"6307, 6413",1,6384,182,57,4.70E+13,2.02E+13,39.4,3.9,65.6,6.5,noisy,0.023022,0.152,98.88440936,170.36231,3.44491,170.3083333,3.429722222,6902,7186,101.21,26.35,12.91,2.6,1.3,166.09,63,2,145,70.7,x,-99.99,-99.99,-99,-99,-99,-99.99,Scd,0,x,-99.99,16.1,-99.99,-99.99,0.62,0.31
CGCG039-137,RX_J1121.2+0326,Lya,"6782, 7106",5,6975,678,98,1.96E+14,4.75E+13,113.3,3.5,188.6,5.8,noisy,0.023022,0.152,98.88440936,170.36231,3.44491,170.3083333,3.429722222,6902,7186,101.21,26.35,12.91,2.6,1.3,166.09,63,2,145,70.7,x,-99.99,-99.99,-99,-99,-99,-99.99,Scd,0,x,-99.99,16.1,-99.99,-99.99,0.62,0.31
CGCG039-137,SDSSJ112224.10+031802.0,,,,,,,,,,,,,,0.023022,0.47528,491.2399759,170.36231,3.44491,170.6004167,3.300555556,6902,7186,101.21,26.35,12.91,2.6,1.3,166.09,63,2,145,23.7,x,-99.99,-99.99,-99,-99,-99,-99.99,Scd,0,x,-99.99,16.1,-99.99,-99.99,0.62,0.31
