Name,Target,identified,v_limits,e_v_center,Lya_v,Lya_W,e_Lya_W,Na,e_Na,b,e_b,W,e_W,comment,z,z_target,impact,RAdeg,DEdeg,RAdeg_target,DEdeg_target,Vhel,vcorr,bestDist,MajDiam,MinDiam,e_MajDiam,e_MinDiam,R_vir,adjustedInc,e_inc,PA,azimuth,RC3_type,RC3_d25,RC3_r25,RC3_pa,group_num,group_mem,group_dist,MType,flag,distIndicator,Bmag,Bmag_sdss,Lstar_med,e_Lstar_med,Lstar_sdss,e_Lstar_sdss
ESO343-G014,RBS1768,,,,,,,,,,,,,,0.030561,0.18299,465.5992813,324.43825,-38.49256,324.7079167,-38.47777778,9162,8951,126.07,45.23,4.975,4.5,0.5,241.13,90,0,160,74,x,-99.99,-99.99,-99,201920,2,92.4,Sb,0,x,15.9,-99.99,1.1,0.5,-99.99,-99.99
ESO343-G014,RBS1768,,,,,,,,,,,,,,0.030561,0.18299,465.5992813,324.43825,-38.49256,324.7079167,-38.47777778,9162,8951,126.07,45.23,4.975,4.5,0.5,241.13,90,0,160,74,x,-99.99,-99.99,-99,201920,2,92.4,Sb,0,x,15.9,-99.99,1.1,0.5,-99.99,-99.99
