AGNname,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),corrected_az (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,galaxyRedshift
2dFGRS_S393Z082,NGC1097A,x,"('41.25333', '-30.12306')","(41.54121, -30.22803)",74.80502536068089,x,1126.6,15.8681869,x,3.7,2.3,51.3,x,x,x,NGC1097A,.E...P*,55.8,105.0,E pec:,0.004563
2dFGRS_S393Z082,2dFGRSS313Z003,x,"('41.25333', '-30.12306')","(41.5415, -29.01103)",263.78562484668487,x,941.4,13.25859261,x,1.1,0.8,46.4,x,x,x,0,x,x,x,x,0.003949
2dFGRS_S393Z082,NGC1097,x,"('41.25333', '-30.12306')","(41.57937, -30.27489)",111.94522310765399,x,1029.8,20.038,x,54.2,36.7,47.4,x,x,x,NGC1097,.SBS3..,47.5,130.0,(R'_1:)SB(r'l)bSy1,0.00424
2dFGRS_S393Z082,MCG-05-07-034,x,"('41.25333', '-30.12306')","(42.39963, -30.57803)",274.12908174917453,x,1024.2,14.42540019,x,4.7,3.7,38.7,95.0,x,x,ESO416-G32,.L?....,12.2,-99,Sp             HII,0.004213
