AGNname,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift
RX_J0714.5+7408,2649,UGC03730NED02,3,"('108.65083', '74.13639')","(108.58467, 73.47342)",5.275844033121731e-07,3.1576041667216547e-19,123.2444344281417,70.71217009822284,458.0276724681738,x,2809.4,160.4000000000001,39.56875494,x,17.1,10.9,50.2,5.0,3.4,UGC3730,.RING..,58.3,165.0,Ring,Ring,0.0091
RX_J0714.5+7408,2649,UGC03705,3,"('108.65083', '74.13639')","(108.04654, 73.47061)",1.3366773584819778e-09,3.1938821818623465e-40,104.1603212979098,49.052053983497984,466.9030974853012,x,2765.6,116.59999999999991,38.95236547,x,13.4,13.1,11.5,75.0,61.1,UGC3705,.S?....,21.1,-99,S?,S?,0.008956
RX_J0714.5+7408,2649,UGC03730NED01,3,"('108.65083', '74.13639')","(108.58571, 73.48064)",9.315276321499163e-11,3.445385023386857e-54,95.96821197695151,41.05068817937161,454.1660661849488,x,2816.4,167.4000000000001,39.66729943,x,11.9,7.9,48.7,160.0,21.6,UGC3730,.RING..,58.3,165.0,S0 pec (Ring A),S0 pec (Ring A),0.009123
