R (kpc),vel
17.193,128.0619525
14.8359,127.7782614
13.0228,127.5597291
10.6658,128.2253505
8.498,124.1694706
5.6916,116.2421601
3.0823,89.36569033
1.482,56.91664609
0.4178,23.58545298
-0.7174,-38.21509004
-2.4122,-64.03498601
-3.6656,-86.00550509
-4.4697,-102.2290248
-6.6297,-120.5145674
-9.1601,-128.4087974
-10.9732,-128.6263273
-12.605,-129.7711159
-14.3314,-127.1326888
-16.1445,-127.3512212
