R (kpc),vel,err
13.6,107.3,13.48
9.01,105.52,13.47
6.72,93.1,13.41
4.42,73.99,13.33
2.13,58.77,13.28
-2.13,-58.77,13.28
-4.42,-73.99,13.33
-6.72,-93.1,13.41
-9.01,-105.52,13.47
-13.6,-107.3,13.48
