R (kpc),vel,err
13.6,107.3,14.62
9.01,105.52,14.59
6.72,93.1,14.39
4.42,73.99,14.13
2.13,58.77,13.96
-2.13,-58.77,13.96
-4.42,-73.99,14.13
-6.72,-93.1,14.39
-9.01,-105.52,14.59
-13.6,-107.3,14.62
