targetName,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),radialVelocity (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift
NGC1566,1504,NGC1566,39,"('65.0025', '-54.937222222222225')","('65.00175', '-54.93781')",1.9999987302662696,1.9999953813806024,114.13979475351596,59.84627807976032,0.09094492868314678,x,1361.0,1504.0,0.0,7.15,x,15.3,10.5,46.0,170.0,46.2,499.06,.SXS4..,0.74,60.0,(R'_1)SAB(rs)bcSy1,(R'_1)SAB(rs)bcSy1,0.005017
NGC1566,1504,NGC1549,39,"('65.0025', '-54.937222222222225')","('63.93804', '-55.59225')",0.024069998019144785,0.005239473054820804,157.95180682794538,121.2688129734929,233.70404951561272,x,1111.0,1256.0,-248.0,15.0,x,24.5,22.1,26.0,130.0,87.0,293.87,.E.0+..,0.74,135.0,E0-1,E0-1,0.00419
NGC1566,1504,NGC1596,39,"('65.0025', '-54.937222222222225')","('66.90879', '-55.02781')",0.0016776537419851338,5.080072382612906e-10,118.22514476140695,64.6009365257192,298.8421827185875,x,1372.0,1510.0,6.0,15.6,x,16.1,5.2,71.0,20.0,74.7,222.92,.LA..*/,0.74,20.0,SA0:_sp,SA0:_sp,0.005037
NGC1566,1504,NGC1581,39,"('65.0025', '-54.937222222222225')","('66.18733', '-54.942')",0.0011400822602778936,1.4067099689017455e-16,95.4110301725464,40.5343311280697,244.115322447272,x,1460.0,1600.0,96.0,20.55,x,11.8,4.7,66.0,80.0,10.4,109.18,.L..-..,0.74,80.0,S0-,S0-,0.005337
NGC1566,1504,NGC1553,39,"('65.0025', '-54.937222222222225')","('64.04363', '-55.78014')",0.000920578382251408,0.00011666851119925021,153.023785599399,113.19409878611162,241.76346047263706,x,936.0,1080.0,-424.0,13.8,x,23.4,16.8,44.0,150.0,63.2,268.01,.LAR0..,0.74,150.0,SA(rl)0^0_LINER,SA(rl)0^0_LINER,0.003602
NGC1566,1504,NGC1546,39,"('65.0025', '-54.937222222222225')","('63.65225', '-56.06081')",4.932645320411702e-05,4.0905508497676255e-12,126.21226301003027,74.46632124658771,372.42349730180115,x,1139.0,1284.0,-220.0,15.7,x,17.7,9.4,58.0,147.0,67.6,181.2,.LA.+?.,0.74,147.0,SA0+?_HII,SA0+?_HII,0.004284
NGC1566,1504,NGC1617,39,"('65.0025', '-54.937222222222225')","('67.91471', '-54.60228')",4.23805383245804e-06,1.7906897783460296e-09,146.18622091989516,102.48638446154688,400.59776358413416,x,926.0,1063.0,-441.0,13.4,x,21.9,10.3,62.0,107.0,28.3,255.95,.SBS1..,0.74,107.0,(R')SAB(rs)a,(R')SAB(rs)a,0.003546
NGC1566,1504,NGC1515,39,"('65.0025', '-54.937222222222225')","('61.01133', '-54.10006')",2.7798569308088244e-09,1.3691128934053892e-10,184.55485695962207,170.10127277595544,760.8237072540138,x,1020.0,1175.0,-329.0,17.7,x,30.7,7.4,76.0,18.0,87.9,314.88,.SXS4..,0.74,18.0,SAB(s)bc,SAB(s)bc,0.00392
NGC1566,1504,NGC1574,39,"('65.0025', '-54.937222222222225')","('65.49508', '-56.97475')",2.345781649508131e-10,1.22632499121445e-13,168.90441325282507,140.29611541307906,692.5906313067629,x,902.0,1041.0,-463.0,19.3,x,27.0,24.6,24.0,45.0,52.9,203.31,.LAS-*.,0.74,35.0,SA0^-,SA0^-,0.003472
NGC1566,1504,NGC1566GROUP:[KKF2005]08,39,"('65.0025', '-54.937222222222225')","('64.47646', '-55.93289')",3.594638865639941e-11,1.4888917596548402e-103,74.22181292925816,23.481226543773214,361.0139176035199,x,1236.0,1379.0,-125.0,19.9,x,8.2,1.2,81.0,18.0,1.1,177.07,.S..7?/,0.74,18.0,Sc:_HII,Sc:_HII,0.004599
NGC1566,1504,NGC1543,39,"('65.0025', '-54.937222222222225')","('63.18021', '-57.73797')",1.5893484510257354e-11,1.3387014840658844e-13,182.05846719712505,165.13903536111624,857.3293833485295,x,1033.0,1176.0,-328.0,16.5,x,30.1,16.6,57.0,96.0,75.5,293.87,RLBS0..,0.74,93.0,(R)SB(l)0^0,(R)SB(l)0^0,0.003922
NGC1566,1504,NGC1536,39,"('65.0025', '-54.937222222222225')","('62.74942', '-56.48044')",1.4358607010946577e-11,7.640833656624717e-54,97.63112263186666,42.61276803963807,467.27938777829627,x,1071.0,1217.0,-287.0,13.4,x,12.2,5.9,61.0,170.0,50.0,119.72,.SBS5P*,0.74,155.0,SB(s)c_pec:_HII,SB(s)c_pec:_HII,0.004059
NGC1566,1504,NGC1602,39,"('65.0025', '-54.937222222222225')","('66.97904', '-55.05772')",3.608082310533823e-21,0.0,58.44741601217563,13.968249711399062,400.5618961699546,x,1430.0,1568.0,64.0,20.13,x,5.8,3.4,55.0,79.0,17.1,116.99,.IBS9P*,0.74,83.0,IB(s)m_pec:,IB(s)m_pec:,0.00523
NGC1566,1504,NGC1566GROUP:[KKF2005]09,39,"('65.0025', '-54.937222222222225')","('61.76266', '-55.32383')",1.6087767496115553e-24,0.0,62.55531020447933,16.190861620062105,442.4839514722544,x,917.0,1068.0,-436.0,13.4,x,6.4,3.8,53.0,78.0,0.3,80.94,.IXS9P*,0.74,78.0,IAB(s)m_pec:,IAB(s)m_pec:,0.003564
NGC1566,1504,NGC1672,39,"('65.0025', '-54.937222222222225')","('71.42708', '-59.24718')",6.157628528100084e-25,5.23409093667975e-45,152.5722621694062,112.46927135889163,1131.4929164925843,x,1209.0,1331.0,-173.0,11.7,x,23.3,14.7,51.0,95.0,44.4,396.42,.SBS3..,0.74,170.0,(R'_1:)SB(r)bc_Sy2,(R'_1:)SB(r)bc_Sy2,0.00444
NGC1566,1504,NGC1566GROUP:[KKF2005]15,39,"('65.0025', '-54.937222222222225')","('66.88583', '-54.19669')",6.861392436846182e-31,0.0,60.517027240206275,15.065888622978731,504.2452242168496,x,1331.0,1471.0,-33.0,21.9,x,6.1,2.9,61.0,50.0,5.6,79.1,.E.4.*.,0.74,42.0,E4:,E4:,0.004907
NGC1566,1504,2MASXJ04180709-5555503,39,"('65.0025', '-54.937222222222225')","('64.52983', '-55.93056')",5.253872166156034e-36,0.0,34.485854956043596,4.436552715791846,309.9479846640134,x,1226.0,1369.0,-135.0,17.26,x,2.7,1.4,59.0,50.0,34.7,-99.99,x,0.74,-99,ImIII_or_bSp,ImIII_or_bSp,0.004566
NGC1566,1504,NGC1566GROUP:[KKF2005]16,39,"('65.0025', '-54.937222222222225')","('69.82972', '-54.21151')",7.808954139429745e-95,0.0,73.59607664577429,23.053004142627483,1081.9381424955975,x,1523.0,1655.0,151.0,21.45,x,8.1,2.0,76.0,75.0,0.3,70.49,.S.0?P/,0.74,75.0,S0/a?_pec_sp,S0/a?_pec_sp,0.005522
NGC1566,1504,PGC015661,39,"('65.0025', '-54.937222222222225')","('69.32507', '-55.92404')",1.1966861540079515e-103,0.0,61.87924114867984,15.812874501494028,952.1574273970433,x,1466.0,1597.0,93.0,20.64,x,6.3,3.2,60.0,73.0,38.7,72.14,.IBS9..,0.74,73.0,IB(s)m,IB(s)m,0.005326
NGC1566,1504,PGC015650,39,"('65.0025', '-54.937222222222225')","('69.23621', '-52.17366')",4.256996601343575e-111,0.0,57.750220983723516,13.608563480397187,919.2340181418133,x,1544.0,1680.0,176.0,14.1,x,5.7,4.1,44.0,162.0,59.3,73.82,.SBS9..,0.74,162.0,SB(s)m,SB(s)m,0.005603
NGC1566,1504,PGC015315,39,"('65.0025', '-54.937222222222225')","('67.49783', '-51.69833')",2.6078544817671163e-136,0.0,65.88793137593471,18.124817240457904,1164.119011495579,x,1329.0,1470.0,-34.0,18.71,x,6.9,5.9,31.0,65.0,41.1,-99.99,       ,0.74,-99,E,E,0.004903
NGC1566,1504,NGC1566GROUP:[KKF2005]14,39,"('65.0025', '-54.937222222222225')","('64.74783', '-58.25753')",1.1544829426739151e-138,0.0,50.55306852161237,10.189357192679037,898.4483075139348,x,1100.0,1239.0,-265.0,15.49,x,4.7,3.4,44.0,50.0,47.5,-99.99,x,0.74,-99,S0^0p,S0^0p,0.004133
NGC1566,1504,PGC015782,39,"('65.0025', '-54.937222222222225')","('70.07287', '-58.74428')",1.322787829886279e-240,0.0,50.55306852161237,10.189357192679037,1184.720388905248,x,1024.0,1150.0,-354.0,14.42,x,4.7,4.5,18.0,170.0,27.4,58.63,.L..0P*,0.74,-99,S0^0^_pec:,S0^0^_pec:,0.003836
NGC1566,1504,NGC7582:[ZM98]0024,39,"('65.0025', '-54.937222222222225')","('350.20458', '-41.73083')",0.0,0.0,13.586814548942638,0.5856620185738528,853.6249254197625,x,1369.0,1623.0,119.0,1.0,x,0.7,0.6,30.0,47.0,25.1,99.58,.SBS9..,0.74,-99,SAB(s)m,SAB(s)m,0.005414
NGC1566,1504,UMaDwarf,39,"('65.0025', '-54.937222222222225')","('158.72', '51.92')",-99.99,-99.99,-99.99,-99.99,230.13382696885847,x,1313.0,1101.0,-403.0,0.1,x,-99.99,-99.99,-99,-99,56.1,-99.99,x,0.74,-99,dSph,dSph,0.003673
NGC1566,1504,NGC1566GROUP:[KKF2005]24,39,"('65.0025', '-54.937222222222225')","('60.3133', '-53.48964')",-99.99,-99.99,-99.99,-99.99,744.4524614480003,x,978.0,1135.0,-369.0,13.76,x,-99.99,-99.99,-99,-99,37.3,-99.99,x,0.74,-99,Irregular,Irregular,0.003786
NGC1566,1504,NGC1566GROUP:[KKF2005]11,39,"('65.0025', '-54.937222222222225')","('66.9375', '-55.01889')",-99.99,-99.99,-99.99,-99.99,392.35633530197924,x,1434.0,1572.0,68.0,20.19,x,-99.99,-99.99,-99,-99,13.2,-99.99,x,0.74,-99,x,x,0.005244
NGC1566,1504,NGC1566GROUP:[KKF2005]06,39,"('65.0025', '-54.937222222222225')","('65.71559', '-56.22739')",-99.99,-99.99,-99.99,-99.99,401.9835673013916,x,1210.0,1350.0,-154.0,17.04,x,-99.99,-99.99,-99,-99,81.4,-99.99,x,0.74,-99,Irr,Irr,0.004503
NGC1566,1504,NGC1566GROUP:[KKF2005]04,39,"('65.0025', '-54.937222222222225')","('66.8072', '-57.42837')",-99.99,-99.99,-99.99,-99.99,712.5075984855736,x,1080.0,1215.0,-289.0,15.2,x,-99.99,-99.99,-99,-99,76.4,-99.99,x,0.74,-99,Irregular,Irregular,0.004053
NGC1566,1504,LSBGF157-059,39,"('65.0025', '-54.937222222222225')","('63.06478', '-55.86871')",-99.99,-99.99,-99.99,-99.99,378.8934869322331,x,1069.0,1216.0,-288.0,15.06,x,-99.99,-99.99,-99,-99,30.9,-99.99,x,0.74,-99,"dE,N_(off_center_N)","dE,N_(off_center_N)",0.004056
NGC1566,1504,LSBGF157-057,39,"('65.0025', '-54.937222222222225')","('63.53779', '-55.70742')",-99.99,-99.99,-99.99,-99.99,307.5657751857174,x,1103.0,1249.0,-255.0,15.53,x,-99.99,-99.99,-99,-99,33.5,-99.99,x,0.74,-99,dE,dE,0.004166
