AGNname,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,virialRadius,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),corrected_az (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,galaxyRedshift
MRC2251-178,MCG-03-58-014,x,"('343.52458', '-17.58194')","(344.36012, -17.88558)",1840.5619211814894,63.897713172478895,417.3445625118579,x,1993.2,281.79999999999995,28.07265578,x,6.6,3.7,55.9,105.0,35.9,35.9,0,x,x,x,Sa,0.007575
