target,identified,v_limits,e_v_center,Lya_v,Lya_W,e_Lya_W,Na,e_Na,b,e_b,W,e_W,comment,z_target,RAdeg_target,DEdeg_target,type,glon,glat,z,program PI,program #,obsid,"SN(N=1238,C=1548,O=1031)",calver,nightonly,IGMPARS,FPN
MS1217.0+0700,,,,,,,,,,,,,,,,,Sey,281.10,68.23,0.08058,Wakker,13444,LC8L07,SN=N:16.0,v3.0,nightonly=done,IGMPARS=yes,FPN=yes
LBQS1222+1235,,,,,,,,,,,,,,,,,QSO,279.13,73.96,0.41500,Putman,11698,XXX,SN=7,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
FBQSJ1134+2555,,,,,,,,,,,,,,,,,QSO,212.62,72.87,0.70994,Tumlinson,12248,LBHO86,"SN=N:9.2,C:9.7",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
IRAS11598-0112,,,,,,,,,,,,,,,,,Sey,278.58,59.05,0.15000,Martin,12533,XXX,SN=5,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ105956.10+121151.0,,,,,,,,,,,,,,,,,QSO,237.19,59.92,0.99271,Heckman,12603,LBS306,SN=N:13.1,v3.0,nightonly=TODO,IGMPARS=no,FPN=no
2dFGRS_S393Z082,,,,,,,,,,,,,,,,,QSO,226.56,-64.96,0.33921,Bowen,12988,"LC1040,45",SN=N:11.5,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
US2816,,,,,,,,,,,,,,,,,QSO,197.15,74.51,0.48190,"Bordoloi,Ellison,Heckman","12603,13774,13852","LBS344,LCLP04,LCOB08","SN=N:10.5,C:18.2",v3.3.4,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ110413.40+281530.0,,,,,,,,,,,,,,,,,Sey,203.94,66.29,0.18700,Bowen,13749,XXX,SN=7,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
RX_J1236.0+2641,,,,,,,,,,,,,,,,,Sey,219.29,86.55,0.20915,Tumlinson,12248,LBHO87,"SN=N:13.3,C:7.9",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
HS1543+5921,,,,,,,,,,,,,,,,,QSO,92.40,46.36,0.80700,Bowen,9784,"O5L301,O8MR01-06","SN=N:12.3,O:2.0",vXXX,nightonly=NONE,IGMPARS=prt,FPN=stis
SDSSJ102025.80+413342.0,,,,,,,,,,,,,,,,,QSO,177.94,56.00,0.36200,Bowen,15196,XXX,SN=5,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
UVQSJ185649.37-544229.9,,,,,,,,,,,,,,,,,QSO,341.66,-22.60,0.05700,Fox,15339,XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
LBQS1222+1235,,,,,,,,,,,,,,,,,QSO,279.13,73.96,0.41500,Putman,11698,XXX,SN=7,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
US1786,,,,,,,,,,,,,,,,,QSO,178.49,39.48,0.48194,Ellison,13774,"LCOB07,13","SN=N:9.4,C:11.5",v3.1.7,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ093706.90+170021.0,,,,,,,,,,,,,,,,,QSO,215.18,44.14,0.50567,Heckman,12603,"LBS304,82",SN=N:9.2,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ083331.60+523405.1,,,,,,,,,,,,,,,,,QSO,165.98,36.52,0.64170,Heckman,13862,XXX,SN=5,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ123426.80+072411.0,,,,,,,,,,,,,,,,,QSO,290.61,69.87,0.84400,Putman,11698,XXX,SN=6,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
LBQS1218+1611,,,,,,,,,,,,,,,,,Sey,269.23,76.75,0.22945,Putman,11698,LB1V04,SN=N:6.4,v3.1.1,nightonly=TODO,IGMPARS=yes,FPN=yes
WEE67,,,,,,,,,,,,,,,,,Sey,231.48,86.58,0.02000,Bowen,15196,XXX,SN=4,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
LBQS1220+0939,,,,,,,,,,,,,,,,,QSO,281.08,71.05,0.68236,Putman,11698,LB1V10,SN=N:11.7,v3.1.1,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ104335.90+115129.0,,,,,,,,,,,,,,,,,QSO,233.63,56.37,0.79400,Borthakur,14071,LCX209,SN=N:13.5,v3.1.1,nightonly=TODO,IGMPARS=yes,FPN=yes
MS1228.6+1219,,,,,,,,,,,,,,,,,Sey,284.49,74.20,0.11612,Borthakur,14071,LCX214,SN=N:12.1,v3.1.1,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ095109.10+330745.0,,,,,,,,,,,,,,,,,QSO,192.85,50.86,0.64531,Bowen,12486,"LBP210,15",SN=N:8.0,v3.1.1,nightonly=TODO,IGMPARS=no,FPN=no
4C10.34,,,,,,,,,,,,,,,,,QSO,267.64,70.40,1.08800,Putman,11698,XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ091235.40+295725.0,,,,,,,,,,,,,,,,,QSO,195.93,42.31,0.30558,Tumlinson,12248,LBHO90,"SN=N:7.1,C:6.8",v3.0,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ135341.03+361948.0,,,,,,,,,,,,,,,,,Sey,71.67,73.91,0.14659,Wakker,13444,LC8L04,SN=N:19.5,v3.0,nightonly=done,IGMPARS=yes,FPN=yes
SBS1122+594,,,,,,,,,,,,,,,,,QSO,141.80,54.71,0.85142,Green,11520,LB4R11-12,"SN=N:15.0,C:14.6",v3.0,nightonly=TODO,IGMPARS=yes,FPN=esys_ID
SDSSJ121633.60+181906.0,,,,,,,,,,,,,,,,,QSO,258.76,78.08,0.44900,Tejos,15293,XXX,SN=4,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
RX_J1406.9+1442,,,,,,,,,,,,,,,,,QSO,1.51,68.48,0.26400,Bordoloi,13852,XXX,SN=12,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ124129.64+285212.0,,,,,,,,,,,,,,,,,QSO,173.92,87.20,0.58967,Heckman,12603,LBS345,SN=N:11.4,v3.0,nightonly=TODO,IGMPARS=no,FPN=no
CSO1208,,,,,,,,,,,,,,,,,Sey,154.23,66.24,0.11439,Wakker,14772,LD5Z04,SN=N:7.1,v3.2.1,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J0028.1+3103,,,,,,,,,,,,,,,,,QSO,117.09,-31.54,0.50000,Lehner,14268,LCXV08,"SN=N:16.3,C:13.7",v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
CSO1308,,,,,,,,,,,,,,,,,QSO,138.81,70.37,0.52519,Bowen,12486,LBP220,SN=N:1.8,v3.0,nightonly=TODO,IGMPARS=no,FPN=no
RX_J1356.4+2515,,,,,,,,,,,,,,,,,Sey,29.27,75.31,0.16404,Tumlinson,12248,LBHO57,"SN=N:11.2,C:8.2",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
LBQS1222+1235,,,,,,,,,,,,,,,,,QSO,279.13,73.96,0.41500,Putman,11698,XXX,SN=7,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ122018.43+064119.6,,,,,,,,,,,,,,,,,QSO,281.64,68.26,0.28700,Putman,11698,XXX,SN=5,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
HS1119+5812,,,,,,,,,,,,,,,,,QSO,143.64,55.49,0.90685,Tumlinson,12248,LBHO84,"SN=N:9.1,C:8.9",v3.0,nightonly=TODO,IGMPARS=no,FPN=no
LBQS1220+1006,,,,,,,,,,,,,,,,,Sey,280.53,71.47,0.27692,Putman,11698,LB1V08,SN=N:7.0,v3.1.1,nightonly=TODO,IGMPARS=yes,FPN=yes
SBS1108+560,,,,,,,,,,,,,,,,,QSO,148.17,56.17,0.76827,Green,12025,LBG809,"SN=N:4.0,C:15.8",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
UVQSJ213553.19-531655.7,,,,,,,,,,,,,,,,,QSO,343.07,-45.68,0.80570,Chen,15163,XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
H1101-232,,,,,,,,,,,,,,,,,BLLac,273.19,33.08,0.18600,Green,12025,LBG804-05,"SN=N:16.4,C:12.5",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
MRK1269,,,,,,,,,,,,,,,,,Sey,176.35,62.62,0.12003,Wakker,14772,LD5Z10,SN=N:12.2,v3.2.1,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ110413.40+281530.0,,,,,,,,,,,,,,,,,Sey,203.94,66.29,0.18700,Bowen,13749,XXX,SN=7,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
CSO1124,,,,,,,,,,,,,,,,,QSO,172.55,63.52,0.40309,Tumlinson,12248,LBHO88,"SN=N:9.3,C:9.1",v3.0,nightonly=TODO,IGMPARS=prt,FPN=no
SDSSJ130036.20+134705.0,,,,,,,,,,,,,,,,,Sey,312.50,76.49,0.14200,Burchett,15227,XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
PG2251+113,,,,,,,,,,,,,,,,,QSO,82.78,-41.94,0.32550,Sabra,9871,"O65636,O8S706",SN=,vXXX,nightonly=NONE,IGMPARS=no,FPN=stis
MS0244.6-3020,,,,,,,,,,,,,,,,,QSO,226.57,-64.57,0.53000,Bowen,12988,LC1020,SN=N:10.0,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
CSO395,,,,,,,,,,,,,,,,,QSO,161.26,77.01,0.17108,Tumlinson,12248,LBHO62,"SN=N:13.8,C:11.4",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
HS1024+1849,,,,,,,,,,,,,,,,,QSO,219.73,55.90,2.84000,Syphers,12816,LC2Y02-03,SN=N:9.3,v3.0,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ105945.30+144142.0,,,,,,,,,,,,,,,,,QSO,232.83,61.20,0.63171,Tumlinson,12248,LBHO78,"SN=N:11.8,C:12.9",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ140428.30+335342.0,,,,,,,,,,,,,,,,,QSO,60.69,72.91,0.54996,Heckman,12603,LBS320,SN=N:8.9,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
PG0832+251,,,,,,,,,,,,,,,,,QSO,199.49,33.15,0.33100,Green,12025,LBG808,"SN=N:15.8,C:10.0,O:3.5",v3.1.1,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ140732.20+550725.0,,,,,,,,,,,,,,,,,QSO,101.86,58.78,1.02825,Bowen,12486,"LBP230,35",SN=N:15.0,v3.0,nightonly=TODO,IGMPARS=prt,FPN=no
SDSSJ124210.30+321427.0,,,,,,,,,,,,,,,,,QSO,143.85,84.51,1.49257,Richter,14085,LCUL02,SN=N:12.2,v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
CSO913,,,,,,,,,,,,,,,,,QSO,143.56,83.63,0.81100,Richter,14085,XXX,SN=10,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
VIIZw348,,,,,,,,,,,,,,,,,Gal:HII,140.30,46.87,0.03251,Hayes,13654,LCOX13,SN=N:8.8,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
HE0340-2703,,,,,,,,,,,,,,,,,QSO,222.68,-52.12,0.28300,Cote,9378,O8EI03,SN=N:10.9,vXXX,nightonly=NONE,IGMPARS=yes,FPN=STIS_ID
UM228,,,,,,,,,,,,,,,,,Sey,107.07,-61.05,0.09830,Heckman,13017,LC3402,"SN=N:7.3,C:7.2",v3.1.1,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J0023.5+1547,,,,,,,,,,,,,,,,,QSO,113.14,-46.54,0.41188,Borthakur,14071,LCX221,SN=N:6.8,v3.1.1,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J1342.1+0505,,,,,,,,,,,,,,,,,QSO,333.89,64.87,0.26608,Tumlinson,12248,LBHO60,"SN=N:11.4,C:14.9",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
CSO919,,,,,,,,,,,,,,,,,QSO,133.72,83.06,0.70960,Tumlinson,11598,XXX,SN=7,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ123426.80+072411.0,,,,,,,,,,,,,,,,,QSO,290.61,69.87,0.84400,Putman,11698,XXX,SN=6,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
NPM1-03.0137,,,,,,,,,,,,,,,,,QSO,135.25,-65.66,1.23420,Chen,15163,XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ015530.02-085704.0,,,,,,,,,,,,,,,,,QSO,165.72,-66.34,0.16443,Tumlinson,12248,LBHO66,"SN=N:10.5,C:8.9",v3.0,nightonly=TODO,IGMPARS=prt,FPN=no
PG1425+267,,,,,,,,,,,,,,,,,QSO,36.87,68.57,0.36600,Sabra,9871,"O65637,O8S703-04",SN=O:1.2,vXXX,nightonly=NONE,IGMPARS=no,FPN=stis
TON694,,,,,,,,,,,,,,,,,QSO,55.68,87.19,1.30200,Putman,13382,XXX,SN=7,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ110550.70+285130.0,,,,,,,,,,,,,,,,,QSO,202.48,66.67,0.95600,Bowen,13749,XXX,SN=7,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
RX_J0951.4+3542,,,,,,,,,,,,,,,,,QSO,188.76,50.99,0.39800,Heckman,12603,XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ121640.60+071224.0,,,,,,,,,,,,,,,,,QSO,278.86,68.44,0.58756,Putman,11698,LB1V02,SN=N:10.2,v3.1.1,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ143145.99+030143.8,,,,,,,,,,,,,,,,,QSO,352.13,56.00,0.34080,Heckman,13862,XXX,SN=6,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ014143.20+134032.0,,,,,,,,,,,,,,,,,Sey,141.14,-47.41,0.04541,Wakker,12275,LBH404,SN=N:5.2,v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
2E1219+0447,,,,,,,,,,,,,,,,,Sey,284.18,66.29,0.09400,Borthakur,14071,LCX205,SN=N:11.7,v3.1.7,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ154427.20+274324.0,,,,,,,,,,,,,,,,,Sey,44.13,51.81,0.16320,Heckman,12603,LBS301,SN=N:7.9,v3.0,nightonly=TODO,IGMPARS=no,FPN=no
US136,,,,,,,,,,,,,,,,,QSO,63.02,87.56,1.36000,"Borthakur,Putman","13314,13382","LC9M08,LCD902",SN=N:14.6,"v3.1.7,3.1.8",nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ092542.30+344108.0,,,,,,,,,,,,,,,,,QSO,189.95,45.70,1.06790,Bordoloi,13852,LCLP05,"SN=N:10.4,C:7.9",v3.1.7,nightonly=TODO,IGMPARS=no,FPN=no
TON694,,,,,,,,,,,,,,,,,QSO,55.68,87.19,1.30200,Putman,13382,XXX,SN=7,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
MS1220.9+1601,,,,,,,,,,,,,,,,,Sey,271.84,76.91,0.08069,Borthakur,14071,LCX213,SN=N:9.4,v3.1.7,nightonly=TODO,IGMPARS=no,FPN=no
NGC5669.UB1,,,,,,,,,,,,,,,,,QSO,1.84,60.66,0.76600,Borthakur,14071,XXX,SN=10,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ023529.10-092512.6,,,,,,,,,,,,,,,,,QSO,182.06,-59.73,1.77830,Borthakur,14071,XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ080838.80+051440.0,,,,,,,,,,,,,,,,,QSO,217.12,19.55,0.36061,Heckman,12603,LBS330,SN=N:10.0,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ123521.60+255613.0,,,,,,,,,,,,,,,,,Sey,230.36,86.21,0.24000,Bowen,15196,XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
NGC3184.UB4,,,,,,,,,,,,,,,,,QSO,178.91,55.56,0.67500,Bowen,15196,XXX,SN=4,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
RX_J1429.6+0321,,,,,,,,,,,,,,,,,QSO,351.84,56.59,0.25344,Heckman,12603,"LBS308,80",SN=N:9.1,v3.0,nightonly=done,IGMPARS=yes,FPN=yes
MRK205,,,,,,,,,,,,,,,,,Sey,125.45,41.67,0.07085,Bowen,8625,"O62Q00,03-05","SN=N:8.3,C:6.2,O:17.4",vXXX,nightonly=NONE,IGMPARS=yes,FPN=STIS
LBQS1238+1006,,,,,,,,,,,,,,,,,QSO,294.01,72.51,1.04480,Putman,11698,XXX,SN=6,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
MCG+10-16-111,,,,,,,,,,,,,,,,,Sey,144.21,55.08,0.02710,Bowen,8316,O5EW02,SN=N:26.7,vXXX,nightonly=NONE,IGMPARS=yes,FPN=STIS
TON694,,,,,,,,,,,,,,,,,QSO,55.68,87.19,1.30200,Putman,13382,XXX,SN=7,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
RX_J1236.0+2641,,,,,,,,,,,,,,,,,Sey,219.29,86.55,0.20915,Tumlinson,12248,LBHO87,"SN=N:13.3,C:7.9",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
US143,,,,,,,,,,,,,,,,,Sey,51.53,87.66,0.24300,Putman,13382,XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
1222+090,,,,,,,,,,,,,,,,,QSO,283.16,70.61,0.53000,Putman,11698,XXX,SN=6,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
TON576,,,,,,,,,,,,,,,,,QSO,209.10,69.16,0.42029,Tumlinson,12248,LBHO71,"SN=N:9.8,C:10.0",v3.0,nightonly=TODO,IGMPARS=prt,FPN=no
US143,,,,,,,,,,,,,,,,,Sey,51.53,87.66,0.24300,Putman,13382,XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ105125.80+124746.0,,,,,,,,,,,,,,,,,QSO,234.01,58.49,1.28100,"Arav,Heckman","12603,14777",XXX,SN=6,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
CSO295,,,,,,,,,,,,,,,,,QSO,184.68,63.07,0.60999,Wakker,14772,LD5Z02,SN=N:12.1,v3.2.1,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ101858.58+412455.9,,,,,,,,,,,,,,,,,QSO,178.30,55.77,0.89710,Bowen,15196,XXX,SN=4,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
PG1218+304,,,,,,,,,,,,,,,,,BLLac,186.36,82.73,0.18200,Wakker,14772,LD5Z12,SN=N:14.5,v3.2.1,nightonly=TODO,IGMPARS=yes,FPN=yes
NGC3184.UB1,,,,,,,,,,,,,,,,,Sey,178.51,55.67,0.15200,Bowen,15196,XXX,SN=4,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ154121.50+281706.0,,,,,,,,,,,,,,,,,QSO,44.86,52.57,0.37547,Heckman,12603,LBS332,SN=N:10.0,v3.0,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ151237.15+012846.0,,,,,,,,,,,,,,,,,QSO,1.79,47.55,0.26625,Heckman,12603,LBS311,SN=N:6.8,v3.0,nightonly=done,IGMPARS=yes,FPN=yes
SDSSJ104843.50+130605.0,,,,,,,,,,,,,,,,,Sey,232.87,58.09,0.21900,Rosenberg,12198,XXX,SN=6,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ104709.80+130454.0,,,,,,,,,,,,,,,,,QSO,232.53,57.75,0.40000,"Borthakur,Rosenberg","12198,14071",XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ104816.30+120735.0,,,,,,,,,,,,,,,,,Sey,234.32,57.49,0.29100,Rosenberg,12198,XXX,SN=6,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
MRK509,,,,,,,,,,,,,,,,,QSO,35.97,-29.86,0.03440,"Kaastra,Kriss","12022,12916","LBDH01-02,LC0T01-02","SN=N:92.3,C:74.0,O:30.2",v3.1.1,nightonly=TODO,IGMPARS=yes,FPN=yes
HS1700+6416,,,,,,,,,,,,,,,,,QSO,94.40,36.16,2.74074,Jenkins,7778,"O4SI00-05,O5G074,O8MD01-02","SN=N:4.0,C:2.5,O:6.6",vXXX,nightonly=NONE,IGMPARS=no,FPN=stis
MRK335,,,,,,,,,,,,,,,,,Sey,108.76,-41.42,0.02578,"Green,Longinotti","11524,13814","LB4Q05-06,LCKG01","SN=N:64.7,C:28.2,O:28.1","v3.1.7,3.2.1",nightonly=done,IGMPARS=yes,FPN=yes
PKS0405-12,,,,,,,,,,,,,,,,,QSO,204.93,-41.76,0.57259,"Green,Noll","11508,11541","LACB01,51,LB6802,13,22-23","SN=N:64.0,C:39.2,O:19.0",v3.1.1,nightonly=TODO,IGMPARS=yes,FPN=yes
3C273.0,,,,,,,,,,,,,,,,,QSO,289.95,64.36,0.15834,Green,12038,LBGL31,"SN=N:63.2,C:20.9,O:27.2",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
NGC985,,,,,,,,,,,,,,,,,Sey,180.84,-59.49,0.04354,"Ebrero,Schartel","12953,13812","LBZ801,LCJM01-02","SN=N:55.6,C:41.4,O:10.8",v3.1.1,nightonly=TODO,IGMPARS=yes,FPN=yes
NGC7469,,,,,,,,,,,,,,,,,Sey,83.10,-45.47,0.01632,"Arav,Behar,Crenshaw","12212,14054,14242","LBGU24,LCSX01-07,LCTG01-02","SN=N:54.0,C:23.5,O:16.1",v3.2.1,nightonly=done,IGMPARS=yes,FPN=yes
PG1411+442,,,,,,,,,,,,,,,,,QSO,83.83,66.35,0.08960,"Hamann,Veilleux","12569,13451,14460,14885","LBP414,LC9904,LD2N01,LDDY01","SN=N:41.9,C:28.4,O:5.0",v3.2.1,nightonly=TODO,IGMPARS=yes,FPN=yes
MRK421,,,,,,,,,,,,,,,,,BLLac,179.83,65.03,0.03002,Green,"11520,12025","LB4R01,LBG830","SN=N:49.7,C:34.0,O:30.2",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
MRK817,,,,,,,,,,,,,,,,,Sey,100.30,53.48,0.03146,"Green,Noll","11505,11524","LACD01,LB4Q01","SN=N:49.2,C:32.4,O:43.8",v3.1.1,nightonly=TODO,IGMPARS=yes,FPN=yes
PKS2155-304,,,,,,,,,,,,,,,,,BLLac,17.73,-52.25,0.11600,Green,12038,LBGL32,"SN=N:46.1,C:11.1,O:31.6",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
MRK1298,,,,,,,,,,,,,,,,,Sey,267.63,52.75,0.06000,"Giustini,Veilleux","12569,13429,13836","LBP408,LCBX01-03,LCN701","SN=N:24.3,C:16.9,O:1.7",v3.2.1,nightonly=TODO,IGMPARS=yes,FPN=yes
PG0804+761,,,,,,,,,,,,,,,,,QSO,138.28,31.03,0.10200,Arav,11686,LB4F08,"SN=N:43.9,C:41.9,O:31.6",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
FAIRALL9,,,,,,,,,,,,,,,,,QSO,295.07,-57.83,0.04702,Fox,12604,LBRY03,"SN=N:41.3,C:25.0,O:6.5",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
NGC5548,,,,,,,,,,,,,,,,,Sey,31.96,70.50,0.01718,"Crenshaw,Kaastra","12212,13184","LBGU22,LC7001-06","SN=N:40.2,C:28.8,O:9.1",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
H1821+643,,,,,,,,,,,,,,,,,QSO,94.00,27.42,0.29700,"Green,Hartig","11484,12038","LABO03,06,LBGL33","SN=N:40.2,C:14.3,O:28.7",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
HE0238-1904,,,,,,,,,,,,,,,,,40.136,-18.864,QSO,0.63100,IRAS02390-1909,40.341,-18.949,S_HII,7830,52,120,106.7
MRK1392,,,,,,,,,,,,,,,,,Sey,2.75,50.26,0.03614,Fox,13448,LC8Y12,"SN=N:39.5,C:20.5",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
MRK1044,,,,,,,,,,,,,,,,,Sey,179.69,-60.48,0.01645,Crenshaw,12212,LBGU17,"SN=N:39.4,C:18.4,O:6.5",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
PG1116+215,,,,,,,,,,,,,,,,,QSO,223.36,68.21,0.17650,Green,12038,LBGL01,"SN=N:39.3,C:28.6,O:25.3",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
PG1407+265,,,,,,,,,,,,,,,,,QSO,34.67,72.59,0.94000,Tripp,11741,LB1O25-27,"SN=N:37.9,C:30.6",v3.1.1,nightonly=done,IGMPARS=no,FPN=no
RBS1897,,,,,,,,,,,,,,,,,QSO,338.51,-56.63,0.10174,Arav,11686,LB4F01-02,"SN=N:38.4,C:36.5,O:8.6",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
PHL1811,,,,,,,,,,,,,,,,,QSO,47.47,-44.81,0.19200,Green,12038,LBGL03,"SN=N:37.8,C:30.5,O:17.4",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
ESO141-G55,,,,,,,,,,,,,,,,,Sey,338.18,-26.71,0.03600,Jenkins,12936,LC1202,"SN=N:37.3,C:26.2,O:16.3",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
TON_S210,,,,,,,,,,,,,,,,,QSO,224.97,-83.16,0.11600,Thom,12204,LBH001,"SN=N:36.5,C:25.1,O:20.6",v3.1.1,nightonly=TODO,IGMPARS=yes,FPN=yes
PG1630+377,,,,,,,,,,,,,,,,,QSO,60.34,42.94,1.47895,Tripp,11741,"LB1O28,30-31","SN=N:36.5,C:23.6",v3.1.1,nightonly=TODO,IGMPARS=no,FPN=no
ESO462-G09,,,,,,,,,,,,,,,,,Sey,11.33,-31.95,0.01928,Fox,13448,LC8Y07,"SN=N:36.5,C:10.4",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
3C263,,,,,,,,,,,,,,,,,QSO,134.16,49.74,0.64600,Green,11541,LB6810-11,"SN=N:35.7,C:29.0,O:14.2",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
MRK290,,,,,,,,,,,,,,,,,Sey,91.49,47.95,0.02958,Green,11524,LB4Q02,"SN=N:35.6,C:20.7,O:19.2",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
IRAS_F21325-6237,,,,,,,,,,,,,,,,,Sey,331.14,-42.52,0.05880,Jenkins,12936,LC1203,"SN=N:34.2,C:26.1,O:6.6",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
TOL1247-232,,,,,,,,,,,,,,,,,Gal:HII,302.60,39.30,0.04800,Oestlin,13027,LBZ911-12,SN=O:5.5,v3.3.4,nightonly=TODO,IGMPARS=no,FPN=no
PG1553+113,,,,,,,,,,,,,,,,,BLLac,21.91,43.96,0.46699,Green,"11520,12025","LB4R02,LBG803","SN=N:33.0,C:38.6,O:12.5",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
PG1148+549,,,,,,,,,,,,,,,,,QSO,140.61,60.39,0.96900,Tripp,11741,LB1O22-24,"SN=N:32.1,C:19.7",v3.1.1,nightonly=TODO,IGMPARS=prt,FPN=no
PG0953+414,,,,,,,,,,,,,,,,,QSO,179.79,51.71,0.23410,Green,12038,LBGL02,"SN=N:32.1,C:27.5,O:24.3",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ084602.46+570328.5,,,,,,,,,,,,,,,,,QSO,160.16,37.93,0.70000,Farihi,14597,XXX,SN=32,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
