target,identified,v_limits,e_v_center,Lya_v,Lya_W,e_Lya_W,Na,e_Na,b,e_b,W,e_W,comment,z_target,RAdeg_target,DEdeg_target,type,glon,glat,z,program PI,program #,obsid,"SN(N=1238,C=1548,O=1031)",calver,nightonly,IGMPARS,FPN
4C63.22,,,,,,,,,,,,,,,,,Sey1.2,99.72,46.01,0.20400,Wakker,12276,LBI601,SN=N:9.0,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ110756.50+474434.0,,,,,,,,,,,,,,,,,Sey,160.40,61.16,0.07266,Wakker,14772,LD5Z33,SN=N:8.9,v3.2.1,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ234500.43-005936.0,,,,,,,,,,,,,,,,,QSO,88.79,-59.39,0.79005,Tumlinson,11598,LB5N10,"SN=N:8.8,C:8.1",v3.1.1,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ080359.23+433258.4,,,,,,,,,,,,,,,,,QSO,176.40,31.00,0.44871,Tumlinson,11598,LB5N09,"SN=N:8.8,C:8.6",v3.1.1,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ011623.06+142940.6,,,,,,,,,,,,,,,,,QSO,131.96,-47.94,0.39361,Ellison,13774,"LCOB05,11","SN=N:8.8,C:8.8",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
MRK926,,,,,,,,,,,,,,,,,Sey,64.09,-58.76,0.04732,Stocke,7345,O4EC12,"SN=N:8.7,O:3.3",vXXX,nightonly=NONE,IGMPARS=prt,FPN=stis
3C351.0,,,,,,,,,,,,,,,,,QSO,90.08,36.38,0.37194,Jenkins,8015,"O57900-04,O65602","SN=N:8.7,C:9.2,O:0.1",vXXX,nightonly=NONE,IGMPARS=yes,FPN=STIS_ID
SDSSJ144511.20+342825.0,,,,,,,,,,,,,,,,,QSO,56.74,64.59,0.69723,Tumlinson,11598,LB5N40,"SN=N:9.5,C:7.7",v3.1.1,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ004222.29-103743.8,,,,,,,,,,,,,,,,,QSO,115.13,-73.36,0.42479,Tumlinson,11598,LB5N05,"SN=N:8.6,C:7.6",v3.1.1,nightonly=TODO,IGMPARS=prt,FPN=no
RX_J1616.8+4154,,,,,,,,,,,,,,,,,QSO,66.28,45.91,0.44120,Tumlinson,11598,LB5N28,"SN=N:8.6,C:9.7",v3.1.1,nightonly=TODO,IGMPARS=no,FPN=no
RX_J1435.1+3604,,,,,,,,,,,,,,,,,QSO,61.52,66.26,0.42994,Tumlinson,11598,LB5N12,"SN=N:8.0,C:8.7",v3.1.1,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ112005.00+041323.0,,,,,,,,,,,,,,,,,QSO,255.34,58.38,0.54688,Heckman,12603,LBS326,SN=N:8.5,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
SBS1102+599A,,,,,,,,,,,,,,,,,Sey,144.82,52.68,0.03376,Hayes,13654,LCOX05,SN=N:8.5,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J1210.6+3157,,,,,,,,,,,,,,,,,QSO,181.96,79.90,0.38904,Tumlinson,12248,LBHO64,"SN=N:8.5,C:7.7",v3.0,nightonly=TODO,IGMPARS=prt,FPN=no
PG1444+407,,,,,,,,,,,,,,,,,QSO,69.90,62.72,0.26703,Tripp,9184,O6E100-06,"SN=N:8.5,C:8.2,O:4.3",vXXX,nightonly=NONE,IGMPARS=prt,FPN=stis
HE0348-5353,,,,,,,,,,,,,,,,,QSO,264.66,-47.99,0.13000,Dupke,9858,O8P803,SN=O:3.7,vXXX,nightonly=NONE,IGMPARS=yes,FPN=STIS
3C249.1,,,,,,,,,,,,,,,,,QSO,130.39,38.55,0.31150,Tripp,9184,"O65635,O6CT23,O6E100,24-30","SN=N:8.4,C:7.7,O:16.2",vXXX,nightonly=NONE,IGMPARS=yes,FPN=STIS
TON1448,,,,,,,,,,,,,,,,,Sey,178.36,74.75,0.25171,Wakker,14772,LD5Z38,SN=N:8.3,v3.1.8,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ125846.70+242739.0,,,,,,,,,,,,,,,,,QSO,335.11,86.86,0.37110,Putman,13382,LCD909,SN=N:8.3,v3.0,nightonly=done,IGMPARS=yes,FPN=yes
PG1202+281,,,,,,,,,,,,,,,,,QSO,205.96,79.61,0.16530,Tumlinson,12248,LBHO72,"SN=N:8.3,C:9.2,O:1.5",v3.0,nightonly=TODO,IGMPARS=no,FPN=no
3C454.3,,,,,,,,,,,,,,,,,QSO,86.11,-38.18,0.85900,Churchill,13398,LCCL26-28,"SN=N:8.2,C:15.3",v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
UVQSJ203335.89-032038.5,,,,,,,,,,,,,,,,,QSO,42.04,-24.18,0.69640,Barger,15161,XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ155504.40+362847.0,,,,,,,,,,,,,,,,,QSO,58.32,50.27,0.71400,Tumlinson,11598,XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ151428.60+361958.0,,,,,,,,,,,,,,,,,QSO,58.89,58.43,0.69500,Tumlinson,11598,XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ115758.73-002220.8,,,,,,,,,,,,,,,,,QSO,275.71,59.64,0.25970,Tumlinson,11598,XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ113327.78+032719.1,,,,,,,,,,,,,,,,,QSO,261.35,59.87,0.52520,Tumlinson,"11598,13033",XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ113210.50+133509.0,,,,,,,,,,,,,,,,,Sey,245.18,67.07,0.20100,Heckman,12603,XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ113137.10+155644.0,,,,,,,,,,,,,,,,,Sey,239.99,68.38,0.18300,Heckman,12603,XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ111443.70+525834.0,,,,,,,,,,,,,,,,,Sey,151.13,58.53,0.07921,Wakker,14240,LCWM08,SN=N:8.0,v3.1.8,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ101318.00+050033.0,,,,,,,,,,,,,,,,,Sey,236.20,46.35,0.26600,Heckman,12603,XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ100902.10+071344.0,,,,,,,,,,,,,,,,,QSO,232.66,46.70,0.45652,Tumlinson,11598,LB5N13,"SN=N:0.2,C:8.5",v3.1.1,nightonly=TODO,IGMPARS=prt,FPN=no
SDSSJ093602.10+200543.0,,,,,,,,,,,,,,,,,QSO,210.99,44.96,1.18100,Arav,14777,XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ091029.70+101413.0,,,,,,,,,,,,,,,,,QSO,219.82,35.48,0.46300,Tumlinson,11598,XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ010226.31-003904.6,,,,,,,,,,,,,,,,,QSO,129.08,-63.39,0.29450,Zheng,15156,XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SBS1551+572,,,,,,,,,,,,,,,,,QSO,88.95,46.31,0.36600,Wakker,12276,LBI615,SN=N:7.9,v3.0,nightonly=TODO,IGMPARS=prt,FPN=no
SBS1327+543,,,,,,,,,,,,,,,,,QSO,110.82,62.13,0.95000,Arav,14777,XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SBS0924+606B,,,,,,,,,,,,,,,,,QSO,154.10,42.44,0.29550,Tumlinson,11598,XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
RX_J0925.9+4004,,,,,,,,,,,,,,,,,QSO,182.22,45.94,0.47000,Tumlinson,11598,XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
QSO1336+2531,,,,,,,,,,,,,,,,,QSO,25.64,79.28,0.50700,Burchett,15227,XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
NVSS_J20440-0758,,,,,,,,,,,,,,,,,Sey,38.79,-28.62,0.10300,Barger,15161,XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
LBQS0101+0009,,,,,,,,,,,,,,,,,QSO,129.54,-62.29,0.39400,Zheng,15156,XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
HS0911+4809,,,,,,,,,,,,,,,,,QSO,171.32,43.50,3.34700,Syphers,12816,XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
FBQSJ1220+3853,,,,,,,,,,,,,,,,,QSO,149.71,76.59,0.37665,Tumlinson,11598,LB5N41,"SN=N:7.7,C:7.2",v3.1.1,nightonly=TODO,IGMPARS=prt,FPN=no
TON1337,,,,,,,,,,,,,,,,,Sey,194.22,66.84,0.24301,Wakker,14772,LD5Z36,SN=N:7.6,v3.1.8,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ094331.60+053131.0,,,,,,,,,,,,,,,,,QSO,230.04,40.41,0.56432,Tumlinson,11598,LB5N42,"SN=N:7.6,C:6.9",v3.1.1,nightonly=TODO,IGMPARS=no,FPN=no
FBQSJ0012-1022,,,,,,,,,,,,,,,,,QSO,92.32,-70.89,0.22819,Tumlinson,12248,LBHO76,"SN=N:7.6,C:8.2",v3.0,nightonly=TODO,IGMPARS=no,FPN=no
PKS0932+02,,,,,,,,,,,,,,,,,QSO,232.39,36.84,0.64912,Tumlinson,11598,LB5N43,"SN=N:7.5,C:7.5",v3.1.1,nightonly=TODO,IGMPARS=no,FPN=no
HS0624+6907,,,,,,,,,,,,,,,,,QSO,145.71,23.35,0.37000,Tripp,9184,"O6CT12,O6E100,12-16","SN=N:7.5,C:8.9,O:11.8",vXXX,nightonly=NONE,IGMPARS=prt,FPN=stis
US3101,,,,,,,,,,,,,,,,,QSO,188.21,76.44,0.58945,Wakker,14772,LD5Z39,SN=N:0.7,v3.1.8,nightonly=TODO,IGMPARS=yes,FPN=yes
IRAS01003-2238,,,,,,,,,,,,,,,,,Sey,152.05,-84.58,0.11770,Martin,12533,LBRM02,SN=N:7.3,v3.0,nightonly=TODO,IGMPARS=no,FPN=no
RX_J1508.8+6814,,,,,,,,,,,,,,,,,Sey,105.99,44.10,0.05864,Wakker,12276,LBI608,SN=N:7.2,v3.0,nightonly=TODO,IGMPARS=prt,FPN=no
SDSSJ152447.75+041919.8,,,,,,,,,,,,,,,,,QSO,7.85,46.92,0.71103,Borthakur,14071,LCX218,SN=N:8.8,v3.1.7,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ143621.30+072720.0,,,,,,,,,,,,,,,,,QSO,359.43,58.29,0.88900,Arav,14777,XXX,SN=7,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ113524.00+074502.0,,,,,,,,,,,,,,,,,Sey,256.51,63.54,0.33300,Heckman,13862,XXX,SN=7,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ094631.70+512339.0,,,,,,,,,,,,,,,,,QSO,165.03,47.77,0.74200,Chen,14145,XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ091440.40+282330.0,,,,,,,,,,,,,,,,,QSO,198.13,42.45,0.73500,Tumlinson,11598,XXX,SN=7,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ080704.90+360353.0,,,,,,,,,,,,,,,,,QSO,185.06,30.11,0.46900,Heckman,13862,XXX,SN=7,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
RX_J1028.7+3918,,,,,,,,,,,,,,,,,QSO,181.38,58.03,0.47200,Heckman,13862,XXX,SN=7,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
LBQS1211+0841,,,,,,,,,,,,,,,,,QSO,276.19,69.35,0.58500,Putman,11698,XXX,SN=7,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
KUV16313+3931,,,,,,,,,,,,,,,,,QSO,62.78,42.84,1.02300,Arav,14777,XXX,SN=7,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
HS1255+4445,,,,,,,,,,,,,,,,,QSO,119.42,72.60,0.30000,Tejos,15293,XXX,SN=7,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
HS0840+2630,,,,,,,,,,,,,,,,,Sey,198.59,35.30,0.25800,Heckman,13862,XXX,SN=7,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
3C94,,,,,,,,,,,,,,,,,QSO,196.56,-42.72,0.96625,Arav,14777,XXX,SN=7,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
RX_J1001.1+2911,,,,,,,,,,,,,,,,,BLLac,199.51,52.62,0.55800,Stocke,13008,LC0L01,"SN=N:6.9,C:8.3",v3.1.1,nightonly=TODO,IGMPARS=no,FPN=no
LBQS0052-0038,,,,,,,,,,,,,,,,,Sey,125.16,-63.22,0.16761,Heckman,11727,"LB5B08,12","SN=N:6.9,C:3.9",v3.1.1,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ132503.80+271719.0,,,,,,,,,,,,,,,,,QSO,36.08,82.52,0.52170,Heckman,12603,LBS335,SN=N:6.9,v3.1.7,nightonly=TODO,IGMPARS=no,FPN=no
IRAS_F21013-0739,,,,,,,,,,,,,,,,,Sey,41.93,-32.79,0.13690,Heckman,11727,LB5B07,"SN=N:6.6,C:5.7",v3.1.1,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ140655.66+015712.8,,,,,,,,,,,,,,,,,QSO,341.82,59.00,0.42703,Heckman,12603,LBS327,SN=N:6.5,v3.0,nightonly=done,IGMPARS=yes,FPN=yes
MRK357,,,,,,,,,,,,,,,,,Sey,132.20,-39.14,0.05285,Keel,8565,O66C01,SN=O:6.4,vXXX,nightonly=NONE,IGMPARS=no,FPN=stis
SDSSJ092159.40+450912.0,,,,,,,,,,,,,,,,,Sey,175.04,44.96,0.23479,Heckman,11727,LB5B06,"SN=N:6.2,C:5.7",v3.1.1,nightonly=TODO,IGMPARS=no,FPN=no
RX_J1119.2+4824,,,,,,,,,,,,,,,,,QSO,156.82,62.22,0.43683,Wakker,14772,LD5Z20,SN=N:6.2,v3.1.8,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ135823.98+021343.8,,,,,,,,,,,,,,,,,QSO,338.55,60.38,0.95750,Tejos,15293,XXX,SN=6,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ123647.80+060048.0,,,,,,,,,,,,,,,,,QSO,292.91,68.60,1.27800,Putman,11698,XXX,SN=6,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ104923.20+021806.0,,,,,,,,,,,,,,,,,QSO,248.05,51.67,0.74900,Heckman,13473,XXX,SN=6,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ104244.30+164655.0,,,,,,,,,,,,,,,,,QSO,225.38,58.53,0.97600,Arav,14777,XXX,SN=6,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ090704.80+532656.7,,,,,,,,,,,,,,,,,Gal:BCG,164.19,41.45,0.02985,Hayes,12583,LBQE02,SN=N:6.0,v3.1.1,nightonly=TODO,IGMPARS=no,FPN=no
HS0033+4300,,,,,,,,,,,,,,,,,Sey,120.03,-19.51,0.12000,Rich,11632,LB2F03,"SN=N:6.0,C:8.0",v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
UGC8335B,,,,,,,,,,,,,,,,,Gal:HII,118.04,54.77,0.03106,Hayes,12583,LBQE03,SN=N:5.8,v3.1.1,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ152139.66+033729.2,,,,,,,,,,,,,,,,,QSO,6.34,47.14,0.12650,Tumlinson,12248,LBHO54,"SN=N:5.6,C:5.6",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RBS1090,,,,,,,,,,,,,,,,,QSO,183.80,81.63,0.30040,Wakker,14772,LD5Z18,SN=N:5.1,v3.2.1,nightonly=TODO,IGMPARS=yes,FPN=yes
UM428,,,,,,,,,,,,,,,,,Sey,264.25,54.68,0.04640,Wakker,12275,LBH414,SN=N:5.0,v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
SDSSJ163746.55+425449.6,,,,,,,,,,,,,,,,,QSO,67.56,42.02,0.54460,Tejos,15293,XXX,SN=5,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ155837.80+081345.0,,,,,,,,,,,,,,,,,QSO,18.81,41.93,0.51600,Heckman,13862,XXX,SN=5,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ144625.07+035503.6,,,,,,,,,,,,,,,,,QSO,357.76,54.06,0.88880,Heckman,13473,XXX,SN=5,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ112021.40+110434.0,,,,,,,,,,,,,,,,,QSO,245.40,63.25,0.49500,Tejos,15293,XXX,SN=5,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
RX_J1410.8+0910,,,,,,,,,,,,,,,,,Sey,352.93,64.03,0.17800,Tejos,15293,XXX,SN=5,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
QSO1417+3752,,,,,,,,,,,,,,,,,QSO,67.99,68.64,0.48000,Tejos,15293,XXX,SN=5,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
HE0047-1756,,,,,,,,,,,,,,,,,QSO,121.52,-80.54,1.67000,Zahedy,15250,XXX,SN=6,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
CSO639,,,,,,,,,,,,,,,,,QSO,88.10,63.08,0.37200,Heckman,13862,XXX,SN=5,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
CSO607,,,,,,,,,,,,,,,,,QSO,91.87,65.36,1.24000,Heckman,13862,XXX,SN=5,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
FBS1324+448,,,,,,,,,,,,,,,,,Sey,102.99,71.14,0.33040,Tumlinson,12248,LBHO82,"SN=N:4.9,C:4.9",v3.0,nightonly=TODO,IGMPARS=no,FPN=no
NGC6376,,,,,,,,,,,,,,,,,Sey,87.41,34.00,0.02849,Wakker,12276,LBI622,SN=N:4.8,v3.0,nightonly=TODO,IGMPARS=prt,FPN=no
HS1606+4345,,,,,,,,,,,,,,,,,Gal:BCG,68.96,47.36,0.02839,Green,12027,LBGA19,SN=N:4.8,v3.1.1,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ115218.74+585657.1,,,,,,,,,,,,,,,,,Gal:Sc,136.75,56.56,0.04623,Hayes,13654,LCOX28,SN=N:4.3,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ161711.40+063833.0,,,,,,,,,,,,,,,,,QSO,19.93,37.14,0.22945,Tumlinson,11598,LB5N04,"SN=N:4.1,C:4.4",v3.1.1,nightonly=TODO,IGMPARS=yes,FPN=yes
MCG+10-15-089,,,,,,,,,,,,,,,,,Gal:Sbc,147.71,48.52,0.03080,Hayes,13654,LCOX08,SN=N:4.1,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
UM301,,,,,,,,,,,,,,,,,QSO,128.89,-60.38,0.39300,Zheng,15156,XXX,SN=4,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ133356.40+313355.0,,,,,,,,,,,,,,,,,QSO,61.07,79.74,0.51200,Heckman,13862,XXX,SN=6,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ114903.50+220424.0,,,,,,,,,,,,,,,,,QSO,229.17,74.96,0.75100,Heckman,13862,XXX,SN=5,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ075514.60+230607.0,,,,,,,,,,,,,,,,,QSO,198.12,23.82,0.85500,Arav,14777,XXX,SN=4,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
PMNJ2345-1555,,,,,,,,,,,,,,,,,QSO,65.67,-70.98,0.62100,Stocke,13008,XXX,SN=4,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
PG1114+444,,,,,,,,,,,,,,,,,QSO,164.67,64.49,0.14400,Sabra,9871,O8S701,SN=O:1.0,vXXX,nightonly=NONE,IGMPARS=prt,FPN=stis
MRK1501,,,,,,,,,,,,,,,,,Sey,106.98,-50.63,0.08934,Veilleux,12569,LBP401,SN=N:4.0,v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
4C26.42,,,,,,,,,,,,,,,,,Gal:cD,33.81,77.19,0.06326,,"P11202,D17101",.,SN=O:0.9,vXXX,nightonly=TODO,IGMPARS=no,FPN=fuse
