Name,Target,z,z_target,b,RAdeg,DEdeg,RAdeg_target,DEdeg_target,Vhel,vcorr,bestDist,MajDiam,MinDiam,e_MajDiam,e_MinDiam,R_vir,inc,e_inc,PA,azimuth,RC3_type,RC3_d25,RC3_r25,RC3_pa,group_num,group_mem,group_dist,MType,flag,distIndicator,Bmag,Bmag_sdss,Lstar_med,e_Lstar_med,Lstar_sdss,e_Lstar_sdss
NGC4565,RX_J1236.0+2641,0.004103,0.20915,147.146,189.08658,25.98767,189.0166667,26.69333333,1230,1522,11.9,37.57,12.02,13,4.1,212.15,71,1,134,40.9,.SAS3$/,950.94,0.13,136,120065,3,14.2,SA(s)b?_sp_Sy3_Sy1.9,0,TF,10.1,-99.99,2,3.1,-99.99,-99.99
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
