AGNname,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),corrected_az (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,galaxyRedshift
3C66A,CGCG538-050,x,"('35.665', '43.03556')","(35.57667, 42.80528)",365.234362976,x,6211.6,87.48776622,x,26.9,14.0,58.7,155.0,9.3,9.3,0,x,x,x,E,0.021195
3C66A,UGC01832,x,"('35.665', '43.03556')","(35.62966, 43.0653)",55.8838377611,x,5771.7,81.29213857,x,32.5,13.6,65.2,155.0,66.0,66.0,UGC1832,.S..1..,64.1,163.0,Sa,0.019724
3C66A,UGC01841,x,"('35.665', '43.03556')","(35.79755, 42.99205)",162.745169395,x,6231.8,87.77125098,x,56.2,76.6,42.8,x,x,x,UGC1841,.E.....,0.0,-99,E              LERG,0.021258
