2604.9246	0.4098	0.007
2604.948	0.3706	0.006
2604.9712	0.4196	0.007
2604.9946	0.4677	0.007
2605.0181	0.4384	0.007
2605.0413	0.4286	0.007
2605.0647	0.1745	0.004
2605.0879	0.3204	0.006
2605.1113	0.2521	0.005
2605.1348	0.34	0.006
2605.158	0.2521	0.005
2605.1814	0.3398	0.006
2605.2046	0.2715	0.005
2605.228	0.3984	0.007
2605.2515	0.3692	0.006
2605.2747	0.2136	0.005
2605.2981	0.3114	0.006
2605.3213	0.3114	0.006
2605.3447	0.3505	0.006
2605.3682	0.2529	0.005
2605.3914	0.3899	0.007
2605.4148	0.3997	0.007
2605.438	0.2726	0.006
2605.4614	0.4388	0.007
2605.4849	0.566	0.008
2605.5081	0.4095	0.007
2605.5315	0.3704	0.006
2605.5547	0.3996	0.007
2605.5781	0.3997	0.007
2605.6016	0.3704	0.006
2605.6248	0.4976	0.007
2605.6482	0.3408	0.006
2605.6714	0.4289	0.007
2605.6948	0.2822	0.006
2605.718	0.2823	0.006
2605.7415	0.3608	0.006
2605.7649	0.3217	0.006
2605.7881	0.263	0.005
2605.8115	0.3805	0.007
2605.8347	0.4003	0.007
2605.8582	0.2633	0.005
2605.8816	0.2731	0.006
2605.9048	0.3417	0.006
2605.9282	0.2937	0.006
2605.9514	0.49	0.007
2605.9749	0.2545	0.005
2605.9983	0.3331	0.006
2606.0215	0.2751	0.006
2606.0449	0.3735	0.006
2606.0681	0.3047	0.006
2606.0916	0.3539	0.006
2606.1147	0.3047	0.006
2606.1382	0.2359	0.005
2606.1616	0.236	0.005
2606.1848	0.3737	0.006
2606.2083	0.286	0.006
2606.2314	0.3058	0.006
2606.2549	0.4536	0.007
2606.2781	0.3453	0.006
2606.3015	0.2955	0.006
2606.325	0.3349	0.006
2606.3481	0.3448	0.006
2606.3716	0.2168	0.005
2606.3948	0.1969	0.005
2606.4182	0.4135	0.007
2606.4417	0.2462	0.005
2606.4648	0.3545	0.006
2606.4883	0.1772	0.004
2606.5115	0.374	0.006
2606.5349	0.3052	0.006
2606.5581	0.2954	0.006
2606.5815	0.3735	0.006
2606.605	0.4719	0.007
2606.6282	0.2064	0.005
2606.6516	0.2655	0.005
2606.6748	0.1772	0.004
2606.6982	0.3249	0.006
2606.7214	0.1773	0.004
2606.7449	0.3151	0.006
2606.7683	0.3144	0.006
2606.7915	0.2751	0.006
2606.8149	0.2752	0.006
2606.8381	0.2752	0.006
2606.8616	0.2453	0.005
2606.8848	0.2945	0.006
2606.9082	0.3436	0.006
2606.9316	0.3437	0.006
2606.9548	0.2061	0.005
2606.9783	0.324	0.006
2607.0015	0.2848	0.006
2607.0249	0.3733	0.006
2607.0481	0.3241	0.006
2607.0715	0.1964	0.005
2607.095	0.3144	0.006
2607.1182	0.393	0.007
2607.1416	0.3155	0.006
2607.1648	0.2565	0.005
2607.1882	0.4339	0.007
2607.2114	0.3157	0.006
2607.2349	0.2772	0.006
2607.2581	0.376	0.006
2607.2815	0.3464	0.006
2607.3049	0.2872	0.006
2607.3281	0.4153	0.007
2607.3516	0.366	0.006
2607.3748	0.2476	0.005
2607.3982	0.3562	0.006
2607.4214	0.4548	0.007
2607.4448	0.3167	0.006
2607.4683	0.3661	0.006
2607.4915	0.3365	0.006
2607.5149	0.3857	0.007
2607.5381	0.3265	0.006
2607.5615	0.445	0.007
2607.5847	0.3858	0.007
2607.6082	0.4848	0.007
2607.6313	0.3071	0.006
2607.6548	0.4355	0.007
2607.6782	0.2578	0.005
2607.7014	0.3377	0.006
2607.7249	0.4465	0.007
2607.748	0.318	0.006
2607.7715	0.4862	0.007
2607.7947	0.3869	0.007
2607.8181	0.3573	0.006
2607.8413	0.3277	0.006
2607.8647	0.4266	0.007
2607.8882	0.4858	0.007
2607.9114	0.298	0.006
2607.9348	0.4266	0.007
2607.958	0.4365	0.007
2607.9814	0.2779	0.006
2608.0046	0.4657	0.007
2608.0281	0.2878	0.006
2608.0513	0.3175	0.006
2608.0747	0.3453	0.006
2608.0981	0.4143	0.007
2608.1213	0.3355	0.006
2608.1448	0.4833	0.007
2608.168	0.2371	0.005
2608.1914	0.2568	0.005
2608.2146	0.4047	0.007
2608.238	0.5525	0.008
2608.2612	0.3052	0.006
2608.2847	0.3446	0.006
2608.3079	0.4529	0.007
2608.3313	0.4037	0.007
2608.3547	0.3832	0.007
2608.3779	0.452	0.007
2608.4014	0.3538	0.006
2608.4246	0.5504	0.008
2608.448	0.4635	0.007
2608.4712	0.5325	0.008
2608.4946	0.2665	0.005
2608.5178	0.2961	0.006
2608.5413	0.4047	0.007
2608.5647	0.3948	0.007
2608.5879	0.4737	0.007
2608.6113	0.3357	0.006
2608.6345	0.3257	0.006
2608.658	0.4144	0.007
2608.6812	0.4342	0.007
2608.7046	0.3356	0.006
2608.7278	0.2863	0.006
2608.7512	0.3848	0.007
2608.7744	0.4046	0.007
2608.7979	0.4243	0.007
2608.821	0.256	0.005
2608.8445	0.2855	0.006
2608.8679	0.3938	0.007
2608.8911	0.4036	0.007
2608.9146	0.442	0.007
2608.9377	0.442	0.007
2608.9612	0.3732	0.006
2608.9844	0.3831	0.007
2609.0078	0.3545	0.006
2609.031	0.384	0.007
2609.0544	0.3545	0.006
2609.0776	0.3545	0.006
2609.1011	0.355	0.006
2609.1245	0.2861	0.006
2609.1477	0.2959	0.006
2609.1711	0.3353	0.006
2609.1943	0.5725	0.008
2609.2178	0.4542	0.007
2609.241	0.5331	0.008
2609.2644	0.3261	0.006
2609.2876	0.5638	0.008
2609.311	0.4453	0.007
2609.3342	0.3367	0.006
2609.3577	0.317	0.006
2609.3809	0.3656	0.006
2609.4043	0.405	0.007
2609.4277	0.4346	0.007
2609.4509	0.3163	0.006
2609.4744	0.3068	0.006
2609.4976	0.4449	0.007
2609.521	0.2871	0.006
2609.5442	0.218	0.005
2609.5676	0.3467	0.006
2609.5908	0.4355	0.007
2609.6143	0.3763	0.006
2609.6375	0.3072	0.006
2609.6609	0.3103	0.006
2609.6841	0.3234	0.006
2609.7075	0.3366	0.006
2609.7307	0.1787	0.004
2609.7542	0.2976	0.006
2609.7776	0.2976	0.006
2609.8008	0.3766	0.006
2609.8242	0.3108	0.006
2609.8474	0.2839	0.006
2609.8708	0.4155	0.007
2609.894	0.2839	0.006
2609.9175	0.5734	0.008
2609.9407	0.3747	0.006
2609.9641	0.2828	0.006
2609.9873	0.4271	0.007
2610.0107	0.3746	0.006
2610.0339	0.4238	0.007
2610.0574	0.5321	0.008
2610.0806	0.2663	0.005
2610.104	0.4041	0.007
2610.1272	0.2761	0.006
2610.1506	0.2564	0.005
2610.1741	0.3942	0.007
2610.1973	0.2761	0.006
2610.2207	0.2477	0.005
2610.2439	0.3167	0.006
2610.2673	0.3069	0.006
2610.2905	0.3167	0.006
2610.314	0.3962	0.007
2610.3372	0.4456	0.007
2610.3606	0.2579	0.005
2610.3838	0.2086	0.005
2610.4072	0.3472	0.006
2610.4304	0.4658	0.007
2610.4539	0.2385	0.005
2610.4771	0.278	0.006
2610.5005	0.288	0.006
2610.5237	0.3769	0.006
2610.5471	0.4461	0.007
2610.5706	0.3769	0.006
2610.5938	0.3359	0.006
2610.6172	0.395	0.007
2610.6404	0.395	0.007
2610.6638	0.257	0.005
2610.687	0.3849	0.007
2610.7104	0.3455	0.006
2610.7336	0.375	0.006
2610.7571	0.4834	0.007
2610.7803	0.3652	0.006
2610.8037	0.444	0.007
2610.8269	0.4046	0.007
2610.8503	0.3454	0.006
2610.8735	0.3941	0.007
2610.897	0.4334	0.007
2610.9202	0.335	0.006
2610.9436	0.3153	0.006
2610.9668	0.4628	0.007
2610.9902	0.3349	0.006
2611.0134	0.3841	0.007
2611.0369	0.3152	0.006
2611.0601	0.3843	0.007
2611.0835	0.3744	0.006
2611.1069	0.2563	0.005
2611.1301	0.335	0.006
2611.1536	0.4728	0.007
2611.1768	0.4531	0.007
2611.2002	0.2366	0.005
2611.2234	0.3153	0.006
2611.2468	0.435	0.007
2611.27	0.4842	0.007
2611.2935	0.287	0.006
2611.3167	0.3264	0.006
2611.3401	0.3259	0.006
2611.3633	0.4835	0.007
2611.3867	0.3653	0.006
2611.4099	0.3455	0.006
2611.4333	0.346	0.006
2611.4565	0.2178	0.005
2611.48	0.2277	0.005
2611.5032	0.2375	0.005
2611.5266	0.474	0.007
2611.5498	0.4148	0.007
2611.5732	0.2866	0.006
2611.5964	0.2768	0.006
2611.6199	0.2564	0.005
2611.6431	0.2367	0.005
2611.6665	0.2662	0.005
2611.6897	0.4236	0.007
2611.7131	0.3548	0.006
2611.7363	0.2761	0.006
2611.7598	0.4138	0.007
2611.7832	0.2858	0.006
2611.8064	0.3453	0.006
2611.8298	0.3748	0.006
2611.853	0.1877	0.005
2611.8765	0.168	0.004
2611.8997	0.0894	0.003
2611.9231	0.0303	0.002
2611.9463	0.0598	0.003
2611.9697	-0.0584	0
2611.9929	0.0108	0.001
2612.0164	-0.0089	0
2612.0396	0.0404	0.002
2612.063	0.0108	0.001
2612.0862	0.0503	0.002
2612.1096	0.0305	0.002
2612.1328	-0.0483	0
2612.1562	-0.0089	0
2612.1794	-0.0188	0
2612.2029	0.0108	0.001
2612.2261	0.0108	0.001
2612.2495	0.0009	0
2612.2727	0.0111	0.001
2612.2961	-0.0186	0
2612.3193	0.0012	0
2612.3428	0.0505	0.002
2612.366	-0.0187	0
2612.3894	-0.068	0
2612.4126	-0.0286	0
2612.436	0.0108	0.001
2612.4592	-0.1072	0
2612.4827	-0.0183	0
2612.5059	0.0409	0.002
2612.5293	-0.048	0
2612.5525	-0.0183	0
2612.5759	0.0607	0.003
2612.5991	-0.0578	0
2612.6226	-0.0381	0
2612.6458	-0.0876	0
2612.6692	0.011	0.001
2612.6924	0.0011	0
2612.7158	0.1096	0.003
2612.7393	0.1394	0.004
2612.7625	0.0801	0.003
2612.7859	0.0801	0.003
2612.8091	0.0406	0.002
2612.8325	0.08	0.003
2612.8557	-0.0088	0
2612.8792	0.0799	0.003
2612.9023	0.0602	0.003
2612.9258	0.0695	0.003
2612.949	0.0695	0.003
2612.9724	0.0302	0.002
2612.9956	0.0105	0.001
2613.019	0.0395	0.002
2613.0422	0.0493	0.002
2613.0657	-0.0194	0
2613.0889	-0.0096	0
2613.1123	-0.0489	0
2613.1355	-0.0097	0
2613.1589	-0.0293	0
2613.1821	-0.0293	0
2613.2056	-0.0686	0
2613.2288	-0.0293	0
2613.2522	-0.0391	0
2613.2754	0.059	0.003
2613.2988	-0.01	0
2613.322	0.1565	0.004
2613.3455	-0.0786	0
2613.3687	0.0291	0.002
2613.3921	0.0685	0.003
2613.4153	0.0097	0.001
2613.4387	0.0097	0.001
2613.4619	0.0783	0.003
2613.4854	-0.0688	0
2613.5085	-0.01	0
2613.532	-0.0198	0
2613.5552	0.0978	0.003
2613.5786	0.078	0.003
2613.6018	0.0486	0.002
2613.6252	0.1073	0.003
2613.6484	0.1269	0.004
2613.6719	0.0098	0.001
2613.6951	0.098	0.003
2613.7185	0.2059	0.005
2613.7417	0.1176	0.004
2613.7651	0.1377	0.004
2613.7883	0.177	0.004
2613.8118	0.1868	0.005
2613.835	0.2358	0.005
2613.8584	0.1175	0.004
2613.8816	0.2057	0.005
2613.905	0.3429	0.006
2613.9282	0.2253	0.005
2613.9517	0.2445	0.005
2613.9749	0.2934	0.006
2613.9983	0.2836	0.006
2614.0215	0.3521	0.006
2614.0449	0.3895	0.007
2614.0681	0.3602	0.006
2614.0916	0.2821	0.006
2614.1147	0.204	0.005
2614.1382	0.3393	0.006
2614.1614	0.2808	0.006
2614.1848	0.2613	0.005
2614.208	0.3392	0.006
2614.2314	0.3103	0.006
2614.2546	0.1447	0.004
2614.2781	0.3102	0.006
2614.3013	0.2421	0.005
2614.3247	0.2135	0.005
2614.3479	0.2233	0.005
2614.3713	0.233	0.005
2614.3945	0.155	0.004
2614.418	0.2437	0.005
2614.4412	0.2339	0.005
2614.4646	0.3316	0.006
2614.4878	0.3218	0.006
2614.5112	0.2833	0.006
2614.5344	0.4105	0.007
2614.5579	0.2637	0.005
2614.5811	0.2735	0.006
2614.6045	0.4007	0.007
2614.6277	0.3713	0.006
2614.6511	0.2441	0.005
2614.6743	0.43	0.007
2614.6978	0.419	0.007
2614.7209	0.3214	0.006
2614.7444	0.419	0.007
2614.7676	0.3214	0.006
2614.791	0.3012	0.006
2614.8142	0.3109	0.006
2614.8376	0.3109	0.006
2614.8608	0.3402	0.006
2614.8843	0.3774	0.006
2614.9075	0.2802	0.006
2614.9309	0.3094	0.006
2614.9541	0.4358	0.007
2614.9775	0.4747	0.007
2615.0007	0.3872	0.007
2615.0242	0.2705	0.005
2615.0474	0.3191	0.006
2615.0708	0.4157	0.007
2615.094	0.3477	0.006
2615.1174	0.4545	0.007
2615.1406	0.3477	0.006
2615.1641	0.2509	0.005
2615.1873	0.4161	0.007
2615.2107	0.3481	0.006
2615.2339	0.1926	0.005
2615.2573	0.524	0.008
2615.2805	0.3197	0.006
2615.304	0.3197	0.006
2615.3271	0.4267	0.007
2615.3506	0.4066	0.007
2615.3738	0.2997	0.006
2615.3972	0.3969	0.007
2615.4204	0.3386	0.006
2615.4438	0.2611	0.005
2615.467	0.4459	0.007
2615.4905	0.3584	0.006
2615.5137	0.407	0.007
2615.5371	0.2713	0.005
2615.5603	0.3492	0.006
2615.5837	0.2421	0.005
2615.6069	0.4369	0.007
2615.6304	0.3009	0.006
2615.6536	0.3399	0.006
2615.677	0.2717	0.006
2615.7002	0.3594	0.006
2615.7236	0.3112	0.006
2615.7468	0.4576	0.007
2615.7703	0.36	0.006
2615.7935	0.3893	0.007
2615.8169	0.3699	0.006
2615.8401	0.2821	0.006
2615.8635	0.4284	0.007
2615.8867	0.2918	0.006
2615.9102	0.4673	0.007
2615.9333	0.321	0.006
2615.9568	0.36	0.006
2615.98	0.3015	0.006
2616.0034	0.3504	0.006
2616.0266	0.3406	0.006
2616.05	0.3406	0.006
2616.0732	0.3894	0.007
2616.0967	0.3011	0.006
2616.1199	0.3108	0.006
2616.1433	0.3401	0.006
2616.1665	0.3596	0.006
2616.1899	0.4776	0.007
2616.2131	0.3019	0.006
2616.2366	0.419	0.007
2616.2598	0.3702	0.006
2616.2832	0.4771	0.007
2616.3064	0.3503	0.006
2616.3298	0.3503	0.006
2616.353	0.5064	0.008
2616.3765	0.3498	0.006
2616.3997	0.3888	0.007
2616.4231	0.3206	0.006
2616.4463	0.3791	0.006
2616.4697	0.4885	0.007
2616.4929	0.4201	0.007
2616.5164	0.2343	0.005
2616.5396	0.3125	0.006
2616.563	0.361	0.006
2616.5862	0.2731	0.006
2616.6096	0.2829	0.006
2616.6328	0.2047	0.005
2616.6562	0.4205	0.007
2616.6794	0.1954	0.005
2616.7029	0.3422	0.006
2616.7261	0.3227	0.006
2616.7495	0.362	0.006
2616.7727	0.4403	0.007
2616.7961	0.4305	0.007
2616.8193	0.3033	0.006
2616.8428	0.4001	0.007
2616.866	0.4588	0.007
2616.8896	0.3904	0.007
2616.9128	0.3611	0.006
2616.9363	0.4691	0.007
2616.9595	0.205	0.005
2616.9829	0.3322	0.006
2617.0061	0.4104	0.007
2617.0295	0.43	0.007
2617.0527	0.2833	0.006
2617.0762	0.2833	0.006
2617.0994	0.3714	0.006
2617.1228	0.4302	0.007
2617.146	0.5084	0.008
2617.1694	0.3715	0.006
2617.1926	0.3617	0.006
2617.2161	0.3333	0.006
2617.2393	0.2059	0.005
2617.2627	0.2353	0.005
2617.2859	0.3431	0.006
2617.3093	0.7156	0.009
2617.3325	0.8725	0.01
2617.356	0.6471	0.008
2617.3792	0.8333	0.01
2617.4026	1.009	0.011
2617.4258	0.9111	0.01
2617.4492	0.8425	0.01
2617.4724	0.9699	0.01
2617.4958	0.9118	0.01
2617.519	0.7746	0.009
2617.5425	0.8432	0.01
2617.5657	0.9216	0.01
2617.5891	0.7548	0.009
2617.6123	0.7548	0.009
2617.6357	0.9312	0.01
2617.6589	0.7744	0.009
2617.6824	0.451	0.007
2617.7056	0.5784	0.008
2617.729	0.4118	0.007
2617.7524	0.402	0.007
2617.7756	0.3147	0.006
2617.7991	0.3638	0.006
2617.8223	0.3245	0.006
2617.8457	0.1478	0.004
2617.8689	0.3054	0.006
2617.8923	0.4332	0.007
2617.9155	0.5315	0.008
2617.939	0.3742	0.006
2617.9622	0.2651	0.005
2617.9856	0.5201	0.008
2618.0088	0.3534	0.006
2618.0322	0.4318	0.007
2618.0554	0.3337	0.006
2618.0789	0.3337	0.006
2618.1021	0.314	0.006
2618.1255	0.3729	0.006
2618.1487	0.3429	0.006
2618.1721	0.3331	0.006
2618.1953	0.3037	0.006
2618.2188	0.3135	0.006
2618.2419	0.451	0.007
2618.2654	0.3628	0.006
2618.2886	0.3432	0.006
2618.312	0.3138	0.006
2618.3352	0.2465	0.005
2618.3586	0.2957	0.006
2618.3818	0.335	0.006
2618.4053	0.3251	0.006
2618.4285	0.4137	0.007
2618.4519	0.3547	0.006
2618.4751	0.2761	0.006
2618.4985	0.2466	0.005
2618.5217	0.3748	0.006
2618.5452	0.5322	0.008
2618.5684	0.1977	0.005
2618.5918	0.424	0.007
2618.615	0.2757	0.006
2618.6384	0.1578	0.004
2618.6616	0.3739	0.006
2618.6851	0.364	0.006
2618.7083	0.2353	0.005
2618.7317	0.1765	0.004
2618.7549	0.294	0.006
2618.7783	0.3038	0.006
2618.8015	0.3333	0.006
2618.825	0.2647	0.005
2618.8481	0.2157	0.005
2618.8716	0.3822	0.007
2618.8948	0.3664	0.006
2618.9182	0.3663	0.006
2618.9414	0.256	0.005
2618.9648	0.4766	0.007
2618.988	0.3241	0.006
2619.0115	0.2567	0.005
2619.0347	0.4455	0.007
2619.0581	0.2297	0.005
2619.0813	0.3921	0.007
2619.1047	0.3921	0.007
2619.1279	0.2841	0.006
2619.1514	0.419	0.007
2619.1746	0.3494	0.006
2619.198	0.4435	0.007
2619.2212	0.2822	0.006
2619.2446	0.4704	0.007
2619.2678	0.1742	0.004
2619.2913	0.343	0.006
2619.3145	0.4339	0.007
2619.3379	0.3429	0.006
2619.3611	0.2331	0.005
2619.3845	0.272	0.006
2619.4077	0.233	0.005
2619.4312	0.3012	0.006
2619.4543	0.32	0.006
2619.4778	0.4271	0.007
2619.501	0.3394	0.006
2619.5244	0.3783	0.006
2619.5476	0.331	0.006
2619.571	0.4772	0.007
2619.5942	0.487	0.007
2619.6177	0.4382	0.007
2619.6409	0.2926	0.006
2619.6643	0.4	0.007
2619.6877	0.3804	0.007
2619.7109	0.1656	0.004
2619.7344	0.3218	0.006
2619.7576	0.3316	0.006
2619.781	0.4976	0.007
2619.8042	0.3803	0.007
2619.8276	0.2542	0.005
2619.8508	0.3716	0.006
2619.8743	0.2835	0.006
2619.8975	0.3519	0.006
2619.9209	0.3518	0.006
2619.9441	0.4104	0.007
2619.9675	0.469	0.007
2619.9907	0.3126	0.006
2620.0142	0.3617	0.006
2620.0374	0.3128	0.006
2620.0608	0.1758	0.004
2620.084	0.4203	0.007
2620.1074	0.3514	0.006
2620.1306	0.283	0.006
2620.1541	0.3709	0.006
2620.1772	0.4197	0.007
2620.2007	0.3894	0.007
2620.2239	0.3796	0.007
2620.2473	0.3015	0.006
2620.2705	0.2527	0.005
2620.2939	0.3109	0.006
2620.3171	0.2621	0.005
2620.3406	0.3401	0.006
2620.3638	0.2913	0.006
2620.3872	0.2528	0.005
2620.4104	0.3502	0.006
2620.4338	0.3795	0.007
2620.457	0.3892	0.007
2620.4805	0.478	0.007
2620.5037	0.3022	0.006
2620.5271	0.4095	0.007
2620.5505	0.3021	0.006
2620.5737	0.3018	0.006
2620.5972	0.3798	0.007
2620.6204	0.292	0.006
2620.6438	0.3212	0.006
2620.667	0.4678	0.007
2620.6904	0.3019	0.006
2620.7136	0.4677	0.007
2620.7371	0.4872	0.007
2620.7603	0.3893	0.007
2620.7837	0.4185	0.007
2620.8069	0.6525	0.009
2620.8303	0.2137	0.005
2620.8535	0.3207	0.006
2620.877	0.457	0.007
2620.9001	0.3303	0.006
2620.9236	0.3303	0.006
2620.9468	0.38	0.007
2620.9702	0.3215	0.006
2620.9934	0.3312	0.006
2621.0168	0.2726	0.006
2621.04	0.3897	0.007
2621.0635	0.4092	0.007
2621.0867	0.4384	0.007
2621.1101	0.292	0.006
2621.1333	0.3304	0.006
2621.1567	0.1647	0.004
2621.1802	0.4472	0.007
2621.2034	0.379	0.006
2621.2268	0.3595	0.006
2621.25	0.3692	0.006
2621.2734	0.34	0.006
2621.2966	0.3594	0.006
2621.3201	0.3387	0.006
2621.3433	0.3193	0.006
2621.3667	0.2609	0.005
2621.3899	0.4066	0.007
2621.4133	0.3376	0.006
2621.4365	0.3569	0.006
2621.46	0.3472	0.006
2621.4832	0.386	0.007
2621.5066	0.3268	0.006
2621.5298	0.2687	0.005
2621.5532	0.4332	0.007
2621.5764	0.4331	0.007
2621.5999	0.3156	0.006
2621.623	0.2577	0.005
2621.6465	0.3445	0.006
2621.6699	0.3444	0.006
2621.6931	0.3158	0.006
2621.7166	0.4509	0.007
2621.7397	0.2095	0.005
2621.7632	0.4315	0.007
2621.7864	0.3549	0.006
2621.8098	0.3645	0.006
2621.833	0.3934	0.007
2621.8564	0.4031	0.007
2621.8796	0.3753	0.006
2621.9031	0.472	0.007
2621.9263	0.4236	0.007
2621.9497	0.472	0.007
2621.9729	0.3374	0.006
2621.9963	0.2598	0.005
2622.0195	0.4342	0.007
2622.043	0.2985	0.006
2622.0664	0.4439	0.007
2622.0896	0.4148	0.007
2622.113	0.3179	0.006
2622.1362	0.2984	0.006
2622.1597	0.4638	0.007
2622.1829	0.3862	0.007
2622.2063	0.4055	0.007
2622.2295	0.4637	0.007
2622.2529	0.3079	0.006
2622.2761	0.4242	0.007
2622.2996	0.2498	0.005
