AGNname,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift
MRK290,758,KKR19,3,"('233.96792', '57.9025')","(230.49193, 57.31043)",1.28889832791e-52,0.0,41.2483851269,6.54790042685,449.382565862,x,935.7,177.7,13.17832798,x,3.5,2.3,48.2,x,x,0,x,x,x,Ir,Ir,0.002552
MRK290,758,UGC05470,3,"('233.96792', '57.9025')","(152.11708, 12.30639)",0.0,0.0,10.7718253418,0.353553390593,317.94625927,x,534.3,-223.7,0.242,x,0.5,0.4,40.5,80.0,38.2,LeoI,dE.3...,40.7,80.0,E;dSph,E;dSph,0.000951
MRK290,758,SBS1511+583,3,"('233.96792', '57.9025')","(228.1827, 58.17656)",0.0,0.0,12.2158688863,0.464758001545,486.352645106,x,643.7,-114.3,9.066242091,x,0.6,0.5,34.9,69.0,26.1,0,x,x,x,x,x,0.001572
