AGNname,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),corrected_az (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,galaxyRedshift
3C273.0,SDSSJ122830.42+020630.6,x,"('187.27792', '2.05222')","(187.12675, 2.1085)",401.98894999680095,x,10143.7,142.8684023,x,12.5,10.8,29.9,132.0,x,x,0,x,x,x,x,0.032853
3C273.0,SDSSJ122929.52+021150.4,x,"('187.27792', '2.05222')","(187.373, 2.19736)",400.6685824519529,x,9395.7,132.3342728,x,23.2,12.1,58.7,144.0,x,x,0,x,x,x,x,0.030358
