AGNname,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),corrected_az (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,galaxyRedshift
SBS1108+560,UGC05470,x,"('167.88375', '55.79028')","(152.11708, 12.30639)",190.8201002632609,x,534.3,0.242,x,0.5,0.4,40.5,80.0,x,x,LeoI,dE.3...,40.7,80.0,E;dSph,0.000951
SBS1108+560,SextansDwarfSpheroidal,x,"('167.88375', '55.79028')","(153.26232, -1.6146)",90.05582162967083,x,465.8,0.088,x,0.8,0.3,66.4,x,x,x,0,x,x,x,Dwarf spheroidal,0.000747
SBS1108+560,LeoV,x,"('167.88375', '55.79028')","(172.79, 2.22)",166.8810100595514,x,459.1,0.178,x,x,x,x,x,x,x,0,x,x,x,x,0.000578
SBS1108+560,UGC06225,x,"('167.88375', '55.79028')","(167.87904, 55.67411)",29.04206628159598,x,910.4,14.32,x,41.8,9.2,77.3,83.0,x,x,NGC3556,.SBS6./,75.1,80.0,SB(s)cd        HII,0.002332
SBS1108+560,MCG+09-19-043,x,"('167.88375', '55.79028')","(169.95237, 55.72256)",252.82670111717266,x,882.1,12.42398706,x,2.9,1.7,54.5,0.0,x,x,0,x,x,x,x,0.002232
