AGNname,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),corrected_az (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,galaxyRedshift
TON488,KUG0959+299,x,"('152.50292', '30.05583')","(150.59661, 29.72593)",416.0346716,x,1004.2,14.14403573,x,2,1.4,45.6,74,x,x,0,x,x,x,x,0.002554
TON488,UGC05464,x,"('152.50292', '30.05583')","(152.03211, 29.5429)",200.7092519,x,1245.1,17.53677262,x,7.4,4.6,51.7,135,x,8,UGC5464,.S..9..,51.9,135,Sm,0.003344
TON488,UGC05478,x,"('152.50292', '30.05583')","(152.38167, 30.15171)",58.03988156,x,1620.3,23.4,x,11.2,11,11.5,39,x,10,UGC5478,.I..9..,12.2,-99,Im,0.004597
