AGNname,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),corrected_az (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,galaxyRedshift
MRK1014,NGC0768,x,"('29.95917', '0.39472')","(29.67056, 0.52922)",486.1589792,x,6752.3,87.483,x,48.6,14.5,72.6,x,x,35,NGC768,.SBR4*.,61.4,30,SB(r)bc:,0.023419
MRK1014,IC1761,x,"('29.95917', '0.39472')","(29.71788, 0.5683)",492.273862,x,6737.4,94.89300155,x,20.2,17,32.9,50,x,x,0,x,x,x,S0?,0.023368
