status,FinalName,NewTARGETLISTname,PreviousTARGETLISTname,NEDname,Obslog name,Alternative names
OK,MRK279,MRK279,MRK279,MRK279,"MARK279,MRK-279,MRK279","['1H1350+696', 'CGCG1351.8+6934', 'CGCG336-028', 'IRAS13519+6933', 'IRAS_F13519+6933', 'KUG1351+695', 'MCG+12-13-022', 'PG1351+695', 'PG1351+696', 'RBS1325', 'RX_J1353.0+6918']"
OK,MRK290,MRK290,MRK290,MRK290,"MARK290,MRK290","['1H1530+585', 'IRAS-S15347+5804', 'IRAS_F15347+5802', 'PG1534+580', 'PG1534+581', 'RBS1516', 'RX_J1535.8+5754', 'SBS1534+580', 'SDSSJ153552.39+575409.6']"
OK,MRK304,MRK304,MRK304,MRK304,"MRK304,PG2214+139,QSO-B2214+139","['CGCG2214.7+1359', 'CGCG428-065', 'IIZw175', 'PG2214+139', 'SDSSJ221712.26+141420.8']"
OK,MRK335,MRK335,MRK335,MRK335,"MARK335,MRK335","['1H0003+200', 'IRAS00037+1955', 'IRAS_F00037+1955', 'KUG0003+199', 'PG0003+199', 'RBS14', 'RX_J0006.3+2012']"
OK,MRK380,MRK380,MRK380,MRK380,MRK380,['KUG0713+745']
OK,MRK421,MRK421,MRK421,MRK421,"MARK421,MRK-0421,MRK421","['1H1104+382', 'CG1364', 'CGCG1101.7+3828', 'CGCG184-050', 'CGRaBSJ1104+3812', 'FBQSJ1104+3812', 'H1105+38', 'KUG1101+384A', 'PG1101+385', 'RBS939', 'REJ1104+381', 'RX_J1104.4+3812', 'SDSSJ110427.31+381231.7', 'UGC6132']"
OK,MRK478,MRK478,MRK478,MRK478,"1440+3539,MARK-478,MRK478,QSO-B1440+3539","['1H1429+370', 'CG512', 'IRAS-S14400+3539', 'IRAS14400+3539', 'IRAS_F14400+3539', 'PG1440+356', 'PG1440+357', 'RBS1418', 'REJ1448+352', 'RX_J1442.1+3526', 'SDSSJ144207.47+352622.9']"
OK,MRK486,MRK486,MRK486,MRK486,MRK486,"['IZw121', 'PG1535+547', 'SBS1535+547', 'SDSSJ153638.38+543333.3']"
OK,MRK504,MRK504,MRK504,MRK504,MRK504,"['IRASZ16592+2928', 'KUG1659+294', 'MCG+05-40-026', 'PG1659+294', 'PG1659+295', 'SDSSJ170107.78+292424.4']"
OK,MRK509,MRK509,MRK509,MRK509,"MARK509,MRK-509,MRK509","['1H2041-108', 'IRAS20414-1054', 'IRAS_F20414-1054']"
OK,MRK595,MRK595,MRK595,MRK595,MRK595,"['CGCG0238.9+0658', 'CGCG414-040', 'IRASZ02388+0658', 'RX_J0241.5+0711']"
OK,MRK61,MRK61,MRK61,MRK61,KISSR178,"['CG958', 'KISSR178', 'KUG1259+296', 'SDSSJ130141.52+292252.8']"
OK,MRK771,MRK771,MRK771,MRK771,"QSO-B1229+204,TON-1542,TON1542","['1H1229+199', 'CGCG099-079', 'CGCG1229.5+2025', 'IRASZ12295+2025', 'KUG1229+204', 'MCG+03-32-061', 'PG1229+204', 'RBS1125', 'RX_J1232.0+2009', 'SDSSJ123203.62+200929.5', 'TON1542']"
OK,MRK817,MRK817,MRK817,MRK817,"MARK817,MRK817","['CGCG1434.9+5901', 'CGCG296-015', 'IRAS14349+5900', 'IRAS_F14349+5900', 'PG1434+590', 'RX_J1436.3+5847', 'SBS1434+590', 'SDSSJ143622.07+584739.3']"
OK,MRK841,MRK841,MRK841,MRK841,MRK841,"['IRAS15015+1037', 'IRAS_F15015+1037', 'IRAS_F15015+1037ID', 'PG1501+106', 'RBS1459', 'SDSSJ150401.19+102615.7']"
OK,MRK876,MRK876,MRK876,MRK876,"MARK876,MRK876","['1H1615+655', 'H1623+659', 'IRAS16136+6550', 'IRAS_F16136+6550', 'PG1613+658', 'RBS1567']"
OK,MRK877,MRK877,MRK877,MRK877,QSO-B1617+1731,"['IRASZ16179+1731', 'MS1617.9+1731', 'PG1617+175', 'RX_J1620.1+1724', 'SDSSJ162011.28+172427.5']"
OK,MS0117.2-2837,MS0117.2-2837,MS0117.2-2837,MS0117.2-2837,B0117-2837,['RBS179']
new,MS0244.6-3020,MS0244.6-3020,MS0244.6-3020,MS0244.6-3020,Q0244-303,[]
new,MS1217.0+0700,MS1217.0+0700,MS1217.0+0700,MS1217.0+0700,MS1217.0+0700,['@']
Status,FinalName,NewTARGETLISTname,PreviousTARGETLISTname,NEDname,Obslog name,Alternate names
OK,NGC1705,NGC1705,NGC1705,NGC1705,"NGC1705,NGC1705-1","['CG0', 'ESO-LV1580130', 'ESO045306-5326.5', 'ESO158-G13', 'IRAS04531-5326', 'IRAS_F04530-5326']"
OK,NGC3125,NGC3125,NGC3125,NGC3125,"NGC3125,NGC3125-1","['ESO-LV4350410', 'ESO100419-2941.5', 'ESO435-G41', 'IRAS10042-2941', 'IRAS_F10042-2941', 'MCG-05-24-022', 'TOL00003', 'TOL1004-296']"
OK,NGC3227,NGC3227,NGC3227,NGC3227,"NGC-3227,NGC3227","['1H1017+202', 'CGCG094-028', 'CGCG1020.8+2006', 'H1019+203', 'IRAS10207+2007', 'IRAS_F10207+2007', 'MCG+03-27-016', 'RX_J1023.5+1952', 'UGC5620', 'VV209']"
OK,NGC3256,NGC3256,IRAS10257-4339,NGC.3256,IRAS10257-4339,"['ESO102543-4339.0', 'ESO263-IG38', 'IRAS10257-4338', 'IRAS10257-4339', 'IRAS_F10257-4339', 'MCG-07-22-010', 'PKS1025-436', 'RX_J1027.8-4354', 'VV65']"
OK,NGC3516,NGC3516,NGC3516,NGC3516,"NGC-3516,NGC3516","['CGCG1103.3+7249', 'CGCG334-011', 'IRAS11033+7250', 'IRAS_F11034+7250', 'MCG+12-11-009', 'RX_J1106.7+7234', 'UGC6153']"
OK,NGC3690,NGC3690,NGC3690,NGC3690,"NGC3690,NGC3690-C1,NGC3690-OBJECT-1,NGC3690-OFFSET","['CGCG1125.7+5850', 'CGCG291-073', 'IRAS11257+5850', 'IRAS_F11257+5850', 'MRK171', 'RX_J1128.5+5833']"
OK,NGC3783,NGC3783,NGC3783,NGC3783,"NGC-3783,NGC3783","['1H1135-372', 'CG0', 'ESO-LV3780140', 'ESO113633-3727.7', 'ESO378-G14', 'IRAS11365-3727', 'IRAS_F11365-3727', 'MCG-06-26-004', 'TOL00055', 'TOL1136-374']"
OK,NGC4051,NGC4051,NGC4051,NGC4051,"NGC-4051,NGC4051","['1H1205+440', 'CG1500', 'CGCG1200.6+4448', 'CGCG243-038', 'IRAS12005+4448', 'IRAS_F12006+4448', 'MCG+08-22-059', 'RBS1060', 'RX_J1203.1+4431', 'RX_J1203.1+4432', 'UGC7030']"
OK,NGC4151,NGC4151,NGC4151,NGC4151,"NGC-4151,NGC4151,NGC4151-CLOUD1,NGC4151-NUCLEUS,NGC4151-OFFSET","['1H1210+393', 'CG1530', 'CGCG1208.0+3941', 'CGCG215-045', 'IRASZ12080+3940', 'KUG1208+396A', 'MCG+07-25-044', 'RBS1074', 'RX_J1210.5+3924', 'SDSSJ121032.57+392421.1', 'UGC7166']"
OK,NGC4214,NGC4214,NGC4214,NGC4214,"NGC4214,NGC4214-OBJECT-1","['CG895', 'CGCG1213.1+3637', 'CGCG187-032', 'IRAS12131+3636', 'IRAS_F12131+3636', 'KUG1213+366', 'MCG+06-27-042', 'NGC4228', 'UGC7278']"
OK,NGC4395,NGC4395,NGC4395,NGC4395,"NGC-4395,NGC4395","['CGCG1223.4+3349', 'CGCG187-042', 'IRAS12233+3348', 'IRAS_F12234+3348', 'KUG1223+338', 'MCG+06-27-053', 'SDSSJ122548.86+333248.7', 'UGC7524']"
OK,NGC4449,NGC4449,SDSSJ122811.40+440540.3,NGC4449-OBJECT-1,"NGC4449,NGC4449-OBJECT-1","['CGCG216-005', 'MCG+07-26-009', 'RX_J1228.2+4406', 'SDSSJ122811.10+440537.0', 'UGC7592']"
OK,NGC4486,NGC4486,NGC4486,NGC4486,"M87-CLOUD-A,M87-NUCLEUS,NGC4486,NGC4486-OFFSET,OFFSET-FROM-M87-","['1H1226+128', '3C274', '4C12.45', 'CGCG070-139', 'CGCG1228.3+1240', 'IRAS12282+1240', 'IRAS_F12282+1240', 'MCG+02-32-105', 'MRC1228+126', 'PKS1228+12', 'PKSB1228+126', 'PKSJ1230+1223', 'RX_J1230.8+1223', 'SDSSJ123049.41+122328.1', 'UGC7654']"
OK,NGC4593,NGC4593,NGC4593,NGC4593,NGC4593,"['CG0', 'H1238-049', 'HE1237-0504', 'IRAS12370-0504', 'IRAS_F12370-0504', 'MCG-01-32-032', 'MRK1330', 'RBS1139', 'RX_J1239.6-0520']"
OK,NGC4670,NGC4670,NGC4670,NGC4670,"NGC4670,NGC4670-OBJECT-1","['CGCG1242.8+2724', 'CGCG159-069', 'HARO9', 'IRAS12428+2724', 'IRAS_F12428+2723', 'KUG1242+273', 'MCG+05-30-072', 'SDSSJ124517.25+270732.1', 'UGC7930']"
new,NGC4696,NGC4696,NGC4696,NGC4696,NGC4696-NUCLEUS,"['CG0', 'ESO-LV3220910', 'ESO124604-4102.3', 'ESO322-G91', 'MCG-07-26-051', 'MRC1246-410', 'PKS1245-41', 'PKSB1246-410', 'PKSJ1248-4118', 'RX_J1248.7-4118']"
OK,NGC5236-2,NGC5236-2,NGC5236-2,NGC5236-2,"M83-OBJECT-2,NGC5236-3A",['NGC5236']
OK,NGC5253,NGC5253,NGC5253,NGC5253,"NGC5253-CLUST5,NGC5253-HII-1,NGC5253-HII-2,NGC5253-OBJECT-1,NGC5253-UV3","['CG0', 'ESO-LV4450040', 'ESO133705-3123.5', 'ESO445-G04', 'HARO10', 'IRAS13370-3123', 'IRAS_F13370-3123', 'MCG-05-32-060', 'UGC0']"
OK,NGC5548,NGC5548,NGC5548,NGC5548,"NGC-5548,NGC5548","['1H1415+255', 'CGCG133-025', 'CGCG1415.7+2522', 'IRAS14156+2522', 'IRAS_F14157+2522', 'KUG1415+253', 'MCG+04-34-013', 'MRK1509', 'MRK9027', 'RBS1367', 'RX_J1417.9+2508', 'RX_J1418.0+2508', 'SDSSJ141759.54+250812.7', 'UGC9149']"
OK,NGC6090,NGC6090,NGC6090,NGC6090,IRAS16104+5235,"['CGCG1610.4+5235NED01', 'CGCG275-029NED01', 'CGCG276-002NED01', 'MCG+09-26-064NED01', 'MRK496', 'SDSSJ161140.31+522723.1', 'UGC10267']"
OK,NGC6365A,NGC6365A,NGC6365A,NGC6365A,SDSSJ172243.80+6,"['CGCG1722.3+6213NED01', 'CGCG300-020NED01', 'MCG+10-25-019', 'NGC6365', 'SDSSJ172243.80+620958.0', 'UGC10832', 'VV232']"
OK,NGC6376,NGC6376,NGC6376,NGC6376,UGC10855A,"['CGCG1724.6+5852NED01', 'CGCG300-024NED01', 'KAZ135', 'MCG+10-25-026', 'SDSSJ172519.06+584900.3', 'UGC10855']"
OK,NGC7469,NGC7469,NGC7469,NGC7469,"NGC-7469,NGC7469","['1H2301+086', 'CGCG2300.7+0835', 'CGCG405-026', 'H2301+086', 'IRAS23007+0836', 'IRAS_F23007+0836', 'MCG+01-58-025', 'MRK1514', 'MRK9003', 'RBS1935', 'RX_J2303.2+0852', 'UGC12332']"
OK,NGC7552,NGC7552,NGC7552,NGC7552,"IRAS23133-4251,NGC7552","['CG0', 'ESO-LV2910120', 'ESO231325-4251.4', 'ESO291-G12', 'IC5294', 'IRAS23134-4251', 'IRAS_F23133-4251', 'MCG-07-47-028', 'PKS2313-428', 'PKSB2313-428', 'PKSJ2316-4235', 'VV440']"
OK,NGC7714,NGC7714,NGC7714,NGC7714,NGC7714,"['CGCG2333.7+0153', 'CGCG381-011', 'IRAS23336+0152', 'IRAS_F23336+0152', 'MCG+00-60-017', 'MRK538', 'PB5465', 'RX_J2336.2+0209', 'UGC12699', 'UM167', 'VV51']"
OK,NGC985,NGC985,NGC985,NGC985,"NGC-985,NGC985","['1H0227-094', 'HE0232-0900', 'IRAS02321-0900', 'IRAS_F02321-0900', 'KUG0232-090', 'MCG-02-07-035', 'MRK1048', 'VV285']"
OK,NVSSJ152511-171436,NVSSJ152511-171436,NVSSJ152511-171436,2MASXJ15251198-1714383,NVSSJ15251-1714,[]
OK,PG0003+158,PG0003+158,PG0003+158,PG0003+158,"PG0003+158,PKS0003+15","['4C15.01', 'H0000+158', 'MRC0003+158', 'PG0003+159', 'PHL658', 'PKS0003+15', 'PKSB0003+158', 'PKSJ0006+1609', 'RBS11', 'RX_J0005.9+1609', 'SDSSJ000559.23+160949.0']"
OK,PG0026+129,PG0026+129,PG0026+129,PG0026+129,"0026+129,PG0026+12,QSO-B0026+129",['RBS68']
OK,PG0044+030,PG0044+030,PG0044+030,PG0044+030,"PG0044+030,PKS0044+030","['PG0044+031', 'PHL828', 'PKS0044+030', 'PKSB0044+030', 'PKSJ0047+0319', 'RX_J0047.0+0319']"
OK,PG0804+761,PG0804+761,PG0804+761,PG0804+761,PG0804+761,"['1H0758+762', 'FBS0804+761', 'FBS0804+762', 'IRAS_F08045+7611', 'PG0804+762', 'RBS693', 'RX_J0810.9+7602']"
OK,PG0832+251,PG0832+251,PG0832+251,PG0832+251,PG0832+251,"['PG0832+252', 'SDSSJ083535.80+245940.1']"
OK-star,PG0833+698,PG0833+698,PG0833+698,PG0833+699,PG0833+699,['PG0833+698']
OK,PG0838+770,PG0838+770,PG0838+770,PG0838+770,VIIZW244,"['FBS0838+770', 'FBS0838+771', 'IRAS-S08384+7704', 'IRAS_F08384+7704', 'IRAS_F08384+7704ID', 'PG0838+771', 'RBS720']"
OK,PG0844+349,PG0844+349,PG0844+349,TON0951,"QSO-B0844+349,TON951","['CSO204', 'FBS0844+349', 'PG0844+349ID', 'RBS724', 'RX_J0847.6+3445', 'RX_J0847.7+3445', 'SDSSJ084742.46+344504.4', 'TON951']"
OK,PG0923+201,PG0923+201,PG0923+201,TON1057,"PG0923+201,QSO-B0923+201","['IRAS_F09231+2007', 'SDSSJ092554.71+195405.1', 'TON1057']"
OK,PG0953+414,PG0953+414,PG0953+414,PG0953+414,"PG0953+414,PG0953+415,PG1116+215",[]
new-star,PG0954+048,PG0954+048,PG0954+048,PG0954+049,PG0954+049,['PG0954+048']
OK,PG1001+054,PG1001+054,PG1001+054,PG1001+054,"2XMM-J100420.0+0,J1004P0513,PG1001+054","['PG1001+055', 'SDSSJ100420.13+051300.4']"
OK,PG1001+291,PG1001+291,PG1001+291,TON0028,"PG1001+291,Q1001+2910,TON28","['CSO33', 'PG1001+292', 'RBS823', 'RX_J1004.0+2855', 'SDSSJ100402.61+285535.3', 'TON28']"
OK,PG1004+130,PG1004+130,PG1004+130,PG1004+130,"1004+130,1004+1303,4C-13.41,PG1004+130,PKS1004+13,PKS1004+130","['4C13.41', 'MRC1004+130', 'PG1004+131', 'PKS1004+13', 'PKSB1004+130', 'PKSJ1007+1248', 'SDSSJ100726.10+124856.2']"
OK,PG1011-040,PG1011-040,PG1011-040,PG1011-040,PG1011-040,"['HE1011-0403', 'PG1011-040ID', 'PG1011-041']"
OK,PG1048+342,PG1048+342,PG1048+342,PG1048+342,PG1048+342,"['CSO294', 'FBS1048+342', 'FBS1048+343', 'PG1048+343', 'RBS912', 'RX_J1051.7+3359', 'SDSSJ105143.89+335926.7']"
OK,PG1049-005,PG1049-005,PG1049-005,PG1049-005,PG1049-005,"['FBS1049-005', 'PG1049-006', 'RX_J1051.8-0051', 'SDSSJ105151.44-005117.6']"
OK,PG1112+431,PG1112+431,PG1112+431,PG1112+431,PG1112+431,"['CSO1151', 'FBS1112+431', 'SDSSJ111506.01+424948.8']"
new,PG1115+080,PG1115+080,PG1115+080,PG1115+080,"PG1115+080A1,QSO-B1115+080A",[]
OK,PG1115+407,PG1115+407,PG1115+407,PG1115+407,PG1115+407,"['CSO1157', 'FBS1115+407', 'RBS962', 'RX_J1118.5+4025', 'SDSSJ111830.28+402554.0']"
OK,PG1116+215,PG1116+215,PG1116+215,TON1388,PG1116+215,"['PG1116+216', 'RBS965', 'RX_J1119.1+2119', 'SDSSJ111908.67+211918.0', 'TON1388']"
OK,PG1121+423,PG1121+423,PG1121+423,PG1121+423,"PG1121+422,Q1121+423","['CSO1175', 'FBS1121+422', 'FBS1121+423', 'PG1121+423', 'RX_J1124.6+4201', 'SDSSJ112439.18+420145.0']"
OK,PG1148+549,PG1148+549,PG1148+549,PG1148+549,"1148+5454,PG-1148+549,PG1148+549","['RX_J1151.3+5437', 'SDSSJ115120.45+543733.0']"
OK,PG1202+281,PG1202+281,PG1202+281,PG1202+281,"GQ-COM,PG1202+281","['PG1202+282', 'RBS1065', 'RX_J1204.6+2754', 'SDSSJ120442.10+275411.7']"
new-star,PG1205+228,PG1205+228,PG1205+228,PG1205+228,PG1205+228,['SDSSJ120757.66+223152.0']
OK,PG1206+459,PG1206+459,PG1206+459,PG1206+459,"PG-1206+459,PG1206+459",[]
OK,PG1211+143,PG1211+143,PG1211+143,PG1211+143,"1211+143,PG-1211+143,PG1211+143","['PB3894', 'RBS1081', 'RX_J1214.3+1403']"
new-star,PG1212+369,PG1212+369,PG1212+369,PG1212+369.,PG1212+369,"['FBS1212+369', 'SDSSJ121448.52+363849.3']"
new-star,PG1213+456,PG1213+456,PG1213+456,PG1213+456,PG1213+456,['SDSSJ121544.12+452048.3']
OK,PG1216+069,PG1216+069,PG1216+069,PG1216+069,"PG-1216+069,PG1216+069",[]
OK,PG1259+593,PG1259+593,PG1259+593,PG1259+593,PG1259+593,['SDSSJ130112.91+590206.6']
OK,PG1302-102,PG1302-102,PG1302-102,PG1302-102,"PG1302-102,PKS1302-102","['CGRaBSJ1305-1033', 'HE1302-1017', 'PG1302-103', 'PKS1302-102', 'PKSB1302-102', 'PKSJ1305-1033', 'RBS1212']"
OK,PG1307+085,PG1307+085,PG1307+085,PG1307+085,"1307+0835,QSO-B1307+085","['PG1307+086', 'RBS1224', 'RX_J1309.7+0819', 'SDSSJ130947.00+081948.2']"
OK,PG1309+355,PG1309+355,PG1309+355,PG1309+355,"PG1309+355,QSO-B1309+3531",[]
OK,PG1338+416,PG1338+416,PG1338+416,PG1338+416,"1338+416,PG-1338+416,PG1338+416,PG1388+416","['FBS1338+416', 'SDSSJ134100.78+412314.0']"
OK,PG1341+258,PG1341+258,PG1341+258,PG1341+258,"1341+258,J134356.74+25384,TON730","['PG1341+259', 'RBS1309', 'RX_J1343.9+2538', 'SDSSJ134356.74+253847.6', 'TON730']"
OK,PG1351+640,PG1351+640,PG1351+640,PG1351+640,"PG1351+64,PG1351+640,QSO-B1351+6400","['FBS1351+640', 'IRAS13517+6400', 'IRAS_F13517+6400', 'SDSSJ135315.83+634545.6']"
OK,PG1352+183,PG1352+183,PG1352+183,PG1352+183,PG1352+183,"['MS1352.2+1820', 'PB4142', 'RBS1330', 'RX_J1354.5+1805', 'SDSSJ135435.68+180517.4']"
OK,PG1407+265,PG1407+265,PG1407+265,PG1407+265,"PG-1407+265,PG1407+265","['RX_J1409.4+2618', 'SDSSJ140923.91+261821.1']"
OK,PG1411+442,PG1411+442,PG1411+442,PG1411+442,"PG1411+442,QSO-B1411+4414","['CSO423', 'FBS1411+442', 'PB1732', 'SDSSJ141348.33+440013.9']"
OK-star,PG1424+240,PG1424+240,PG1424+240,PG1424+240,PG1424+240,"['KUV14247+2401', 'PKS1424+240', 'PKSB1424+240', 'PKSJ1427+2348', 'RBS1395', 'RX_J1427.0+2347', 'RX_J1427.0+2348', 'SDSSJ142700.39+234800.0']"
OK,PG1425+267,PG1425+267,PG1425+267,PG1425+267,"87GB-142519.5+26,B21425+26","['KUV14254+2646', 'PB3638', 'PG1425+268', 'SDSSJ142735.60+263214.5', 'TON202']"
OK,PG1435-067,PG1435-067,PG1435-067,PG1435-067,"PG1435-067,QSO-B1435-0645","['HE1435-0645', 'PG1435-068']"
OK,PG1444+407,PG1444+407,PG1444+407,PG1444+407,PG1444+407,"['CSO505', 'FBS1444+407', 'FBS1444+408', 'PG1444+408', 'RBS1427', 'RX_J1446.7+4035', 'SDSSJ144645.93+403505.7']"
OK,PG1448+273,PG1448+273,PG1448+273,PG1448+273,SDSSJ145108.76+2,"['PG1448+274', 'RBS1438', 'RX_J1451.1+2709', 'SDSSJ145108.75+270926.9']"
OK,PG1522+101,PG1522+101,PG1522+101,PG1522+101,"1522+101,PG-1522+101,PG1522+101","['PG1522+102', 'SDSSJ152424.52+095829.1']"
new-star,PG1533+466,PG1533+466,PG1533+466,PG1533+467,PG1533+467,"['PG1533+466', 'SDSSJ153442.60+463148.0']"
OK,PG1553+113,PG1553+113,PG1553+113,PG1553+113,1ES1553+113,"['CGRaBSJ1555+1111', 'HESSJ1555+111', 'RBS1538', 'RX_J1555.7+1111', 'SDSSJ155542.97+111124.4']"
OK,PG1626+554,PG1626+554,PG1626+554,PG1626+554,PG1626+554,"['PG1626+555', 'RBS1587', 'RX_J1627.9+5522', 'SDSSJ162756.11+552231.5']"
OK,PG1630+377,PG1630+377,PG1630+377,PG1630+377,"1630+377,PG-1630+377,PG1630+377","['FBS1630+377', 'SDSSJ163201.11+373749.9']"
new-star,PG2214+184,PG2214+184,PG2214+184,PG2214+184,PG2214+184,[]
OK,PG2233+134,PG2233+134,PG2233+134,PG2233+134,"J2236P1343,PG2233+134","['PG2233+135', 'RX_J2236.1+1343', 'RX_J2236.1+1344', 'SDSSJ223607.68+134355.3']"
new-star,PG2345+241,PG2345+241,PG2345+241,PG2345+241,PG2345+241,[]
OK,PG2349-014,PG2349-014,PG2349-014,PG2349-014,"2349-0125,4C--01.61,PG2349-014","['4C-1.61', 'IRAS_F23493-0126', 'MRC2349-014', 'MSH23-020', 'PB5564', 'PKS2349-01', 'PKSB2349-014', 'PKSJ2351-0109', 'RBS2056', 'RX_J2351.9-0109', 'SDSSJ235156.12-010913.3']"
OK,PHL1226,PHL1226,0151+045,0151+045,"0151+0433,PHL1226",[]
new,PHL1444,PHL1444,SDSSJ024250.85-075914.2,PHL1444,SDSSJ024250.85-0,['PB9154']
OK,PHL1811,PHL1811,PHL1811,PHL1811,PHL1811,[]
OK,PHL2525,PHL2525,PHL2525,PHL2525,PHL2525,[]
new,PHL460,PHL460,CS30315-0086,PHL460.,EC23169-2235,['CS30315']
OK,PKS0202-76,PKS0202-76,PKS0202-76,PKS0202-76,HB89-0202-765,"['MRC0202-765', 'PKSB0202-765', 'PKSJ0202-7620', 'RX_J0202.3-7619']"
OK,PKS0232-04,PKS0232-04,PKS0232-04,PKS0232-04,"HB89-0232-042,PKS0232-04",[]
OK,PKS0312-77,PKS0312-77,PKS0312-77,PKS0312-77,B0312-770,"['CGRaBSJ0311-7651', 'MRC0312-770', 'PKSB0312-770', 'PKSJ0311-7651', 'RX_J0311.9-7651']"
OK,PKS0405-12,PKS0405-12,PKS0405-12,PKS0405-12,"0405-123,PKS0405-12,PKS0405-123,Q0405-1219","['MRC0405-123', 'MSH04-102', 'PKSB0405-123', 'PKSJ0407-1211', 'RBS511', 'RX_J0407.8-1211']"
OK,PKS0552-640,PKS0552-640,PKS0552-640,PKS.0552-640,PKS0552-640,"['MRC0552-640', 'PKSB0552-640', 'PKSJ0552-6402', 'RX_J0552.3-6402']"
OK,PKS0558-504,PKS0558-504,PKS0558-504,PKS0558-504,PKS0558-504,"['1H0557-503', 'IRAS_F05585-5026', 'PKSB0558-504', 'PKSJ0559-5026']"
OK,PKS0637-75,PKS0637-75,PKS0637-75,PKS0637-75,"0637-752,PKS0637-75,PKS0637-752","['1H0633-752', 'CGRaBSJ0635-7516', 'IRAS_F06374-7513', 'MRC0637-752', 'PKS0637-752', 'PKSB0637-752', 'PKSJ0635-7516', 'RX_J0635.7-7516']"
OK,PKS0932+02,PKS0932+02,PKS0932+02,PKS0932+02,SDSSJ093518.19+0,"['4C2.27', 'MRC0932+022', 'PKSB0932+022', 'PKSJ0935+0204', 'SDSSJ093518.19+020415.4']"
OK,PKS1101-325,PKS1101-325,PKS1101-325,PKS1101-325,PKS1101-325,"['CTS0', 'CTS10', 'EC11011-3235', 'MRC1101-325', 'PKSB1101-325', 'PKSJ1103-3251', 'RX_J1103.5-3251']"
OK,PKS2005-489,PKS2005-489,PKS2005-489,PKS2005-489,PKS2005-489,"['CGRaBSJ2009-4849', 'IRAS_F20057-4858', 'MRC2005-489', 'PKSB2005-489', 'PKSJ2009-4849', 'RBS1671', 'RX_J2009.4-4849']"
OK,PKS2128-12,PKS2128-12,PKS2128-12,PKS2128-12,"PHL1598,PKS2128-12,Q2128-123","['PHL1598', 'RBS1753', 'RX_J2131.5-1207']"
OK,PKS2135-14,PKS2135-14,PKS2135-14,PKS2135-14,"PKS2135-14,PKS2135-147,Q2135-145","['MRC2135-147', 'PHL1657', 'PKSB2135-147', 'PKSJ2137-1432', 'RBS1766']"
OK,PKS2155-304,PKS2155-304,PKS2155-304,PKS2155-304,PKS2155-304,"['1H2156-304', 'CGRaBSJ2158-3013', 'H2154-304', 'PKSB2155-304', 'PKSJ2158-3013', 'RBS1807', 'REJ2158-301']"
OK,PMNJ2345-1555,PMNJ2345-1555,CGRaBS_J2345-1555,CGRaBS_J2345-1555,PMNJ2345-1555,"['CGRaBSJ2345-1555', 'CGRaBS_J2345-1555']"
new,QSO0246-3050,QSO0246-3050,QSO0246-3050,6dFJ0248220-303807,Q0246-308,[]
OK,QSO0640-5031,QSO0640-5031,QSO0639-5028,1RXSJ064056.3-503154,QJ0640-5031,[]
OK,QSO1220-2859,QSO1220-2859,QSO1220-2859,B0120-28,B0120-28,[]
OK,QSO1500-4140,QSO1500-4140,QSO1500-4140,[RLH2011]J1503-4152,QSO-1504-4152,[]
new,QSO1502-4154,QSO1502-4154,Q_J1504-4152,Q_J1504-4152,QSO-1503-4155,[]
new,RBS1089,RBS1089,QSO1214+0826,RBS1089,SDSSJ121716.08+0,"['RX_J1217.2+0809', 'SDSSJ121716.08+080942.0']"
new,RBS1293,RBS1293,NGC5236,NGC5236,"M83-KNOTS,M83-OBJECT-1,NGC5236,NGC5236-6","['CG0', 'ESO-LV4440810', 'ESO133411-2936.8', 'ESO444-G81', 'IRAS13341-2936', 'IRAS_F13341-2936', 'MCG-05-32-050', 'MRC1334-296', 'NGC5236', 'PKS1334-29', 'PKSB1334-296', 'PKSJ1336-2951', 'RX_J1337.0-2952', 'RX_J133700-2951.8', 'UGC0']"
OK,RBS1307,RBS1307,RBS1307,RBS1307,SDSSJ134231.22+3,['RX_J1342.5+3829']
OK,RBS144,RBS144,RBS144,RBS144,"RBS144,RXSJ01004-5113",['RX_J0100.4-5113']
new,RBS1454,RBS1454,RBS1454,RBS1454,VV2000-J150204.1,['RX_J1502.0+0645']
OK,RBS1483,RBS1483,RBS1483,RBS1483,SBS1518+593,"['IRAS_F15182+5919', 'RX_J1519.3+5908', 'SDSSJ151921.64+590823.9']"
OK,RBS1503,RBS1503,RBS1503,RBS1503,SBS1527+564,"['IRAS_F15279+5626', 'RX_J1529.1+5616', 'SDSSJ152907.45+561606.6']"
new,RBS1666,RBS1666,RBS1666,RBS1666,RBS1666,[]
new,RBS1768,RBS1768,RBS1768,RBS1768,RXS-J21388-3828,[]
OK,RBS1795,RBS1795,RBS1795,RBS1795,RXJ2154.1-4414,['RX_J2154.1-4414']
OK,RBS1892,RBS1892,RBS1892,RBS1892,RBS1892,"['RX_J2245.2-4652', 'RX_J2245.3-4652']"
OK,RBS1897,RBS1897,RBS1897,RBS1897,IRAS-F22456-5125,"['REJ2248-511', 'RX_J2248.6-5109']"
OK,RBS1992,RBS1992,RBS1992,RBS1992,RXS-J23218-7026,[]
new,RBS2000,RBS2000,RBS2000,RBS2000,RBS2000,[]
new,RBS2023,RBS2023,RBS2023,RBS2023,RBS2023,['CTSA14.01']
OK,RBS2070,RBS2070,RBS2070,RBS2070,QSO-B2356-309,"['1H2354-315', 'H2356-309']"
