AGNname,galaxyName,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,impactParameter (kpc),vcorrGalaxy (km/s),distGalaxy (Mpc),majorAxis (kpc),minorAxis (kpc),Lstar,inclination (deg),positionAngle (deg),RC3pa (deg),azimuth (deg),RC3type,morphology,galaxyRedshift,AGNredshift,spectrumStatus,groups_dist_std (Mpc)
NGC5253,UMaDwarf,"('204.98333', '-31.64')","('158.72', '51.92')",163.693216581,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.0013,DG,[]
NGC5253,PGC046885,"('204.98333', '-31.64')","('201.15096', '-30.97181')",271.203353411,695.31,4.65,x,x,0.0018,x,x,x,x,x,dwarf Im,0.001626,0.0013,DG,[]
NGC5253,LEDA166170,"('204.98333', '-31.64')","('204.14784', '-29.57144')",178.879036509,590.58,4.6799998,x,x,0.0005,x,x,x,x,x,dwarf Irr,0.001271,0.0013,DG,[]
NGC5253,LEDA088898,"('204.98333', '-31.64')","('203.23056', '-29.91931')",286.408256392,509.56,7.176927573,x,x,0.0046,x,x,x,x,x,x,0.001,0.0013,DG,[]
NGC5253,HIPASSJ1340-31,"('204.98333', '-31.64')","('205.05125', '-31.71194')",42.1701693612,1858.91,26.18176571,x,x,0.0286,x,x,x,x,x,x,0.005531,0.0013,DG,[]
NGC5253,HIPASSJ1338-30,"('204.98333', '-31.64')","('204.56208', '-30.91806')",371.110751568,1871.36,26.35721532,x,x,0.0053,x,x,x,x,x,x,0.00556,0.0013,DG,[]
NGC5253,HIDEEPJ1337-3118,"('204.98333', '-31.64')","('204.29083', '-31.30556')",316.403709144,1896.36,26.70928136,x,x,0.4481,x,x,x,x,x,x,0.005647,0.0013,DG,[]
NGC5253,NGC5236,"('204.98333', '-31.64')","('204.25396', '-29.86542')",228.616818307,721.43,6.96,26.12,23.28,x,26,x,-99,x,.SXS5..,SAB(s)c;HII    Sbrst,0.001711,0.0013,DG,[]
NGC5253,MCG-05-32-057,"('204.98333', '-31.64')","('204.54996', '-31.41697')",483.545184668,4558.62,64.20596314,22.41,16.81,0.3056,41,x,102,19.2,RSBR1..,(R')SB(r)ab,0.01453,0.0013,DG,[]
NGC5253,2MASXJ13392227-3131537,"('204.98333', '-31.64')","('204.84279', '-31.53161')",279.992479215,7052.83,99.33557967,21.09,16.88,0.0697,36,105,x,27.2,x,Sp,0.022852,0.0013,DG,[]
RBS1293,[CFC97]CEN11,"('204.25333', '-29.86639')","('203.65198', '-29.23073')",315.372114719,1558.39,21.94914164,x,x,0.0032,x,x,x,x,x,x,0.004493,0.0017,SP,[]
RBS1293,UMaDwarf,"('204.25333', '-29.86639')","('158.72', '51.92')",160.400459323,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.0017,SP,[]
RBS1293,PGC046885,"('204.25333', '-29.86639')","('201.15096', '-30.97181')",234.914407616,695.31,4.65,x,x,0.0018,x,x,x,x,x,dwarf Im,0.001626,0.0017,SP,[]
RBS1293,LEDA166170,"('204.25333', '-29.86639')","('204.14784', '-29.57144')",25.2273539473,590.58,4.6799998,x,x,0.0005,x,x,x,x,x,dwarf Irr,0.001271,0.0017,SP,[]
RBS1293,LEDA088898,"('204.25333', '-29.86639')","('203.23056', '-29.91931')",111.266154673,509.56,7.176927573,x,x,0.0046,x,x,x,x,x,x,0.001,0.0017,SP,[]
RBS1293,IRASF13342-2914,"('204.25333', '-29.86639')","('204.25908', '-29.48714')",454.217997695,4871.72,68.61573266,x,x,x,x,x,x,x,x,Sp,0.015551,0.0017,SP,[]
RBS1293,HIPASSJ1338-30,"('204.25333', '-29.86639')","('204.56208', '-30.91806')",499.060055627,1871.36,26.35721532,x,x,0.0053,x,x,x,x,x,x,0.00556,0.0017,SP,[]
RBS1293,HIDEEPJ1336-2932,"('204.25333', '-29.86639')","('204.09042', '-29.53333')",412.561046467,4637.78,65.32088728,x,x,0.0497,x,x,x,x,x,x,0.01477,0.0017,SP,[]
RBS1293,2MASXJ13370206-2929145,"('204.25333', '-29.86639')","('204.25867', '-29.48733')",433.9496505,4656.72,65.58756221,14.82,5.93,x,66,80,x,79.3,x,x,0.014834,0.0017,SP,[]
NGC5236-2,[CFC97]CEN11,"('204.2525', '-29.8675')","('203.65198', '-29.23073')",315.524349741,1558.39,21.94914164,x,x,0.0032,x,x,x,x,x,x,0.004493,0.0019,DG,[]
NGC5236-2,UMaDwarf,"('204.2525', '-29.8675')","('158.72', '51.92')",160.40165767,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.0019,DG,[]
NGC5236-2,PGC046885,"('204.2525', '-29.8675')","('201.15096', '-30.97181')",234.825204689,695.31,4.65,x,x,0.0018,x,x,x,x,x,dwarf Im,0.001626,0.0019,DG,[]
NGC5236-2,LEDA166170,"('204.2525', '-29.8675')","('204.14784', '-29.57144')",25.2965990686,590.58,4.6799998,x,x,0.0005,x,x,x,x,x,dwarf Irr,0.001271,0.0019,DG,[]
NGC5236-2,LEDA088898,"('204.2525', '-29.8675')","('203.23056', '-29.91931')",111.167360855,509.56,7.176927573,x,x,0.0046,x,x,x,x,x,x,0.001,0.0019,DG,[]
NGC5236-2,IRASF13342-2914,"('204.2525', '-29.8675')","('204.25908', '-29.48714')",455.559345611,4871.72,68.61573266,x,x,x,x,x,x,x,x,Sp,0.015551,0.0019,DG,[]
NGC5236-2,HIPASSJ1338-30,"('204.2525', '-29.8675')","('204.56208', '-30.91806')",498.64593234,1871.36,26.35721532,x,x,0.0053,x,x,x,x,x,x,0.00556,0.0019,DG,[]
NGC5236-2,HIDEEPJ1336-2932,"('204.2525', '-29.8675')","('204.09042', '-29.53333')",413.405885224,4637.78,65.32088728,x,x,0.0497,x,x,x,x,x,x,0.01477,0.0019,DG,[]
NGC5236-2,2MASXJ13370206-2929145,"('204.2525', '-29.8675')","('204.25867', '-29.48733')",435.231049245,4656.72,65.58756221,14.82,5.93,x,66,80,x,79.2,x,x,0.014834,0.0019,DG,[]
SBS1415+437,UMaDwarf,"('214.25583', '43.50139')","('158.72', '51.92')",65.8279451046,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.002,DG,[]
NGC1705,UMaDwarf,"('73.55708', '-53.36139')","('158.72', '51.92')",223.718003053,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.0021,SP,[]
NGC4051,UMaDwarf,"('180.79', '44.53139')","('158.72', '51.92')",28.8500857016,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.0023,RT,[]
NGC4051,NGC4013,"('180.79', '44.53139')","('179.63075', '43.94658')",329.74383561,1086.48,18.6,31.11,8.09,0.0901,74,66,66,11.3,.S..3./,SAb;HII        LINER,0.002773,0.0023,RT,[]
NGC4051,NGC4111,"('180.79', '44.53139')","('181.76305', '43.06572')",453.84731713,1065.64,16.0,25.21,6.05,0.9023,76,150,150,4.7,.LAR+*/,SA(r)0+: sp;HIILINER,0.002692,0.0023,RT,[]
NGC4051,NGC4138,"('180.79', '44.53139')","('182.37408', '43.68531')",385.139188148,1145.19,15.567,11.77,7.7,0.007,49,x,150,23.2,.LAR+..,SA(r)0+        Sy1.9,0.002962,0.0023,RT,[]
NGC4051,UGC07089,"('180.79', '44.53139')","('181.49058', '43.14333')",357.511271678,1028.35,13.867,11.1,2.22,0.2857,78,36,36,55.8,.S..8*.,Sdm:,0.002568,0.0023,RT,"[('LGG269', '14.9842095011', '2.03741204969'), ('UZC480', '12.1018206039', '3.04556111641')]"
MRK116,UMaDwarf,"('143.50833', '55.24111')","('158.72', '51.92')",16.9200165359,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.0025,SP,[]
NGC4151,[GCP2006]A146,"('182.63542', '39.40583')","('182.82425', '39.40812')",246.17489918,6863.0,96.66197188,x,x,0.0972,x,x,-99,x,.SB.9..,HII,0.022,0.0033,MS,[]
NGC4151,UMaDwarf,"('182.63542', '39.40583')","('158.72', '51.92')",36.5227368779,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.0033,MS,[]
NGC4151,HS1214+3801,"('182.63542', '39.40583')","('184.29033', '37.74822')",311.20002706,602.08,8.48002332,x,x,x,x,x,x,x,x,SA             HII,0.0011,0.0033,MS,[]
NGC4151,HS1213+3636B,"('182.63542', '39.40583')","('183.89489', '36.33081')",400.407956542,504.03,7.099046669,x,x,0.0029,x,x,x,x,x,dwarf spiral,0.000764,0.0033,MS,[]
NGC4151,NGC4145,"('182.63542', '39.40583')","('182.50633', '39.88386')",152.53771164,1275.79,17.9,25.18,17.88,0.9913,44,100,100,68.2,.SXT7..,SAB(rs)d   HII/LINER,0.003366,0.0033,MS,[]
NGC4151,UGC07188,"('182.63542', '39.40583')","('182.82183', '39.40353')",252.09472348,7119.01,100.2677468,23.04,17.5,0.1201,40,x,-99,x,.SB.9..,SBm,0.022853,0.0033,MS,[]
NGC4151,2MASXJ12101662+3918174,"('182.63542', '39.40583')","('182.5692', '39.30472')",191.906553684,6888.17,97.0164557,17.78,12.45,0.7387,45,160,x,46.8,x,NELG,0.022083,0.0033,MS,[]
NGC4151,NGC4244,"('182.63542', '39.40583')","('184.37358', '37.80711')",169.477723933,515.97,4.629,14.63,4.39,0.149,72,46,48,86.0,.SAS6*/,SA(s)cd: sp    HII,0.000815,0.0033,MS,[]
NGC4151,SDSSJ121049.13+393027.2,"('182.63542', '39.40583')","('182.70472', '39.50756')",198.007031943,7007.74,98.70049676,13.63,8.31,x,52,146,x,61.8,x,x,0.022483,0.0033,MS,[]
NGC4151,SDSSJ121017.91+393039.8,"('182.63542', '39.40583')","('182.57462', '39.51106')",189.853139678,6702.69,94.40408576,12.98,8.44,0.1962,49,80,x,75.9,x,x,0.021465,0.0033,MS,[]
NGC4151,NGC4145A,"('182.63542', '39.40583')","('182.72726', '39.75737')",143.323473052,1435.16,22.9,12.34,3.09,0.0837,75,75,75,63.6,.S..8*.,Spiral,0.003896,0.0033,MS,[]
NGC4151,SDSSJ121131.52+392558.7,"('182.63542', '39.40583')","('182.88136', '39.43298')",335.438982966,7109.96,100.1402475,11.6,10.79,0.0665,21,93,x,11.1,x,x,0.022824,0.0033,MS,[]
NGC4670,UMaDwarf,"('191.32083', '27.12528')","('158.72', '51.92')",61.3128159924,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.0036,DG,[]
NGC4670,NGP9F322-1719419,"('191.32083', '27.12528')","('191.14513', '27.1798')",319.176189656,7842.02,110.450992,x,x,27.4526,x,x,x,x,x,x,0.025191,0.0036,DG,[]
NGC4670,ABELL1656:[BDG95]+1640+0400,"('191.32083', '27.12528')","('195.45417', '27.85944')",499.032699956,542.92,7.646804379,x,x,x,x,x,-99,x,.......,x,0.000854,0.0036,DG,[]
NGC4670,NGC4725,"('191.32083', '27.12528')","('192.61076', '25.5008')",474.575366762,1497.45,13.637,48.2,25.06,0.1996,58,50,35,85.2,.SXR2P.,SAB(r)ab pec   Sy2,0.004023,0.0036,DG,[]
NGC4670,NGC4673,"('191.32083', '27.12528')","('191.39447', '27.06083')",161.405854201,7142.08,100.5927277,35.06,29.46,3.6973,32,170,170,35.5,.E.1+..,E1-2,0.022856,0.0036,DG,[]
NGC4670,NGC4559,"('191.32083', '27.12528')","('188.99019', '27.95999')",331.366784025,1096.55,8.519,26.02,12.23,0.0113,62,148,150,36.1,.SXT6..,SAB(rs)cd      HII,0.002692,0.0036,DG,[]
NGC4670,KUG1241+274,"('191.32083', '27.12528')","('191.10975', '27.19278')",331.388881565,6755.02,95.14106973,20.89,12.12,0.2642,54,25,x,84.8,x,x,0.021565,0.0036,DG,[]
NGC4670,NGC4747,"('191.32083', '27.12528')","('192.94147', '25.77707')",425.188773469,1480.97,12.3,16.75,2.35,0.0644,82,30,30,76.9,.SB6$/P,SBcd? pec sp,0.003969,0.0036,DG,[]
NGC4670,2MASXJ12444262+2700499,"('191.32083', '27.12528')","('191.17753', '27.01385')",301.178275757,7232.22,101.8622632,16.69,12.35,1.3279,42,15,x,33.9,x,x,0.023155,0.0036,DG,[]
NGC3125,UMaDwarf,"('151.63917', '-29.935')","('158.72', '51.92')",144.708351089,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.0037,SP,[]
NGC3125,HIPASSJ1005-28,"('151.63917', '-29.935')","('151.3875', '-28.39444')",464.682062851,1214.74,17.10905161,x,x,0.0602,x,x,x,x,x,x,0.003459,0.0037,SP,[]
NGC3125,NGC3137,"('151.63917', '-29.935')","('152.28117', '-29.06431')",272.201196351,1282.0,15.075,27.63,9.65,0.0124,69,x,1,31.6,.SAS6..,SA(s)d,0.003683,0.0037,SP,"[('LGG189', '17.597695964', '0.812775857675')]"
NGC3125,NGC3113,"('151.63917', '-29.935')","('151.10879', '-28.44403')",435.970805991,1259.87,16.0,11.24,6.07,0.2196,57,85,87,77.9,.SXS7*.,SB(rs)d,0.003612,0.0037,SP,"[('LGG189', '17.597695964', '0.812775857675')]"
NGC3227,UMaDwarf,"('155.8775', '19.86556')","('158.72', '51.92')",56.6406809605,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.0039,RT,[]
NGC3227,HIPASSJ1025+20,"('155.8775', '19.86556')","('156.37458', '20.24')",216.111369184,1468.83,20.68768241,x,x,0.0047,x,x,x,x,x,x,0.004034,0.0039,RT,[]
NGC3227,ADBSJ102517+2007,"('155.8775', '19.86556')","('156.32417', '20.124')",178.092750754,1469.75,20.70072732,x,x,0.0024,x,x,x,x,x,x,0.004036,0.0039,RT,[]
NGC3227,NGC3222,"('155.8775', '19.86556')","('155.64379', '19.88703')",317.200193537,5843.18,82.29824671,45.57,26.88,3.1755,53,60,-99,35.6,.LB..*.,SB0:,0.01863,0.0039,RT,[]
NGC3227,NGC3226,"('155.8775', '19.86556')","('155.86253', '19.89852')",18.6640947625,1409.71,29.837,32.87,26.29,1.682,36,25,15,48.1,.E.2.*P,E2: pec;LINER  Sy3,0.003839,0.0039,RT,[]
NGC3227,IC0610,"('155.8775', '19.86556')","('156.61821', '20.22819')",275.90510224,1430.42,20.14674357,17.99,2.16,0.082,83,30,x,32.5,x,Sc,0.003903,0.0039,RT,[]
NGC3227,SDSSJ102328.85+195419.5,"('155.8775', '19.86556')","('155.87025', '19.90543')",15.7472393149,1583.73,22.30603545,11.04,5.19,0.0028,62,1,15,10.7,.E.2.*P,Extended Src [SDSS],0.004421,0.0039,RT,[]
NGC3227,UGC05675,"('155.8775', '19.86556')","('157.12501', '19.5624')",412.792340186,1363.9,19.5,10.16,6.61,0.006,49,x,-99,x,.S..9*.,Sm:,0.003676,0.0039,RT,"[('LGG194', '21.8441414369', '1.86616388906')]"
NGC4486,[PGH98]1228+1241NED02,"('187.70625', '12.39111')","('187.69894', '12.41421')",32.3917193959,5449.95,76.75987641,x,x,x,x,x,x,x,x,x,0.017179,0.0044,PL,[]
NGC4486,[PGH98]1228+1237,"('187.70625', '12.39111')","('187.69483', '12.34809')",72.213326302,6609.95,93.09786206,x,x,0.3802,x,x,x,x,x,x,0.021048,0.0044,PL,[]
NGC4486,UMaDwarf,"('187.70625', '12.39111')","('158.72', '51.92')",80.9211851444,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.0044,PL,[]
NGC4486,LEDA139931,"('187.70625', '12.39111')","('187.73875', '12.37333')",27.1445680968,3034.95,42.7457178,x,x,0.015,x,x,x,x,x,x,0.009123,0.0044,PL,[]
NGC4486,LEDA139925,"('187.70625', '12.39111')","('187.71516', '12.43866')",38.3217736537,3224.95,45.42184589,x,x,0.0219,x,x,x,x,x,x,0.009757,0.0044,PL,[]
NGC4486,LEDA139922,"('187.70625', '12.39111')","('187.70792', '12.46111')",125.647814447,7299.95,102.8162343,x,x,x,x,x,x,x,x,x,0.023349,0.0044,PL,[]
NGC4486,AGC226118,"('187.70625', '12.39111')","('188.68875', '12.78028')",275.971364988,1084.84,15.27945438,x,x,0.0154,x,x,x,x,x,x,0.002618,0.0044,PL,[]
NGC4486,UGC07494,"('187.70625', '12.39111')","('186.2656', '12.88698')",438.063675516,1359.99,16.838,37.19,34.22,4.2731,23,123,135,13.6,.E.1...,E1;LERG;LINER  Sy2,0.003536,0.0044,PL,"[('GH106', '23.4574551232', '8.62005281937'), ('LGG292', '17.2852113603', '2.24885645957'), ('UZC490', '23.0327759438', '9.3330876306')]"
NGC4486,NGC4429,"('187.70625', '12.39111')","('186.86045', '11.10771')",445.1765407,1215.85,16.7,35.38,12.03,0.005,70,97,99,64.2,.LAR+..,SA(r)0+;LINER  HII,0.003055,0.0044,PL,[]
NGC4486,NGC4388,"('187.70625', '12.39111')","('186.44478', '12.66209')",401.009284952,2823.99,18.222,33.62,10.76,2.5862,71,90,92,12.4,.SAS3*/,SA(s)b: sp;Sy2 Sy1.9,0.008419,0.0044,PL,[]
NGC4486,UGC07760,"('187.70625', '12.39111')","('188.91586', '12.55634')",323.658610555,639.8,15.55,30.23,28.42,0.2985,19,150,-99,68.0,.E.0+..,E;LINER;HII    Sy2,0.001134,0.0044,PL,"[('GH106', '23.4574551232', '8.62005281937'), ('UZC490', '23.0327759438', '9.3330876306')]"
NGC4486,NGC4473,"('187.70625', '12.39111')","('187.45363', '13.42936')",295.312974258,2543.97,15.857,26.83,14.49,1.55,57,95,100,71.6,.E.5...,E5,0.007485,0.0044,PL,[]
NGC4486,NGC4477,"('187.70625', '12.39111')","('187.50916', '13.6366')",369.511582618,1654.95,16.799999,24.19,21.77,1.3653,25,40,15,48.8,.LBS.*$,SB(s)0:?       Sy2,0.00452,0.0044,PL,[]
NGC4486,NGC4435,"('187.70625', '12.39111')","('186.9187', '13.07895')",292.06441538,1101.0,16.229,23.53,16.0,0.8457,47,15,13,63.2,.LBS0..,SB(s)0^0^;LINERHII,0.002672,0.0044,PL,[]
NGC4486,NGC4459,"('187.70625', '12.39111')","('187.25004', '13.97837')",481.360391388,1509.94,16.733,20.59,16.47,1.5245,36,105,110,59.3,.LAR+..,SA(r)0+;HII   LINER,0.004036,0.0044,PL,[]
NGC4486,IC3475,"('187.70625', '12.39111')","('188.17106', '12.77101')",419.333788345,2882.92,40.60443882,20.14,18.33,0.812,24,x,-99,x,.E...*.,Im or E pec,0.008616,0.0044,PL,[]
NGC4486,NGC4503,"('187.70625', '12.39111')","('188.02597', '11.17642')",367.798282806,1641.79,16.799999,18.52,8.89,0.7167,61,15,12,29.4,.LB.-*.,SB0-:,0.004476,0.0044,PL,[]
NGC4486,NGC4564,"('187.70625', '12.39111')","('189.11243', '11.43928')",470.610386461,1441.66,16.117,17.88,7.87,0.1673,63,50,47,74.7,.E.....,E6,0.003809,0.0044,PL,[]
NGC4486,NGC4402,"('187.70625', '12.39111')","('186.53189', '13.11332')",395.070857349,532.0,16.717,17.83,3.57,0.4259,78,90,90,32.2,.S..3./,Sb             HII,0.000774,0.0044,PL,[]
NGC4486,NGC4461,"('187.70625', '12.39111')","('187.26256', '13.18376')",264.789376474,2230.99,16.799999,17.1,6.84,0.0599,66,x,9,37.7,.LBS+*.,SB(s)0+:,0.006441,0.0044,PL,[]
NGC4486,IC0794,"('187.70625', '12.39111')","('187.03589', '12.09329')",388.999208089,2198.96,30.97133776,16.55,11.25,0.0199,47,100,110,34.5,.E+..*.,dE3,0.006334,0.0044,PL,[]
NGC4486,NGC4371,"('187.70625', '12.39111')","('186.23096', '11.70421')",456.691592566,1242.92,16.375,16.04,12.19,0.8355,40,155,95,89.5,.LBR+..,SB(r)0+,0.003146,0.0044,PL,[]
NGC4486,NGC4425,"('187.70625', '12.39111')","('186.80555', '12.73472')",276.765287735,2166.0,16.799999,15.28,4.28,0.0377,73,25,27,86.3,.LB.+*/,SB0+: sp,0.006224,0.0044,PL,[]
NGC4486,NGC4550,"('187.70625', '12.39111')","('188.87743', '12.22082')",363.037840244,680.79,17.98,14.07,4.78,0.0763,70,0,178,81.5,.LB.0*/,SB0^0^: sp     LINER,0.001271,0.0044,PL,[]
NGC4486,NGC4497,"('187.70625', '12.39111')","('187.88553', '11.62472')",259.913858864,1344.87,18.94181363,13.59,5.16,0.3138,67,75,65,87.9,.LXS+*.,SAB(s)0+:,0.003486,0.0044,PL,[]
NGC4486,NGC4474,"('187.70625', '12.39111')","('187.47311', '14.06859')",466.415320289,1887.92,15.787,12.62,5.55,0.4579,63,80,80,87.7,.L...P*,S0 pec:,0.005297,0.0044,PL,[]
NGC4486,NGC4551,"('187.70625', '12.39111')","('188.90814', '12.26398')",361.820341477,1471.78,17.553,10.77,7.33,0.0115,47,75,70,21.2,.E...*.,E:,0.003909,0.0044,PL,[]
NGC4486,NGC4440,"('187.70625', '12.39111')","('186.9732', '12.29328')",181.929890616,1023.98,14.4222495,10.39,6.44,0.2749,51,120,-99,37.8,.SBT1..,SB(rs)a,0.002415,0.0044,PL,[]
NGC7552,UMaDwarf,"('349.045', '-42.58472')","('158.72', '51.92')",296.766054044,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.0053,SP,[]
NGC7552,LEDA135518,"('349.045', '-42.58472')","('348.30566', '-42.23315')",155.388858606,973.54,13.71182309,x,x,x,x,x,x,x,x,x,0.004083,0.0053,SP,[]
NGC7552,HIPASSJ2311-42,"('349.045', '-42.58472')","('347.86292', '-42.76833')",247.246225729,1132.36,15.94871544,x,x,0.002,x,x,x,x,x,x,0.004605,0.0053,SP,[]
NGC7552,NGC7582,"('349.045', '-42.58472')","('349.59792', '-42.37056')",165.809036693,1323.38,20.625,38.9,10.89,1.8526,73,157,157,85.3,PSBS2..,(R'_1)SB(s)ab  Sy2,0.005254,0.0053,SP,"[('LGG472', '19.0675242541', '2.43668845184')]"
NGC7552,NGC7531,"('349.045', '-42.58472')","('348.70208', '-43.59994')",418.581120147,1348.41,22.936,30.02,12.01,0.0193,66,x,15,1.0,.SXR4..,SAB(r)bc,0.005324,0.0053,SP,"[('LGG472', '19.0675242541', '2.43668845184')]"
NGC7552,NGC7599,"('349.045', '-42.58472')","('349.83808', '-42.25683')",245.50886988,1398.84,20.963,26.83,7.93,0.0034,72,x,57,3.7,.SAS5..,SB(s)c         LINER,0.005508,0.0053,SP,[]
NGC7552,NGC7590,"('349.045', '-42.58472')","('349.72838', '-42.23906')",269.793741882,1322.91,25.275,19.85,7.35,0.052,68,x,36,19.5,.SAT4*.,S(r?)bc        Sy2,0.005255,0.0053,SP,"[('LGG472', '19.0675242541', '2.43668845184')]"
NGC7552,NGC7632,"('349.045', '-42.58472')","('350.50375', '-42.4805')",363.785955918,1278.66,19.299999,12.35,6.18,0.383,60,x,92,7.5,PLBS0*.,(RL)SB(1:)0^+  HII,0.005107,0.0053,SP,[]
NGC7552,NGC7412A,"('349.045', '-42.58472')","('344.28752', '-42.80448')",425.23014301,686.18,6.955,10.34,1.01,0.0095,84,x,91,4.6,.SB.8*/,SBdm: sp,0.003102,0.0053,SP,[]
NGC3516,UMaDwarf,"('166.6975', '72.56861')","('158.72', '51.92')",36.907715367,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.0088,SP,[]
NGC3516,CGCG334-010,"('166.6975', '72.56861')","('166.48513', '72.52481')",139.257279413,7328.4,103.2168442,20.32,16.66,x,34,35,x,20.5,x,x,0.023957,0.0088,SP,[]
NGC4593,UMaDwarf,"('189.91417', '-5.34417')","('158.72', '51.92')",111.28297054,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.009,SP,[]
NGC4593,NGC4602,"('189.91417', '-5.34417')","('190.15354', '-5.133')",191.809115587,2823.71,34.51,34.13,12.05,0.2012,69,x,105,56.5,.SXT4..,SAB(rs)bc      Sy1.9,0.008469,0.009,SP,[]
NGC4593,NGC4697,"('189.91417', '-5.34417')","('192.14949', '-5.80074')",461.827428615,1523.83,11.651,27.14,17.1,2.0299,51,68,70,33.6,.E.6...,E6             LLAGN,0.00414,0.009,SP,"[('LGG314', '23.3803458616', '2.27959895756')]"
NGC4593,NGC4597,"('189.91417', '-5.34417')","('190.05388', '-5.79928')",141.195851143,1322.63,17.0,20.27,9.4,x,62,x,49,66.0,.SBT9..,SB(rs)m,0.003466,0.009,SP,"[('LGG293', '18.246370858', '0.997860611817')]"
NGC4593,2MASXJ12401447-0523294,"('189.91417', '-5.34417')","('190.06038', '-5.39164')",259.829991397,6903.31,97.22972681,16.59,9.96,0.9078,53,115,x,6.9,x,x,0.022079,0.009,SP,[]
NGC4593,NGC4604,"('189.91417', '-5.34417')","('190.18774', '-5.30288')",199.2726642,2942.42,41.44251547,15.89,5.09,x,71,110,-99,28.6,.I..9*/,Im: sp,0.008866,0.009,SP,[]
NGC4593,IC0804,"('189.91417', '-5.34417')","('190.31654', '-5.00911')",410.747007618,3198.86,45.05431471,14.66,11.14,5.2679,40,60,x,9.9,x,S0o,0.00972,0.009,SP,[]
NGC7714,UMaDwarf,"('354.05875', '2.155')","('158.72', '51.92')",219.26621635,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.0093,SP,[]
NGC7714,LSBCF894-02,"('354.05875', '2.155')","('354.33729', '1.93271')",436.082659423,4979.91,70.1395612,x,x,0.0941,x,x,x,x,x,x,0.017555,0.0093,SP,[]
NGC7714,HIPASSJ2331+01,"('354.05875', '2.155')","('352.76583', '1.56944')",343.958319175,986.26,13.89102577,x,x,0.0151,x,x,x,x,x,x,0.004231,0.0093,SP,[]
NGC3783,UMaDwarf,"('174.7575', '-37.73861')","('158.72', '51.92')",159.965893382,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.0097,NP,[]
NGC3783,HIPASSJ1137-39,"('174.7575', '-37.73861')","('174.47182', '-39.22034')",155.092754099,832.85,5.93,x,x,0.0002,x,x,x,x,x,Dwarf,0.002181,0.0097,NP,[]
NGC3783,GEMS_N3783_08,"('174.7575', '-37.73861')","('174.5075', '-37.95003')",225.195423636,3167.0,44.6056163,x,x,0.0552,x,x,x,x,x,x,0.00995,0.0097,NP,[]
NGC3783,6dFJ1138589-380042,"('174.7575', '-37.73861')","('174.74546', '-38.01164')",192.670824858,2868.95,40.40780663,x,x,0.0055,x,x,x,x,x,x,0.008956,0.0097,NP,[]
NGC3783,NGC3749,"('174.7575', '-37.73861')","('173.97171', '-37.99736')",476.721838985,2885.34,40.63861772,37.83,9.46,1.724,75,x,107,39.6,.SAS1P/,SA(s)a pec sp  HII,0.009013,0.0097,NP,[]
NGC3783,ESO320-G013,"('174.7575', '-37.73861')","('174.33275', '-38.09756')",386.419789951,3201.26,45.08815701,13.23,13.23,0.3168,0,x,x,x,x,Sb,0.010067,0.0097,NP,[]
NGC4696,[CM2006]J124848.56-412053.5,"('192.20542', '-41.31111')","('192.20233', '-41.34819')",29.4732417566,3227.16,45.45295833,x,x,0.0122,x,x,x,x,x,x,0.010184,0.01,PL,[]
NGC4696,[CM2006]J124755.84-405416.5,"('192.20542', '-41.31111')","('191.98267', '-40.90458')",215.485760561,1993.11,28.07200465,x,x,x,x,x,x,x,x,x,0.006061,0.01,PL,[]
NGC4696,[CM2006]J124752.20-412013.6,"('192.20542', '-41.31111')","('191.9675', '-41.33711')",133.255326143,3002.29,42.28577622,x,x,0.2446,x,x,x,x,x,x,0.009433,0.01,PL,[]
NGC4696,UMaDwarf,"('192.20542', '-41.31111')","('158.72', '51.92')",172.149290414,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.01,PL,[]
NGC4696,CCOSJ1250.11-4114.59,"('192.20542', '-41.31111')","('192.52738', '-41.24313')",284.474998512,4604.48,64.85187987,x,x,1.0119,x,x,x,x,x,UCD,0.014777,0.01,PL,[]
